	SM57_PROX_20_BASS_REFLEX_SIN_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
7924.804688	-6.97	177.17	0.69
7927.734375	-6.98	177.02	0.78
7930.664063	-6.99	176.86	0.79
7933.593750	-7.00	176.71	0.70
7936.523438	-7.01	176.57	0.75
7939.453125	-7.02	176.44	0.66
7942.382813	-7.03	176.29	0.67
7945.312500	-7.04	176.11	0.59
7948.242188	-7.05	175.92	0.47
7951.171875	-7.06	175.72	0.21
7954.101563	-7.07	175.51	0.12
7957.031250	-7.08	175.30	0.21
7959.960938	-7.09	175.10	0.21
7962.890625	-7.10	174.92	0.31
7965.820313	-7.11	174.73	0.54
7968.750000	-7.12	174.53	0.60
7971.679688	-7.13	174.31	0.50
7974.609375	-7.14	174.07	0.45
7977.539063	-7.15	173.82	0.32
7980.468750	-7.16	173.57	0.52
7983.398438	-7.17	173.30	0.63
7986.328125	-7.18	173.04	0.70
7989.257813	-7.19	172.78	0.53
7992.187500	-7.20	172.52	0.55
7995.117188	-7.21	172.25	0.54
7998.046875	-7.22	171.97	0.41
8000.976563	-7.23	171.68	0.42
8003.906250	-7.24	171.39	0.37
8006.835938	-7.25	171.11	0.35
8009.765625	-7.25	170.84	0.32
8012.695313	-7.26	170.56	0.40
8015.625000	-7.27	170.27	0.30
8018.554688	-7.28	169.98	0.23
8021.484375	-7.29	169.68	0.24
8024.414063	-7.30	169.36	0.29
8027.343750	-7.31	169.04	0.23
8030.273438	-7.31	168.70	0.20
8033.203125	-7.32	168.37	0.27
8036.132813	-7.33	168.04	0.30
8039.062500	-7.34	167.73	0.17
8041.992188	-7.35	167.43	0.26
8044.921875	-7.36	167.13	0.20
8047.851563	-7.37	166.85	0.25
8050.781250	-7.37	166.56	0.03
8053.710938	-7.38	166.27	0.30
8056.640625	-7.39	165.98	0.12
8059.570313	-7.39	165.69	0.16
8062.500000	-7.40	165.39	0.41
8065.429688	-7.40	165.06	0.23
8068.359375	-7.41	164.72	0.47
8071.289063	-7.41	164.38	0.72
8074.218750	-7.42	164.06	0.77
8077.148438	-7.42	163.78	0.76
8080.078125	-7.42	163.50	0.79
8083.007813	-7.43	163.25	0.68
8085.937500	-7.43	163.01	0.64
8088.867188	-7.44	162.78	0.55
8091.796875	-7.44	162.54	0.20
8094.726563	-7.45	162.29	0.52
8097.656250	-7.45	162.03	0.47
8100.585938	-7.45	161.78	0.40
8103.515625	-7.46	161.52	0.35
8106.445313	-7.46	161.23	0.22
8109.375000	-7.46	160.94	0.57
8112.304688	-7.46	160.62	0.61
8115.234375	-7.47	160.26	0.49
8118.164063	-7.47	159.87	0.42
8121.093750	-7.47	159.46	0.34
8124.023438	-7.47	159.07	0.42
8126.953125	-7.48	158.68	0.47
8129.882813	-7.48	158.31	0.33
8132.812500	-7.48	157.97	0.62
8135.742188	-7.49	157.65	0.75
8138.671875	-7.49	157.35	0.57
8141.601563	-7.50	157.08	0.40
8144.531250	-7.50	156.82	0.10
8147.460938	-7.51	156.57	0.26
8150.390625	-7.51	156.30	0.46
8153.320313	-7.52	156.00	0.17
8156.250000	-7.52	155.70	0.13
8159.179688	-7.53	155.42	0.24
8162.109375	-7.53	155.15	0.36
8165.039063	-7.54	154.90	0.45
8167.968750	-7.54	154.67	0.26
8170.898438	-7.55	154.43	0.21
8173.828125	-7.55	154.18	0.27
8176.757813	-7.56	153.90	0.40
8179.687500	-7.56	153.60	0.48
8182.617188	-7.57	153.26	0.36
8185.546875	-7.57	152.91	0.30
8188.476563	-7.58	152.52	0.30
8191.406250	-7.58	152.12	0.30
8194.335938	-7.59	151.72	0.15
8197.265625	-7.60	151.29	0.07
8200.195313	-7.61	150.86	0.13
8203.125000	-7.62	150.41	0.11
8206.054688	-7.62	149.96	0.11
8208.984375	-7.63	149.51	0.46
8211.914063	-7.64	149.05	0.24
8214.843750	-7.65	148.58	0.18
8217.773438	-7.66	148.10	0.29
8220.703125	-7.67	147.64	0.18
8223.632813	-7.68	147.18	0.12
8226.562500	-7.68	146.69	0.27
8229.492188	-7.69	146.20	0.26
8232.421875	-7.70	145.74	0.40
8235.351563	-7.71	145.27	0.26
8238.281250	-7.72	144.81	0.49
8241.210938	-7.73	144.37	0.48
8244.140625	-7.74	143.95	0.26
8247.070313	-7.75	143.55	0.55
8250.000000	-7.76	143.18	0.54
8252.929688	-7.77	142.85	0.28
8255.859375	-7.78	142.52	0.15
8258.789063	-7.79	142.19	0.25
8261.718750	-7.80	141.87	0.17
8264.648438	-7.81	141.54	0.55
8267.578125	-7.82	141.17	0.35
8270.507813	-7.83	140.78	0.35
8273.437500	-7.84	140.37	0.40
8276.367188	-7.85	139.94	0.47
8279.296875	-7.86	139.51	0.50
8282.226563	-7.86	139.08	0.41
8285.156250	-7.87	138.66	0.31
8288.085938	-7.88	138.24	0.36
8291.015625	-7.88	137.84	0.53
8293.945313	-7.88	137.46	0.60
8296.875000	-7.89	137.09	0.42
8299.804688	-7.89	136.72	0.24
8302.734375	-7.89	136.34	0.11
8305.664063	-7.89	135.98	0.07
8308.593750	-7.90	135.62	0.01
8311.523438	-7.90	135.28	0.22
8314.453125	-7.90	134.94	0.23
8317.382813	-7.91	134.63	0.04
8320.312500	-7.91	134.33	0.18
8323.242188	-7.91	134.08	0.29
8326.171875	-7.91	133.84	0.35
8329.101563	-7.92	133.62	0.20
8332.031250	-7.92	133.40	0.41
8334.960938	-7.92	133.16	0.51
8337.890625	-7.92	132.88	0.23
8340.820313	-7.92	132.62	0.39
8343.750000	-7.92	132.40	0.56
8346.679688	-7.92	132.22	0.64
8349.609375	-7.93	132.08	0.54
8352.539063	-7.93	131.95	0.40
8355.468750	-7.94	131.85	0.21
8358.398438	-7.94	131.75	0.58
8361.328125	-7.94	131.65	0.68
8364.257813	-7.94	131.51	0.20
8367.187500	-7.94	131.38	0.24
8370.117188	-7.95	131.25	0.24
8373.046875	-7.95	131.14	0.30
8375.976563	-7.95	131.03	0.47
8378.906250	-7.95	130.96	0.24
8381.835938	-7.95	130.90	0.43
8384.765625	-7.95	130.84	0.50
8387.695313	-7.95	130.76	0.23
8390.625000	-7.94	130.69	0.44
8393.554688	-7.94	130.67	0.56
8396.484375	-7.94	130.69	0.57
8399.414063	-7.95	130.72	0.50
8402.343750	-7.95	130.75	0.54
8405.273438	-7.95	130.75	0.40
8408.203125	-7.95	130.74	0.35
8411.132813	-7.94	130.73	0.07
8414.062500	-7.94	130.71	0.28
8416.992188	-7.94	130.70	0.34
8419.921875	-7.94	130.69	0.35
8422.851563	-7.94	130.67	0.47
8425.781250	-7.94	130.63	0.47
8428.710938	-7.94	130.58	0.44
8431.640625	-7.94	130.53	0.43
8434.570313	-7.94	130.49	0.37
8437.500000	-7.94	130.47	0.25
8440.429688	-7.93	130.46	0.27
8443.359375	-7.93	130.43	0.46
8446.289063	-7.93	130.38	0.45
8449.218750	-7.93	130.31	0.37
8452.148438	-7.93	130.22	0.29
8455.078125	-7.92	130.12	0.31
8458.007813	-7.92	130.02	0.43
8460.937500	-7.92	129.93	0.21
8463.867188	-7.91	129.84	0.27
8466.796875	-7.91	129.76	0.46
8469.726563	-7.90	129.68	0.38
8472.656250	-7.90	129.61	0.31
8475.585938	-7.89	129.55	0.20
8478.515625	-7.89	129.48	0.17
8481.445313	-7.88	129.39	0.11
8484.375000	-7.88	129.30	0.23
8487.304688	-7.87	129.19	0.44
8490.234375	-7.87	129.10	0.31
8493.164063	-7.87	129.02	0.53
8496.093750	-7.86	128.94	0.44
8499.023438	-7.86	128.86	0.54
8501.953125	-7.86	128.79	0.56
8504.882813	-7.85	128.73	0.34
8507.812500	-7.85	128.68	0.40
8510.742188	-7.85	128.65	0.42
8513.671875	-7.84	128.62	0.64
8516.601563	-7.84	128.62	0.62
8519.531250	-7.84	128.62	0.75
8522.460938	-7.83	128.62	0.69
8525.390625	-7.83	128.63	0.19
8528.320313	-7.83	128.63	0.46
8531.250000	-7.83	128.61	0.56
8534.179688	-7.82	128.57	0.50
8537.109375	-7.82	128.51	0.32
8540.039063	-7.82	128.45	0.21
8542.968750	-7.82	128.39	0.47
8545.898438	-7.81	128.35	0.47
8548.828125	-7.81	128.32	0.44
8551.757813	-7.81	128.31	0.59
8554.687500	-7.80	128.33	0.40
8557.617188	-7.80	128.34	0.15
8560.546875	-7.80	128.37	0.22
8563.476563	-7.80	128.39	0.57
8566.406250	-7.79	128.43	0.45
8569.335938	-7.79	128.48	0.37
8572.265625	-7.79	128.54	0.41
8575.195313	-7.79	128.58	0.49
8578.125000	-7.78	128.61	0.61
8581.054688	-7.78	128.60	0.39
8583.984375	-7.78	128.58	0.72
8586.914063	-7.77	128.58	0.64
8589.843750	-7.77	128.59	0.59
8592.773438	-7.77	128.62	0.40
8595.703125	-7.77	128.66	0.41
8598.632813	-7.76	128.71	0.35
8601.562500	-7.76	128.78	0.31
8604.492188	-7.76	128.86	0.52
8607.421875	-7.76	128.96	0.81
8610.351563	-7.76	129.11	0.78
8613.281250	-7.75	129.30	0.66
8616.210938	-7.75	129.51	0.77
8619.140625	-7.75	129.77	0.78
8622.070313	-7.75	130.07	0.69
8625.000000	-7.74	130.40	0.40
8627.929688	-7.74	130.75	0.28
8630.859375	-7.74	131.11	0.26
8633.789063	-7.73	131.48	0.11
8636.718750	-7.73	131.84	0.42
8639.648438	-7.73	132.17	0.55
8642.578125	-7.72	132.48	0.33
8645.507813	-7.72	132.78	0.24
8648.437500	-7.72	133.08	0.09
8651.367188	-7.71	133.37	0.17
8654.296875	-7.71	133.65	0.23
8657.226563	-7.71	133.91	0.53
8660.156250	-7.70	134.19	0.41
8663.085938	-7.70	134.46	0.17
8666.015625	-7.70	134.73	0.42
8668.945313	-7.69	135.01	0.24
8671.875000	-7.69	135.29	0.18
8674.804688	-7.69	135.56	0.21
8677.734375	-7.69	135.82	0.43
8680.664063	-7.68	136.07	0.31
8683.593750	-7.68	136.27	0.34
8686.523438	-7.68	136.48	0.54
8689.453125	-7.68	136.69	0.37
8692.382813	-7.67	136.90	0.42
8695.312500	-7.67	137.12	0.33
8698.242188	-7.67	137.34	0.43
8701.171875	-7.66	137.57	0.37
8704.101563	-7.66	137.80	0.20
8707.031250	-7.66	138.01	0.39
8709.960938	-7.65	138.20	0.30
8712.890625	-7.65	138.39	0.36
8715.820313	-7.65	138.60	0.55
8718.750000	-7.64	138.82	0.57
8721.679688	-7.64	139.06	0.72
8724.609375	-7.64	139.32	0.64
8727.539063	-7.63	139.59	0.81
8730.468750	-7.63	139.87	0.53
8733.398438	-7.63	140.15	0.60
8736.328125	-7.62	140.43	0.75
8739.257813	-7.62	140.72	0.88
8742.187500	-7.61	141.02	0.76
8745.117188	-7.61	141.34	0.52
8748.046875	-7.60	141.67	0.76
8750.976563	-7.60	142.00	0.19
8753.906250	-7.59	142.32	0.27
8756.835938	-7.59	142.65	0.20
8759.765625	-7.58	142.97	0.13
8762.695313	-7.58	143.28	0.38
8765.625000	-7.57	143.57	0.46
8768.554688	-7.57	143.82	0.30
8771.484375	-7.56	144.05	0.18
8774.414063	-7.55	144.27	0.08
8777.343750	-7.55	144.49	0.29
8780.273438	-7.54	144.69	0.21
8783.203125	-7.53	144.87	0.19
8786.132813	-7.53	145.03	0.42
8789.062500	-7.52	145.18	0.36
8791.992188	-7.51	145.30	0.44
8794.921875	-7.51	145.40	0.71
8797.851563	-7.50	145.47	0.60
8800.781250	-7.49	145.51	0.68
8803.710938	-7.49	145.53	0.25
8806.640625	-7.48	145.54	0.15
8809.570313	-7.47	145.54	0.22
8812.500000	-7.46	145.54	0.59
8815.429688	-7.46	145.50	0.61
8818.359375	-7.45	145.45	0.76
8821.289063	-7.44	145.38	0.62
8824.218750	-7.44	145.31	0.31
8827.148438	-7.43	145.23	0.24
8830.078125	-7.42	145.16	0.51
8833.007813	-7.41	145.10	0.46
8835.937500	-7.41	145.02	0.58
8838.867188	-7.40	144.95	0.44
8841.796875	-7.39	144.87	0.48
8844.726563	-7.38	144.78	0.49
8847.656250	-7.37	144.67	0.46
8850.585938	-7.37	144.55	0.42
8853.515625	-7.36	144.42	0.55
8856.445313	-7.35	144.28	0.67
8859.375000	-7.34	144.13	0.55
8862.304688	-7.33	143.98	0.50
8865.234375	-7.32	143.81	0.49
8868.164063	-7.31	143.63	0.46
8871.093750	-7.30	143.44	0.64
8874.023438	-7.29	143.24	0.68
8876.953125	-7.28	143.03	0.31
8879.882813	-7.26	142.81	0.06
8882.812500	-7.25	142.61	0.12
8885.742188	-7.24	142.40	0.48
8888.671875	-7.23	142.19	0.58
8891.601563	-7.21	141.96	0.18
8894.531250	-7.20	141.73	0.35
8897.460938	-7.19	141.50	0.41
8900.390625	-7.17	141.29	0.31
8903.320313	-7.16	141.08	0.18
8906.250000	-7.15	140.88	0.10
8909.179688	-7.13	140.68	0.45
8912.109375	-7.12	140.48	0.36
8915.039063	-7.10	140.29	0.39
8917.968750	-7.09	140.12	0.72
8920.898438	-7.07	139.97	0.66
8923.828125	-7.06	139.83	0.57
8926.757813	-7.05	139.71	0.37
8929.687500	-7.03	139.60	0.21
8932.617188	-7.02	139.50	0.55
8935.546875	-7.00	139.41	0.66
8938.476563	-6.99	139.33	0.37
8941.406250	-6.97	139.26	0.27
8944.335938	-6.96	139.20	0.20
8947.265625	-6.94	139.13	0.22
8950.195313	-6.93	139.09	0.13
8953.125000	-6.92	139.05	0.33
8956.054688	-6.90	139.01	0.23
8958.984375	-6.89	138.98	0.33
8961.914063	-6.88	138.95	0.67
8964.843750	-6.86	138.94	0.67
8967.773438	-6.85	138.95	0.66
8970.703125	-6.84	138.98	0.43
8973.632813	-6.83	139.03	0.52
8976.562500	-6.81	139.08	0.30
8979.492188	-6.80	139.14	0.50
8982.421875	-6.79	139.21	0.39
8985.351563	-6.78	139.27	0.41
8988.281250	-6.77	139.35	0.11
8991.210938	-6.76	139.42	0.39
8994.140625	-6.75	139.50	0.63
8997.070313	-6.74	139.61	0.82
9000.000000	-6.73	139.74	0.68
9002.929688	-6.72	139.89	0.64
9005.859375	-6.72	140.05	0.65
9008.789063	-6.71	140.22	0.64
9011.718750	-6.70	140.41	0.67
9014.648438	-6.69	140.59	0.48
9017.578125	-6.69	140.77	0.50
9020.507813	-6.68	140.95	0.41
9023.437500	-6.68	141.13	0.62
9026.367188	-6.67	141.33	0.60
9029.296875	-6.67	141.53	0.65
9032.226563	-6.67	141.72	0.67
9035.156250	-6.66	141.90	0.62
9038.085938	-6.66	142.08	0.63
9041.015625	-6.66	142.26	0.64
9043.945313	-6.66	142.43	0.65
9046.875000	-6.65	142.61	0.58
9049.804688	-6.65	142.78	0.73
9052.734375	-6.65	142.95	0.64
9055.664063	-6.65	143.13	0.56
9058.593750	-6.65	143.30	0.42
9061.523438	-6.65	143.47	0.47
9064.453125	-6.65	143.63	0.45
9067.382813	-6.65	143.79	0.37
9070.312500	-6.65	143.97	0.61
9073.242188	-6.65	144.15	0.33
9076.171875	-6.65	144.32	0.33
9079.101563	-6.65	144.50	0.08
9082.031250	-6.65	144.66	0.40
9084.960938	-6.65	144.83	0.43
9087.890625	-6.65	144.99	0.28
9090.820313	-6.65	145.14	0.42
9093.750000	-6.65	145.28	0.61
9096.679688	-6.65	145.44	0.62
9099.609375	-6.65	145.60	0.60
9102.539063	-6.66	145.76	0.60
9105.468750	-6.66	145.92	0.59
9108.398438	-6.66	146.07	0.68
9111.328125	-6.66	146.22	0.61
9114.257813	-6.66	146.36	0.71
9117.187500	-6.67	146.50	0.82
9120.117188	-6.67	146.63	0.75
9123.046875	-6.67	146.77	0.76
9125.976563	-6.68	146.91	0.59
9128.906250	-6.68	147.05	0.57
9131.835938	-6.69	147.19	0.59
9134.765625	-6.69	147.33	0.63
9137.695313	-6.69	147.46	0.69
9140.625000	-6.70	147.59	0.55
9143.554688	-6.70	147.72	0.24
9146.484375	-6.71	147.85	0.60
9149.414063	-6.71	147.98	0.21
9152.343750	-6.72	148.10	0.58
9155.273438	-6.72	148.22	0.71
9158.203125	-6.73	148.34	0.68
9161.132813	-6.73	148.46	0.66
9164.062500	-6.74	148.57	0.62
9166.992188	-6.75	148.69	0.41
9169.921875	-6.75	148.80	0.66
9172.851563	-6.76	148.91	0.54
9175.781250	-6.76	149.02	0.66
9178.710938	-6.77	149.11	0.59
9181.640625	-6.77	149.20	0.65
9184.570313	-6.78	149.30	0.65
9187.500000	-6.78	149.39	0.55
9190.429688	-6.79	149.48	0.61
9193.359375	-6.80	149.57	0.50
9196.289063	-6.80	149.65	0.47
9199.218750	-6.81	149.72	0.49
9202.148438	-6.81	149.78	0.58
9205.078125	-6.82	149.84	0.62
9208.007813	-6.82	149.89	0.63
9210.937500	-6.83	149.92	0.67
9213.867188	-6.84	149.95	0.31
9216.796875	-6.84	149.98	0.41
9219.726563	-6.85	150.00	0.49
9222.656250	-6.86	150.01	0.53
9225.585938	-6.87	150.03	0.67
9228.515625	-6.87	150.05	0.50
9231.445313	-6.88	150.08	0.52
9234.375000	-6.89	150.10	0.56
9237.304688	-6.90	150.13	0.43
9240.234375	-6.91	150.15	0.49
9243.164063	-6.91	150.17	0.36
9246.093750	-6.92	150.19	0.24
9249.023438	-6.93	150.20	0.09
9251.953125	-6.93	150.22	0.14
9254.882813	-6.94	150.23	0.35
9257.812500	-6.95	150.24	0.45
9260.742188	-6.96	150.24	0.24
9263.671875	-6.96	150.25	0.50
9266.601563	-6.97	150.26	0.60
9269.531250	-6.97	150.27	0.60
9272.460938	-6.98	150.30	0.70
9275.390625	-6.98	150.33	0.76
9278.320313	-6.99	150.37	0.52
9281.250000	-7.00	150.40	0.37
9284.179688	-7.00	150.42	0.34
9287.109375	-7.01	150.44	0.36
9290.039063	-7.02	150.47	0.32
9292.968750	-7.02	150.50	0.51
9295.898438	-7.03	150.53	0.34
9298.828125	-7.04	150.57	0.18
9301.757813	-7.04	150.60	0.39
9304.687500	-7.05	150.65	0.44
9307.617188	-7.06	150.70	0.48
9310.546875	-7.06	150.75	0.35
9313.476563	-7.07	150.80	0.60
9316.406250	-7.07	150.87	0.68
9319.335938	-7.08	150.94	0.70
9322.265625	-7.09	151.02	0.61
9325.195313	-7.09	151.11	0.67
9328.125000	-7.10	151.20	0.62
9331.054688	-7.10	151.29	0.53
9333.984375	-7.11	151.38	0.53
9336.914063	-7.12	151.47	0.52
9339.843750	-7.12	151.55	0.42
9342.773438	-7.13	151.64	0.61
9345.703125	-7.13	151.71	0.68
9348.632813	-7.13	151.79	0.57
9351.562500	-7.14	151.86	0.51
9354.492188	-7.14	151.94	0.55
9357.421875	-7.15	152.01	0.71
9360.351563	-7.15	152.09	0.45
9363.281250	-7.16	152.17	0.59
9366.210938	-7.16	152.25	0.52
9369.140625	-7.17	152.34	0.37
9372.070313	-7.17	152.42	0.54
9375.000000	-7.18	152.50	0.57
9377.929688	-7.18	152.58	0.63
9380.859375	-7.19	152.66	0.65
9383.789063	-7.19	152.74	0.53
9386.718750	-7.19	152.82	0.41
9389.648438	-7.20	152.89	0.53
9392.578125	-7.20	152.97	0.50
9395.507813	-7.20	153.04	0.39
9398.437500	-7.21	153.11	0.38
9401.367188	-7.21	153.17	0.68
9404.296875	-7.21	153.22	0.43
9407.226563	-7.22	153.27	0.45
9410.156250	-7.22	153.31	0.28
9413.085938	-7.22	153.35	0.18
9416.015625	-7.23	153.38	0.20
9418.945313	-7.23	153.41	0.62
9421.875000	-7.24	153.45	0.66
9424.804688	-7.24	153.48	0.71
9427.734375	-7.24	153.50	0.67
9430.664063	-7.25	153.53	0.63
9433.593750	-7.25	153.54	0.42
9436.523438	-7.25	153.55	0.36
9439.453125	-7.26	153.56	0.38
9442.382813	-7.26	153.56	0.50
9445.312500	-7.27	153.54	0.52
9448.242188	-7.27	153.52	0.60
9451.171875	-7.27	153.51	0.65
9454.101563	-7.27	153.48	0.79
9457.031250	-7.28	153.46	0.87
9459.960938	-7.28	153.44	0.78
9462.890625	-7.28	153.40	0.45
9465.820313	-7.29	153.37	0.50
9468.750000	-7.29	153.32	0.62
9471.679688	-7.29	153.27	0.73
9474.609375	-7.29	153.21	0.81
9477.539063	-7.30	153.15	0.76
9480.468750	-7.30	153.08	0.37
9483.398438	-7.30	153.01	0.34
9486.328125	-7.30	152.93	0.70
9489.257813	-7.30	152.85	0.64
9492.187500	-7.31	152.76	0.60
9495.117188	-7.31	152.66	0.69
9498.046875	-7.31	152.56	0.84
9500.976563	-7.31	152.46	0.81
9503.906250	-7.31	152.36	0.70
9506.835938	-7.31	152.25	0.56
9509.765625	-7.31	152.13	0.50
9512.695313	-7.31	152.01	0.46
9515.625000	-7.31	151.88	0.45
9518.554688	-7.31	151.75	0.54
9521.484375	-7.31	151.61	0.61
9524.414063	-7.31	151.46	0.76
9527.343750	-7.31	151.30	0.85
9530.273438	-7.31	151.14	0.65
9533.203125	-7.31	150.96	0.74
9536.132813	-7.31	150.78	0.68
9539.062500	-7.31	150.59	0.64
9541.992188	-7.31	150.39	0.60
9544.921875	-7.31	150.19	0.67
9547.851563	-7.31	149.98	0.76
9550.781250	-7.31	149.76	0.76
9553.710938	-7.31	149.54	0.70
9556.640625	-7.31	149.31	0.69
9559.570313	-7.31	149.08	0.55
9562.500000	-7.31	148.84	0.60
9565.429688	-7.30	148.59	0.35
9568.359375	-7.30	148.34	0.17
9571.289063	-7.30	148.09	0.31
9574.218750	-7.30	147.83	0.38
9577.148438	-7.30	147.57	0.58
9580.078125	-7.30	147.30	0.47
9583.007813	-7.29	147.03	0.02
9585.937500	-7.29	146.74	0.51
9588.867188	-7.29	146.45	0.48
9591.796875	-7.28	146.15	0.65
9594.726563	-7.28	145.84	0.24
9597.656250	-7.28	145.52	0.44
9600.585938	-7.27	145.21	0.37
9603.515625	-7.27	144.89	0.43
9606.445313	-7.26	144.56	0.27
9609.375000	-7.26	144.23	0.20
9612.304688	-7.26	143.90	0.35
9615.234375	-7.25	143.56	0.34
9618.164063	-7.25	143.22	0.32
9621.093750	-7.25	142.88	0.59
9624.023438	-7.24	142.54	0.47
9626.953125	-7.24	142.20	0.53
9629.882813	-7.23	141.84	0.20
9632.812500	-7.23	141.49	0.38
9635.742188	-7.22	141.14	0.73
9638.671875	-7.22	140.79	0.58
9641.601563	-7.21	140.44	0.53
9644.531250	-7.21	140.08	0.40
9647.460938	-7.20	139.72	0.38
9650.390625	-7.20	139.35	0.17
9653.320313	-7.19	138.97	0.24
9656.250000	-7.19	138.59	0.46
9659.179688	-7.18	138.21	0.50
9662.109375	-7.18	137.82	0.58
9665.039063	-7.17	137.43	0.74
9667.968750	-7.17	137.03	0.42
9670.898438	-7.16	136.62	0.37
9673.828125	-7.16	136.20	0.36
9676.757813	-7.15	135.79	0.35
9679.687500	-7.15	135.36	0.49
9682.617188	-7.14	134.94	0.78
9685.546875	-7.14	134.50	0.32
9688.476563	-7.13	134.06	0.22
9691.406250	-7.13	133.63	0.68
9694.335938	-7.12	133.19	0.79
9697.265625	-7.12	132.74	0.81
9700.195313	-7.11	132.30	0.60
9703.125000	-7.10	131.84	0.42
9706.054688	-7.10	131.39	0.28
9708.984375	-7.09	130.93	0.38
9711.914063	-7.08	130.48	0.36
9714.843750	-7.08	130.03	0.60
9717.773438	-7.07	129.58	0.80
9720.703125	-7.06	129.12	0.64
9723.632813	-7.05	128.67	0.65
9726.562500	-7.04	128.22	0.56
9729.492188	-7.04	127.77	0.31
9732.421875	-7.03	127.33	0.41
9735.351563	-7.02	126.88	0.80
9738.281250	-7.01	126.45	0.81
9741.210938	-7.00	126.03	0.63
9744.140625	-6.99	125.61	0.49
9747.070313	-6.99	125.20	0.62
9750.000000	-6.98	124.78	0.69
9752.929688	-6.97	124.38	0.59
9755.859375	-6.96	123.98	0.19
9758.789063	-6.96	123.58	0.14
9761.718750	-6.95	123.18	0.62
9764.648438	-6.94	122.77	0.25
9767.578125	-6.93	122.35	0.22
9770.507813	-6.93	121.93	0.15
9773.437500	-6.92	121.51	0.21
9776.367188	-6.91	121.09	0.31
9779.296875	-6.91	120.68	0.31
9782.226563	-6.90	120.28	0.45
9785.156250	-6.89	119.88	0.11
9788.085938	-6.88	119.48	0.32
9791.015625	-6.88	119.08	0.35
9793.945313	-6.87	118.68	0.46
9796.875000	-6.86	118.27	0.52
9799.804688	-6.85	117.85	0.36
9802.734375	-6.84	117.42	0.35
9805.664063	-6.83	117.01	0.22
9808.593750	-6.83	116.60	0.12
9811.523438	-6.82	116.20	0.70
9814.453125	-6.81	115.79	0.88
9817.382813	-6.80	115.35	0.14
9820.312500	-6.79	114.92	0.36
9823.242188	-6.78	114.50	0.56
9826.171875	-6.77	114.09	0.72
9829.101563	-6.77	113.70	0.78
9832.031250	-6.76	113.34	0.55
9834.960938	-6.75	112.98	0.43
9837.890625	-6.74	112.64	0.44
9840.820313	-6.74	112.30	0.44
9843.750000	-6.73	111.96	0.20
9846.679688	-6.72	111.61	0.43
9849.609375	-6.71	111.26	0.44
9852.539063	-6.71	110.92	0.26
9855.468750	-6.70	110.58	0.60
9858.398438	-6.69	110.24	0.72
9861.328125	-6.69	109.91	0.75
9864.257813	-6.68	109.58	0.48
9867.187500	-6.68	109.26	0.22
9870.117188	-6.67	108.94	0.19
9873.046875	-6.67	108.63	0.26
9875.976563	-6.66	108.33	0.10
9878.906250	-6.65	108.03	0.15
9881.835938	-6.65	107.74	0.07
9884.765625	-6.64	107.46	0.36
9887.695313	-6.64	107.18	0.29
9890.625000	-6.63	106.91	0.21
9893.554688	-6.63	106.63	0.47
9896.484375	-6.62	106.35	0.40
9899.414063	-6.62	106.08	0.58
9902.343750	-6.61	105.81	0.63
9905.273438	-6.61	105.55	0.54
9908.203125	-6.60	105.29	0.55
9911.132813	-6.60	105.03	0.69
9914.062500	-6.60	104.77	0.74
9916.992188	-6.59	104.51	0.69
9919.921875	-6.59	104.25	0.36
9922.851563	-6.59	104.00	0.22
9925.781250	-6.59	103.75	0.53
9928.710938	-6.58	103.52	0.48
9931.640625	-6.58	103.29	0.46
9934.570313	-6.58	103.07	0.59
9937.500000	-6.58	102.86	0.56
9940.429688	-6.58	102.64	0.45
9943.359375	-6.58	102.43	0.39
9946.289063	-6.58	102.22	0.51
9949.218750	-6.57	102.00	0.41
9952.148438	-6.57	101.79	0.51
9955.078125	-6.57	101.59	0.77
9958.007813	-6.57	101.38	0.78
9960.937500	-6.57	101.18	0.73
9963.867188	-6.57	100.97	0.71
9966.796875	-6.57	100.77	0.77
9969.726563	-6.57	100.57	0.49
9972.656250	-6.57	100.36	0.47
9975.585938	-6.57	100.15	0.52
9978.515625	-6.57	99.92	0.69
9981.445313	-6.57	99.70	0.39
9984.375000	-6.57	99.47	0.46
9987.304688	-6.57	99.25	0.53
9990.234375	-6.58	99.03	0.32
9993.164063	-6.58	98.81	0.12
9996.093750	-6.58	98.59	0.16
9999.023438	-6.58	98.37	0.60
10001.953125	-6.58	98.16	0.79
10004.882813	-6.58	97.95	0.57
10007.812500	-6.58	97.74	0.53
10010.742188	-6.58	97.52	0.54
10013.671875	-6.59	97.29	0.58
10016.601563	-6.59	97.06	0.53
10019.531250	-6.59	96.83	0.49
10022.460938	-6.59	96.59	0.28
10025.390625	-6.60	96.35	0.36
10028.320313	-6.60	96.10	0.26
10031.250000	-6.60	95.86	0.43
10034.179688	-6.60	95.62	0.43
10037.109375	-6.61	95.37	0.49
10040.039063	-6.61	95.13	0.58
10042.968750	-6.61	94.88	0.74
10045.898438	-6.62	94.63	0.58
10048.828125	-6.62	94.39	0.50
10051.757813	-6.63	94.15	0.54
10054.687500	-6.63	93.92	0.36
10057.617188	-6.64	93.68	0.75
10060.546875	-6.64	93.45	0.79
10063.476563	-6.64	93.21	0.66
10066.406250	-6.65	92.98	0.67
10069.335938	-6.65	92.75	0.60
