	SM57_PROX_20_BASS_REFLEX_SIN_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
18325.195313	-23.48	52.78	0.43
18328.125000	-23.48	52.78	0.20
18331.054688	-23.48	52.78	0.45
18333.984375	-23.49	52.77	0.32
18336.914063	-23.49	52.77	0.63
18339.843750	-23.50	52.76	0.60
18342.773438	-23.50	52.75	0.59
18345.703125	-23.51	52.73	0.55
18348.632813	-23.51	52.72	0.82
18351.562500	-23.52	52.72	0.33
18354.492188	-23.52	52.71	0.85
18357.421875	-23.52	52.70	0.80
18360.351563	-23.53	52.68	0.98
18363.281250	-23.53	52.66	1.00
18366.210938	-23.54	52.64	0.77
18369.140625	1234.57	45.00	1.00
18372.070313	-23.55	52.61	0.47
18375.000000	-23.55	52.59	0.62
18377.929688	-23.56	52.57	0.28
18380.859375	-23.56	52.56	0.97
18383.789063	1234.57	45.00	1.00
18386.718750	-23.57	52.51	1.00
18389.648438	-23.58	52.50	0.65
18392.578125	-23.58	52.49	0.33
18395.507813	-23.59	52.48	0.59
18398.437500	-23.59	52.47	0.50
18401.367188	-23.60	52.46	0.77
18404.296875	-23.60	52.44	0.56
18407.226563	-23.60	52.43	0.50
18410.156250	-23.61	52.41	0.46
18413.085938	-23.61	52.40	0.54
18416.015625	-23.62	52.39	0.77
18418.945313	-23.62	52.38	0.34
18421.875000	-23.62	52.37	0.78
18424.804688	-23.63	52.37	0.30
18427.734375	-23.63	52.36	0.26
18430.664063	-23.64	52.35	0.77
18433.593750	-23.64	52.33	0.25
18436.523438	-23.64	52.32	0.79
18439.453125	-23.65	52.32	0.72
18442.382813	-23.65	52.31	0.48
18445.312500	-23.66	52.30	0.50
18448.242188	-23.66	52.29	0.46
18451.171875	-23.67	52.29	0.23
18454.101563	-23.67	52.28	0.49
18457.031250	-23.67	52.27	0.76
18459.960938	-23.68	52.26	0.73
18462.890625	-23.68	52.26	0.68
18465.820313	-23.69	52.26	0.15
18468.750000	-23.69	52.26	0.34
18471.679688	-23.69	52.26	0.43
18474.609375	-23.70	52.26	0.72
18477.539063	-23.70	52.25	0.60
18480.468750	-23.70	52.24	0.66
18483.398438	-23.71	52.24	0.58
18486.328125	-23.71	52.23	0.82
18489.257813	-23.71	52.23	0.02
18492.187500	-23.72	52.22	0.41
18495.117188	-23.72	52.22	0.47
18498.046875	-23.72	52.21	0.67
18500.976563	-23.72	52.21	0.20
18503.906250	-23.73	52.21	0.69
18506.835938	-23.73	52.21	0.66
18509.765625	-23.73	52.20	0.35
18512.695313	-23.73	52.20	0.52
18515.625000	-23.74	52.19	0.41
18518.554688	-23.74	52.19	0.65
18521.484375	-23.74	52.19	0.78
18524.414063	-23.74	52.19	0.72
18527.343750	-23.74	52.19	0.31
18530.273438	-23.74	52.19	0.28
18533.203125	-23.75	52.19	0.16
18536.132813	-23.75	52.18	0.74
18539.062500	-23.75	52.18	0.81
18541.992188	-23.75	52.18	0.77
18544.921875	-23.75	52.17	0.41
18547.851563	-23.75	52.17	0.47
18550.781250	-23.75	52.17	0.54
18553.710938	-23.76	52.17	0.84
18556.640625	-23.76	52.16	0.47
18559.570313	-23.76	52.16	0.37
18562.500000	-23.76	52.15	0.41
18565.429688	-23.76	52.15	0.08
18568.359375	-23.76	52.14	0.75
18571.289063	-23.76	52.13	0.70
18574.218750	-23.76	52.12	0.11
18577.148438	-23.76	52.11	0.15
18580.078125	-23.76	52.10	0.94
18583.007813	-23.77	52.09	1.00
18585.937500	-23.77	52.08	1.00
18588.867188	1234.57	45.00	1.00
18591.796875	1234.57	45.00	1.00
18594.726563	-23.77	52.08	0.75
18597.656250	-23.77	52.07	1.00
18600.585938	-23.77	52.07	1.00
18603.515625	1234.57	45.00	1.00
18606.445313	-23.78	52.07	1.00
18609.375000	-23.78	52.07	0.59
18612.304688	-23.78	52.07	0.95
18615.234375	-23.78	52.06	0.73
18618.164063	-23.78	52.05	0.62
18621.093750	-23.78	52.04	0.63
18624.023438	-23.78	52.02	0.70
18626.953125	-23.78	52.01	0.61
18629.882813	-23.78	52.00	0.77
18632.812500	-23.79	51.98	1.00
18635.742188	-23.79	51.96	0.09
18638.671875	-23.79	51.94	0.17
18641.601563	-23.79	51.93	0.24
18644.531250	-23.79	51.90	0.95
18647.460938	-23.79	51.88	0.20
18650.390625	-23.79	51.87	0.82
18653.320313	-23.79	51.84	0.60
18656.250000	-23.79	51.82	0.30
18659.179688	-23.79	51.80	0.45
18662.109375	-23.80	51.79	0.53
18665.039063	-23.80	51.77	0.66
18667.968750	-23.80	51.76	0.64
18670.898438	-23.80	51.73	0.54
18673.828125	-23.80	51.71	0.81
18676.757813	-23.80	51.68	0.58
18679.687500	-23.80	51.66	0.28
18682.617188	-23.80	51.63	0.47
18685.546875	-23.81	51.60	0.68
18688.476563	-23.81	51.57	0.51
18691.406250	-23.81	51.54	0.56
18694.335938	-23.81	51.50	0.53
18697.265625	-23.81	51.46	0.49
18700.195313	-23.81	51.42	0.13
18703.125000	-23.81	51.38	0.54
18706.054688	-23.81	51.34	0.22
18708.984375	-23.82	51.29	0.50
18711.914063	-23.82	51.25	0.68
18714.843750	-23.82	51.21	0.72
18717.773438	-23.82	51.17	0.75
18720.703125	-23.82	51.13	0.32
18723.632813	-23.82	51.08	0.35
18726.562500	-23.82	51.04	1.00
18729.492188	-23.82	50.99	0.70
18732.421875	-23.82	50.94	0.83
18735.351563	-23.82	50.89	0.77
18738.281250	-23.82	50.84	0.78
18741.210938	-23.82	50.78	0.76
18744.140625	-23.82	50.72	0.67
18747.070313	-23.82	50.65	0.41
18750.000000	-23.82	50.59	0.63
18752.929688	-23.82	50.53	0.17
18755.859375	-23.82	50.47	0.38
18758.789063	-23.82	50.41	0.51
18761.718750	-23.82	50.34	0.61
18764.648438	-23.82	50.28	1.00
18767.578125	-23.82	50.22	0.93
18770.507813	-23.82	50.16	0.96
18773.437500	-23.82	50.09	0.73
18776.367188	-23.82	50.02	0.64
18779.296875	-23.82	49.95	0.83
18782.226563	-23.82	49.88	0.21
18785.156250	-23.82	49.82	0.04
18788.085938	-23.82	49.75	0.24
18791.015625	-23.82	49.68	0.56
18793.945313	-23.82	49.61	0.89
18796.875000	-23.82	49.53	0.74
18799.804688	-23.82	49.46	0.76
18802.734375	-23.82	49.39	0.96
18805.664063	-23.82	49.31	0.82
18808.593750	-23.82	49.23	0.76
18811.523438	-23.82	49.16	0.56
18814.453125	-23.82	49.08	0.37
18817.382813	-23.82	49.00	0.39
18820.312500	-23.82	48.92	0.52
18823.242188	-23.82	48.84	0.96
18826.171875	-23.82	48.77	1.00
18829.101563	-23.82	48.70	0.08
18832.031250	-23.82	48.63	0.38
18834.960938	-23.82	48.56	0.51
18837.890625	-23.82	48.50	0.53
18840.820313	-23.82	48.43	0.32
18843.750000	-23.82	48.36	0.17
18846.679688	-23.82	48.30	0.06
18849.609375	-23.82	48.23	0.96
18852.539063	-23.82	48.17	0.99
18855.468750	-23.82	48.11	0.94
18858.398438	-23.82	48.06	0.43
18861.328125	-23.82	48.02	0.23
18864.257813	-23.82	47.97	0.76
18867.187500	-23.82	47.92	0.32
18870.117188	-23.83	47.88	0.22
18873.046875	-23.83	47.83	0.80
18875.976563	-23.83	47.79	0.67
18878.906250	-23.83	47.75	0.41
18881.835938	-23.83	47.71	0.88
18884.765625	-23.83	47.67	0.07
18887.695313	-23.83	47.63	0.76
18890.625000	-23.83	47.59	0.74
18893.554688	-23.83	47.55	0.89
18896.484375	-23.83	47.51	0.65
18899.414063	-23.83	47.47	0.76
18902.343750	-23.83	47.42	0.83
18905.273438	-23.83	47.38	0.48
18908.203125	-23.82	47.33	0.78
18911.132813	-23.82	47.29	0.72
18914.062500	-23.82	47.25	0.70
18916.992188	-23.82	47.21	0.17
18919.921875	-23.82	47.18	0.64
18922.851563	-23.82	47.14	0.71
18925.781250	-23.82	47.10	0.80
18928.710938	-23.82	47.05	0.70
18931.640625	-23.82	47.01	0.52
18934.570313	-23.82	46.96	0.87
18937.500000	-23.82	46.92	0.21
18940.429688	-23.82	46.88	0.50
18943.359375	-23.82	46.84	0.21
18946.289063	-23.82	46.80	0.64
18949.218750	-23.82	46.76	0.37
18952.148438	-23.82	46.72	0.40
18955.078125	-23.82	46.69	0.23
18958.007813	-23.82	46.65	0.59
18960.937500	-23.82	46.61	0.80
18963.867188	-23.82	46.57	1.00
18966.796875	-23.82	46.54	0.84
18969.726563	-23.82	46.51	0.46
18972.656250	-23.82	46.48	0.61
18975.585938	-23.82	46.45	0.87
18978.515625	-23.81	46.42	0.76
18981.445313	-23.81	46.40	0.68
18984.375000	-23.81	46.37	0.84
18987.304688	-23.81	46.35	0.51
18990.234375	-23.81	46.33	0.29
18993.164063	-23.81	46.30	0.43
18996.093750	-23.81	46.28	0.41
18999.023438	-23.81	46.26	0.28
19001.953125	-23.81	46.24	0.31
19004.882813	-23.81	46.22	0.13
19007.812500	-23.81	46.21	0.44
19010.742188	-23.81	46.19	0.52
19013.671875	-23.81	46.17	0.21
19016.601563	-23.81	46.15	0.59
19019.531250	-23.81	46.13	0.47
19022.460938	-23.81	46.11	0.56
19025.390625	-23.81	46.09	0.59
19028.320313	-23.81	46.08	0.39
19031.250000	-23.81	46.07	0.31
19034.179688	-23.81	46.05	0.34
19037.109375	-23.81	46.04	0.50
19040.039063	-23.81	46.03	0.61
19042.968750	-23.81	46.02	0.43
19045.898438	-23.81	46.00	0.26
19048.828125	-23.81	45.98	0.75
19051.757813	-23.81	45.97	0.45
19054.687500	-23.81	45.96	0.80
19057.617188	-23.81	45.95	0.78
19060.546875	-23.81	45.94	0.49
19063.476563	-23.81	45.94	0.48
19066.406250	-23.81	45.93	0.52
19069.335938	-23.81	45.93	0.71
19072.265625	-23.81	45.93	0.91
19075.195313	-23.81	45.92	0.69
19078.125000	-23.81	45.92	0.90
19081.054688	-23.81	45.92	0.87
19083.984375	-23.81	45.92	0.81
19086.914063	-23.81	45.92	0.17
19089.843750	-23.81	45.92	0.39
19092.773438	-23.81	45.92	0.62
19095.703125	-23.81	45.91	0.19
19098.632813	-23.81	45.91	0.48
19101.562500	-23.81	45.91	0.31
19104.492188	-23.81	45.90	0.03
19107.421875	-23.81	45.90	0.69
19110.351563	-23.81	45.90	0.51
19113.281250	-23.81	45.90	0.56
19116.210938	-23.81	45.90	0.64
19119.140625	-23.80	45.89	0.49
19122.070313	-23.80	45.89	0.26
19125.000000	-23.80	45.89	0.55
19127.929688	-23.80	45.89	0.15
19130.859375	-23.80	45.89	0.25
19133.789063	-23.80	45.89	0.26
19136.718750	-23.80	45.89	0.50
19139.648438	-23.80	45.89	0.70
19142.578125	-23.80	45.89	0.81
19145.507813	-23.79	45.89	0.86
19148.437500	-23.79	45.89	0.72
19151.367188	-23.79	45.89	0.25
19154.296875	-23.79	45.89	0.56
19157.226563	-23.79	45.89	0.41
19160.156250	-23.79	45.89	0.56
19163.085938	-23.78	45.90	0.57
19166.015625	-23.78	45.90	0.72
19168.945313	-23.78	45.90	0.37
19171.875000	-23.78	45.90	0.32
19174.804688	-23.78	45.90	0.55
19177.734375	-23.78	45.91	0.64
19180.664063	-23.77	45.92	0.80
19183.593750	-23.77	45.92	0.92
19186.523438	-23.77	45.93	0.75
19189.453125	-23.77	45.94	0.87
19192.382813	-23.77	45.94	0.70
19195.312500	-23.77	45.95	0.72
19198.242188	-23.76	45.95	0.68
19201.171875	-23.76	45.96	0.73
19204.101563	-23.76	45.97	0.75
19207.031250	-23.76	45.99	0.57
19209.960938	-23.76	46.00	0.21
19212.890625	-23.76	46.02	0.52
19215.820313	-23.75	46.03	0.13
19218.750000	-23.75	46.05	0.68
19221.679688	-23.75	46.06	0.72
19224.609375	-23.75	46.08	0.77
19227.539063	-23.75	46.10	0.70
19230.468750	-23.75	46.12	0.73
19233.398438	-23.75	46.13	0.61
19236.328125	-23.74	46.15	0.69
19239.257813	-23.74	46.17	0.83
19242.187500	-23.74	46.20	0.85
19245.117188	-23.74	46.23	0.84
19248.046875	-23.74	46.25	0.94
19250.976563	-23.74	46.28	0.75
19253.906250	-23.74	46.31	0.92
19256.835938	-23.74	46.35	0.87
19259.765625	-23.74	46.38	0.82
19262.695313	-23.73	46.41	0.90
19265.625000	-23.73	46.45	0.93
19268.554688	-23.73	46.48	0.83
19271.484375	-23.73	46.51	0.64
19274.414063	-23.73	46.55	0.65
19277.343750	-23.73	46.58	0.61
19280.273438	-23.73	46.61	0.70
19283.203125	-23.73	46.64	0.70
19286.132813	-23.73	46.67	0.69
19289.062500	-23.73	46.71	0.66
19291.992188	-23.73	46.74	0.39
19294.921875	-23.73	46.78	0.47
19297.851563	-23.73	46.81	0.44
19300.781250	-23.73	46.85	0.60
19303.710938	-23.73	46.88	0.84
19306.640625	-23.72	46.92	0.77
19309.570313	-23.72	46.96	0.58
19312.500000	-23.72	46.99	0.69
19315.429688	-23.72	47.03	0.64
19318.359375	-23.72	47.08	0.62
19321.289063	-23.72	47.12	0.76
19324.218750	-23.72	47.17	0.16
19327.148438	-23.72	47.22	0.68
19330.078125	-23.72	47.27	0.50
19333.007813	-23.72	47.31	0.58
19335.937500	-23.72	47.36	0.44
19338.867188	-23.72	47.41	0.53
19341.796875	-23.72	47.46	0.49
19344.726563	-23.72	47.51	0.74
19347.656250	-23.72	47.55	0.83
19350.585938	-23.72	47.59	0.89
19353.515625	-23.72	47.63	0.84
19356.445313	-23.72	47.68	0.49
19359.375000	-23.72	47.73	0.24
19362.304688	-23.72	47.77	0.47
19365.234375	-23.72	47.81	0.13
19368.164063	-23.72	47.85	0.14
19371.093750	-23.72	47.89	0.17
19374.023438	-23.72	47.94	0.62
19376.953125	-23.72	47.98	0.58
19379.882813	-23.72	48.02	0.53
19382.812500	-23.72	48.06	0.77
19385.742188	-23.72	48.10	1.00
19388.671875	-23.72	48.14	0.15
19391.601563	-23.72	48.18	0.74
19394.531250	-23.72	48.22	0.45
19397.460938	-23.72	48.26	0.71
19400.390625	-23.72	48.30	0.35
19403.320313	-23.72	48.34	0.75
19406.250000	-23.72	48.38	0.89
19409.179688	-23.72	48.42	0.88
19412.109375	-23.72	48.47	0.87
19415.039063	-23.72	48.51	0.85
19417.968750	-23.72	48.55	0.76
19420.898438	-23.72	48.59	0.87
19423.828125	-23.72	48.63	0.94
19426.757813	-23.72	48.68	0.70
19429.687500	-23.72	48.72	0.90
19432.617188	-23.72	48.76	0.75
19435.546875	-23.72	48.80	0.88
19438.476563	-23.72	48.83	0.93
19441.406250	-23.72	48.87	0.80
19444.335938	-23.72	48.90	0.49
19447.265625	-23.72	48.93	0.52
19450.195313	-23.72	48.97	0.75
19453.125000	-23.72	49.00	0.29
19456.054688	-23.72	49.04	0.76
19458.984375	-23.72	49.07	0.99
19461.914063	-23.72	49.10	0.60
19464.843750	-23.72	49.13	0.98
19467.773438	-23.72	49.16	1.00
19470.703125	-23.72	49.18	0.97
19473.632813	-23.72	49.20	0.87
19476.562500	-23.72	49.21	0.80
19479.492188	-23.72	49.22	0.84
19482.421875	-23.72	49.24	0.67
19485.351563	-23.72	49.25	0.63
19488.281250	-23.72	49.26	0.54
19491.210938	-23.72	49.27	0.65
19494.140625	-23.72	49.29	0.59
19497.070313	-23.73	49.30	0.77
19500.000000	-23.73	49.32	0.39
19502.929688	-23.73	49.33	0.45
19505.859375	-23.73	49.35	0.64
19508.789063	-23.73	49.36	0.66
19511.718750	-23.73	49.38	0.68
19514.648438	-23.73	49.39	0.64
19517.578125	-23.73	49.41	0.73
19520.507813	-23.73	49.42	0.59
19523.437500	-23.73	49.44	0.37
19526.367188	-23.73	49.45	0.39
19529.296875	-23.73	49.47	0.51
19532.226563	-23.73	49.49	0.95
19535.156250	-23.73	49.51	0.98
19538.085938	-23.73	49.53	0.99
19541.015625	-23.73	49.55	0.51
19543.945313	-23.73	49.56	0.71
19546.875000	-23.73	49.58	0.68
19549.804688	-23.73	49.60	0.95
19552.734375	-23.73	49.61	0.89
19555.664063	-23.73	49.62	0.99
19558.593750	-23.73	49.63	0.66
19561.523438	-23.73	49.63	0.87
19564.453125	-23.73	49.64	0.82
19567.382813	-23.73	49.66	0.62
19570.312500	-23.73	49.67	0.53
19573.242188	-23.73	49.69	0.51
19576.171875	-23.73	49.70	0.86
19579.101563	-23.73	49.72	0.76
19582.031250	-23.73	49.73	0.87
19584.960938	-23.73	49.74	0.45
19587.890625	-23.73	49.75	0.34
19590.820313	-23.74	49.76	0.59
19593.750000	-23.74	49.77	0.71
19596.679688	-23.74	49.78	0.83
19599.609375	-23.74	49.79	0.77
19602.539063	-23.74	49.80	0.34
19605.468750	-23.74	49.81	0.17
19608.398438	-23.74	49.82	0.34
19611.328125	-23.74	49.83	0.31
19614.257813	-23.74	49.84	0.29
19617.187500	-23.74	49.86	0.66
19620.117188	-23.74	49.86	0.59
19623.046875	-23.74	49.87	0.39
19625.976563	-23.74	49.88	0.07
19628.906250	-23.74	49.89	0.44
19631.835938	-23.74	49.89	0.46
19634.765625	-23.74	49.90	0.73
19637.695313	-23.74	49.90	0.99
19640.625000	-23.74	49.91	0.87
19643.554688	-23.74	49.92	0.94
19646.484375	-23.74	49.93	0.81
19649.414063	-23.74	49.94	0.68
19652.343750	-23.74	49.95	0.99
19655.273438	1234.57	45.00	1.00
19658.203125	-23.74	49.96	0.81
19661.132813	-23.74	49.97	0.52
19664.062500	-23.74	49.98	0.94
19666.992188	-23.75	49.99	0.97
19669.921875	-23.75	49.99	0.90
19672.851563	-23.75	50.00	0.88
19675.781250	-23.75	50.00	0.94
19678.710938	-23.75	50.01	0.76
19681.640625	-23.75	50.00	0.81
19684.570313	-23.75	50.00	0.89
19687.500000	-23.75	50.00	0.73
19690.429688	-23.75	49.99	0.25
19693.359375	-23.75	49.98	0.73
19696.289063	-23.76	49.97	0.79
19699.218750	-23.76	49.95	0.61
19702.148438	-23.76	49.93	0.92
19705.078125	-23.76	49.91	0.66
19708.007813	-23.76	49.89	0.82
19710.937500	-23.76	49.87	0.55
19713.867188	-23.76	49.85	0.73
19716.796875	-23.77	49.82	0.86
19719.726563	-23.77	49.79	0.64
19722.656250	-23.77	49.76	0.69
19725.585938	-23.77	49.73	0.65
19728.515625	-23.77	49.69	0.26
19731.445313	-23.77	49.66	0.41
19734.375000	-23.78	49.62	0.53
19737.304688	-23.78	49.59	0.60
19740.234375	-23.78	49.55	0.64
19743.164063	-23.78	49.52	0.62
19746.093750	-23.78	49.48	0.66
19749.023438	-23.78	49.44	0.60
19751.953125	-23.79	49.41	0.68
19754.882813	-23.79	49.37	0.44
19757.812500	-23.79	49.34	0.77
19760.742188	-23.79	49.30	0.69
19763.671875	-23.79	49.26	0.72
19766.601563	-23.79	49.22	0.66
19769.531250	-23.80	49.17	0.72
19772.460938	-23.80	49.13	0.82
19775.390625	-23.80	49.09	0.66
19778.320313	-23.80	49.04	0.89
19781.250000	-23.80	48.99	0.81
19784.179688	-23.80	48.94	0.58
19787.109375	-23.81	48.89	1.00
19790.039063	-23.81	48.83	0.75
19792.968750	-23.81	48.78	0.71
19795.898438	-23.81	48.73	0.86
19798.828125	-23.81	48.67	0.90
19801.757813	-23.81	48.62	0.59
19804.687500	-23.81	48.57	0.63
19807.617188	-23.82	48.52	0.46
19810.546875	-23.82	48.46	0.62
19813.476563	-23.82	48.40	0.92
19816.406250	-23.82	48.34	0.98
19819.335938	-23.83	48.28	0.83
19822.265625	-23.83	48.22	0.54
19825.195313	-23.83	48.17	0.60
19828.125000	-23.83	48.11	0.85
19831.054688	-23.84	48.06	0.75
19833.984375	-23.84	48.00	0.86
19836.914063	-23.84	47.95	0.74
19839.843750	-23.85	47.89	0.99
19842.773438	-23.85	47.84	0.92
19845.703125	-23.85	47.79	0.76
19848.632813	-23.86	47.74	1.00
19851.562500	-23.86	47.68	1.00
19854.492188	-23.86	47.63	0.99
19857.421875	-23.87	47.57	0.83
19860.351563	-23.87	47.52	0.89
19863.281250	-23.88	47.47	0.89
19866.210938	-23.88	47.41	0.88
19869.140625	-23.88	47.35	0.75
19872.070313	-23.89	47.29	0.78
19875.000000	-23.89	47.23	0.81
19877.929688	-23.89	47.16	0.38
19880.859375	-23.90	47.10	0.35
19883.789063	-23.90	47.03	0.48
19886.718750	-23.90	46.97	0.76
19889.648438	-23.91	46.91	0.58
19892.578125	-23.91	46.84	1.00
19895.507813	-23.91	46.78	0.61
19898.437500	-23.92	46.72	0.75
19901.367188	-23.92	46.66	0.68
19904.296875	-23.92	46.60	0.51
19907.226563	-23.93	46.54	0.77
19910.156250	-23.93	46.47	0.90
19913.085938	-23.93	46.41	0.73
19916.015625	-23.94	46.35	0.98
19918.945313	-23.94	46.28	0.83
19921.875000	-23.94	46.22	0.77
19924.804688	-23.95	46.15	0.52
19927.734375	-23.95	46.08	0.73
19930.664063	-23.95	46.01	0.85
19933.593750	-23.96	45.94	0.89
19936.523438	-23.96	45.87	0.58
19939.453125	-23.96	45.80	0.96
19942.382813	-23.97	45.74	0.95
19945.312500	-23.97	45.67	0.97
19948.242188	-23.98	45.60	0.94
19951.171875	-23.98	45.54	0.70
19954.101563	-23.98	45.48	0.49
19957.031250	-23.99	45.42	1.00
19959.960938	1234.57	45.00	1.00
19962.890625	1234.57	45.00	1.00
19965.820313	-24.00	45.24	0.89
19968.750000	-24.00	45.20	0.67
19971.679688	-24.01	45.16	0.80
19974.609375	-24.01	45.12	0.75
19977.539063	-24.02	45.08	0.99
19980.468750	-24.02	45.04	0.85
19983.398438	-24.03	44.99	0.45
19986.328125	-24.03	44.95	0.22
19989.257813	-24.03	44.90	0.19
19992.187500	-24.04	44.85	0.67
19995.117188	-24.04	44.81	0.90
19998.046875	-24.05	44.76	0.85
20000.976563	-24.05	44.71	0.86
20003.906250	-24.06	44.65	0.84
20006.835938	-24.06	44.60	0.86
20009.765625	-24.07	44.54	0.84
20012.695313	-24.07	44.48	0.85
20015.625000	-24.08	44.42	0.72
20018.554688	-24.08	44.36	0.80
20021.484375	-24.09	44.29	0.81
20024.414063	-24.09	44.23	0.64
20027.343750	-24.10	44.15	0.51
20030.273438	-24.10	44.08	0.58
20033.203125	-24.11	44.00	0.80
20036.132813	-24.11	43.92	0.47
20039.062500	-24.12	43.83	0.67
20041.992188	-24.12	43.75	0.69
20044.921875	-24.13	43.67	0.65
20047.851563	-24.13	43.58	0.48
20050.781250	-24.14	43.50	0.61
20053.710938	-24.14	43.42	0.69
20056.640625	-24.15	43.34	0.23
20059.570313	-24.15	43.25	0.92
20062.500000	-24.16	43.17	0.99
20065.429688	-24.16	43.08	0.36
20068.359375	-24.17	42.99	0.16
20071.289063	-24.17	42.90	0.38
20074.218750	-24.17	42.81	0.49
20077.148438	-24.18	42.72	0.42
20080.078125	-24.18	42.63	0.74
20083.007813	-24.19	42.54	0.97
20085.937500	-24.19	42.44	0.65
20088.867188	-24.19	42.34	0.71
20091.796875	-24.20	42.25	0.85
20094.726563	-24.20	42.15	0.92
20097.656250	-24.21	42.05	0.55
20100.585938	-24.21	41.96	0.08
20103.515625	-24.21	41.86	0.39
20106.445313	-24.22	41.76	0.66
20109.375000	-24.22	41.67	0.78
20112.304688	-24.23	41.58	0.67
20115.234375	-24.23	41.49	1.00
20118.164063	-24.23	41.40	1.00
20121.093750	-24.24	41.32	0.83
20124.023438	-24.24	41.24	0.95
20126.953125	-24.25	41.16	0.98
20129.882813	-24.25	41.09	0.89
20132.812500	-24.26	41.01	1.00
20135.742188	-24.26	40.93	0.98
20138.671875	-24.27	40.84	0.62
20141.601563	-24.27	40.75	0.61
20144.531250	-24.28	40.66	0.71
20147.460938	-24.28	40.57	0.63
20150.390625	-24.29	40.48	0.65
20153.320313	-24.29	40.39	0.85
20156.250000	-24.30	40.30	0.64
20159.179688	-24.30	40.22	0.35
20162.109375	-24.30	40.13	0.16
20165.039063	-24.31	40.04	0.66
20167.968750	-24.31	39.95	0.75
20170.898438	-24.32	39.86	1.00
20173.828125	-24.32	39.78	0.87
20176.757813	-24.33	39.69	0.78
20179.687500	-24.33	39.60	0.51
20182.617188	-24.34	39.51	0.55
20185.546875	-24.34	39.42	0.85
20188.476563	-24.35	39.33	0.57
20191.406250	-24.35	39.24	0.63
20194.335938	-24.36	39.15	0.68
20197.265625	-24.36	39.07	0.58
20200.195313	-24.37	38.98	0.36
20203.125000	1234.57	45.00	1.00
20206.054688	-24.38	38.80	0.71
20208.984375	-24.38	38.70	0.69
20211.914063	-24.39	38.61	0.63
20214.843750	-24.39	38.50	0.78
20217.773438	1234.57	45.00	1.00
20220.703125	-24.41	38.29	1.00
20223.632813	-24.41	38.16	1.00
20226.562500	-24.42	38.03	0.74
20229.492188	-24.42	37.90	0.96
20232.421875	-24.43	37.77	0.99
20235.351563	-24.44	37.63	0.41
20238.281250	-24.44	37.49	0.71
20241.210938	-24.45	37.34	0.47
20244.140625	-24.45	37.20	0.70
20247.070313	-24.46	37.05	0.52
20250.000000	-24.47	36.90	0.81
20252.929688	-24.47	36.75	0.57
20255.859375	-24.48	36.60	0.66
20258.789063	-24.49	36.44	0.76
20261.718750	-24.49	36.29	0.87
20264.648438	-24.50	36.13	0.83
20267.578125	-24.51	35.96	0.51
20270.507813	-24.51	35.80	0.76
20273.437500	-24.52	35.64	0.56
20276.367188	-24.53	35.48	0.46
20279.296875	-24.53	35.32	0.43
20282.226563	-24.54	35.16	0.23
20285.156250	-24.54	35.00	0.29
20288.085938	-24.55	34.84	0.29
20291.015625	-24.56	34.68	0.35
20293.945313	-24.56	34.52	0.48
20296.875000	-24.57	34.36	0.28
20299.804688	-24.57	34.20	0.53
20302.734375	-24.58	34.03	0.54
20305.664063	-24.59	33.87	0.76
20308.593750	-24.59	33.72	0.66
20311.523438	-24.60	33.56	0.81
20314.453125	-24.60	33.39	0.97
20317.382813	-24.61	33.23	0.67
20320.312500	-24.62	33.08	0.53
20323.242188	-24.62	32.92	0.72
20326.171875	-24.63	32.77	0.71
20329.101563	-24.64	32.62	0.50
20332.031250	-24.64	32.46	0.30
20334.960938	-24.65	32.31	0.41
20337.890625	-24.66	32.15	0.40
20340.820313	-24.66	31.99	0.48
20343.750000	-24.67	31.82	0.53
20346.679688	-24.68	31.66	0.81
20349.609375	-24.68	31.50	0.91
20352.539063	-24.69	31.33	0.80
20355.468750	-24.70	31.16	0.45
20358.398438	-24.70	30.99	0.43
20361.328125	-24.71	30.81	0.99
20364.257813	-24.72	30.64	0.74
20367.187500	-24.73	30.47	0.54
20370.117188	-24.73	30.30	0.65
20373.046875	-24.74	30.12	0.67
20375.976563	-24.75	29.95	0.51
20378.906250	-24.75	29.78	0.89
20381.835938	-24.76	29.61	0.57
20384.765625	-24.77	29.44	0.63
20387.695313	-24.78	29.26	0.57
20390.625000	-24.78	29.08	0.61
20393.554688	-24.79	28.89	1.00
20396.484375	-24.80	28.71	0.35
20399.414063	-24.80	28.52	0.25
20402.343750	-24.81	28.33	0.79
20405.273438	-24.82	28.14	0.13
20408.203125	-24.83	27.95	0.50
20411.132813	-24.83	27.76	0.51
20414.062500	-24.84	27.57	0.50
20416.992188	-24.85	27.38	0.75
20419.921875	-24.86	27.19	0.82
20422.851563	-24.86	27.00	0.61
20425.781250	-24.87	26.81	0.80
20428.710938	-24.88	26.63	0.58
20431.640625	-24.89	26.44	0.38
20434.570313	-24.89	26.25	0.53
20437.500000	-24.90	26.05	0.55
20440.429688	-24.91	25.86	0.49
20443.359375	1234.57	45.00	1.00
20446.289063	1234.57	45.00	1.00
20449.218750	1234.57	45.00	1.00
20452.148438	-24.93	25.04	1.00
20455.078125	-24.94	24.82	0.45
20458.007813	-24.95	24.60	0.55
20460.937500	-24.96	24.38	0.79
20463.867188	-24.96	24.17	0.99
20466.796875	-24.97	23.95	0.82
20469.726563	-24.98	23.74	0.88
