	SM57_PROX_100MM		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
17917.968750	-22.33	50.11	0.29
17920.898438	-22.33	50.12	0.75
17923.828125	-22.34	50.12	0.83
17926.757813	-22.34	50.12	0.11
17929.687500	-22.35	50.13	0.21
17932.617188	-22.35	50.13	0.42
17935.546875	-22.36	50.14	0.90
17938.476563	-22.36	50.15	0.69
17941.406250	-22.37	50.17	0.45
17944.335938	-22.37	50.18	0.29
17947.265625	-22.38	50.20	0.10
17950.195313	-22.38	50.22	0.64
17953.125000	-22.39	50.23	0.84
17956.054688	-22.39	50.25	0.53
17958.984375	-22.40	50.27	0.43
17961.914063	-22.40	50.29	0.45
17964.843750	-22.40	50.31	0.46
17967.773438	-22.41	50.33	0.18
17970.703125	-22.41	50.35	0.58
17973.632813	-22.42	50.36	0.83
17976.562500	-22.42	50.36	0.66
17979.492188	-22.43	50.36	0.47
17982.421875	-22.43	50.36	0.17
17985.351563	-22.44	50.37	0.12
17988.281250	-22.44	50.37	0.42
17991.210938	-22.45	50.37	0.35
17994.140625	-22.45	50.36	0.67
17997.070313	-22.46	50.36	0.88
18000.000000	-22.46	50.34	0.30
18002.929688	-22.47	50.33	0.73
18005.859375	-22.47	50.32	0.48
18008.789063	-22.48	50.32	0.47
18011.718750	-22.48	50.30	0.52
18014.648438	-22.49	50.29	0.69
18017.578125	-22.49	50.28	0.65
18020.507813	-22.50	50.27	0.04
18023.437500	-22.50	50.26	0.35
18026.367188	-22.50	50.26	0.38
18029.296875	-22.51	50.25	0.53
18032.226563	-22.51	50.25	0.77
18035.156250	-22.52	50.25	0.58
18038.085938	-22.52	50.25	0.36
18041.015625	-22.53	50.26	0.30
18043.945313	-22.53	50.26	0.62
18046.875000	-22.54	50.26	1.00
18049.804688	-22.54	50.26	0.73
18052.734375	-22.55	50.25	0.22
18055.664063	-22.55	50.24	0.43
18058.593750	-22.56	50.23	0.36
18061.523438	-22.56	50.22	0.61
18064.453125	-22.56	50.22	0.89
18067.382813	-22.57	50.20	0.75
18070.312500	-22.57	50.18	0.35
18073.242188	-22.58	50.16	0.15
18076.171875	-22.58	50.14	0.44
18079.101563	-22.59	50.12	0.11
18082.031250	-22.59	50.11	0.14
18084.960938	-22.60	50.09	0.27
18087.890625	-22.60	50.07	0.17
18090.820313	-22.60	50.05	0.56
18093.750000	-22.61	50.04	0.20
18096.679688	-22.61	50.02	0.92
18099.609375	-22.62	50.01	1.00
18102.539063	-22.62	50.00	0.83
18105.468750	-22.62	50.00	0.87
18108.398438	-22.63	50.00	0.90
18111.328125	-22.63	50.00	0.88
18114.257813	-22.64	50.01	0.96
18117.187500	-22.64	50.03	0.23
18120.117188	-22.64	50.04	0.50
18123.046875	-22.65	50.06	0.34
18125.976563	-22.65	50.08	0.84
18128.906250	-22.66	50.10	0.80
18131.835938	-22.66	50.12	0.83
18134.765625	-22.66	50.14	0.82
18137.695313	-22.67	50.16	0.78
18140.625000	-22.67	50.18	0.73
18143.554688	-22.68	50.20	0.62
18146.484375	-22.68	50.21	0.75
18149.414063	-22.69	50.23	0.77
18152.343750	-22.69	50.25	0.71
18155.273438	-22.69	50.27	0.34
18158.203125	-22.70	50.29	0.17
18161.132813	-22.70	50.31	0.77
18164.062500	-22.71	50.33	0.71
18166.992188	-22.71	50.35	0.80
18169.921875	-22.71	50.38	0.82
18172.851563	-22.72	50.41	0.89
18175.781250	-22.72	50.45	0.61
18178.710938	-22.73	50.49	0.55
18181.640625	-22.73	50.53	0.40
18184.570313	-22.74	50.57	0.30
18187.500000	-22.74	50.61	0.36
18190.429688	-22.74	50.66	0.38
18193.359375	-22.75	50.70	0.36
18196.289063	-22.75	50.74	0.36
18199.218750	-22.76	50.78	0.60
18202.148438	-22.76	50.81	0.71
18205.078125	-22.77	50.84	0.70
18208.007813	-22.77	50.87	0.82
18210.937500	-22.77	50.90	0.76
18213.867188	-22.78	50.94	0.34
18216.796875	-22.78	50.97	0.53
18219.726563	-22.79	51.00	0.32
18222.656250	-22.79	51.03	0.66
18225.585938	-22.79	51.07	0.69
18228.515625	-22.80	51.10	0.79
18231.445313	-22.80	51.14	0.85
18234.375000	-22.81	51.17	0.44
18237.304688	-22.81	51.21	0.86
18240.234375	-22.82	51.24	0.97
18243.164063	-22.82	51.27	0.48
18246.093750	-22.82	51.29	0.81
18249.023438	-22.83	51.32	0.24
18251.953125	-22.83	51.34	0.45
18254.882813	-22.84	51.36	0.91
18257.812500	-22.84	51.38	0.89
18260.742188	-22.85	51.38	0.82
18263.671875	-22.85	51.39	0.58
18266.601563	-22.85	51.40	0.35
18269.531250	-22.86	51.40	0.09
18272.460938	-22.86	51.41	0.50
18275.390625	-22.87	51.41	0.48
18278.320313	-22.87	51.42	0.97
18281.250000	-22.88	51.43	0.97
18284.179688	-22.88	51.44	0.72
18287.109375	-22.88	51.45	1.00
18290.039063	-22.89	51.46	1.00
18292.968750	-22.89	51.48	0.99
18295.898438	-22.90	51.50	0.99
18298.828125	-22.90	51.53	0.59
18301.757813	-22.91	51.54	0.35
18304.687500	-22.91	51.57	0.63
18307.617188	-22.92	51.59	0.49
18310.546875	-22.92	51.61	0.38
18313.476563	-22.92	51.62	0.88
18316.406250	-22.93	51.64	0.96
18319.335938	-22.93	51.64	1.00
18322.265625	-22.94	51.64	1.00
18325.195313	-22.94	51.64	0.61
18328.125000	-22.95	51.65	0.18
18331.054688	-22.95	51.65	0.47
18333.984375	-22.95	51.65	0.34
18336.914063	-22.96	51.65	0.65
18339.843750	-22.96	51.65	0.61
18342.773438	-22.97	51.64	0.63
18345.703125	-22.97	51.64	0.55
18348.632813	-22.98	51.63	0.82
18351.562500	-22.98	51.63	0.33
18354.492188	-22.99	51.63	0.85
18357.421875	-22.99	51.63	0.80
18360.351563	-23.00	51.61	0.98
18363.281250	-23.00	51.60	1.00
18366.210938	-23.00	51.59	0.77
18369.140625	1234.57	45.00	1.00
18372.070313	-23.01	51.57	0.47
18375.000000	-23.02	51.55	0.62
18377.929688	-23.02	51.54	0.28
18380.859375	-23.03	51.53	0.97
18383.789063	1234.57	45.00	1.00
18386.718750	-23.04	51.50	1.00
18389.648438	-23.04	51.50	0.65
18392.578125	-23.05	51.49	0.33
18395.507813	-23.05	51.49	0.59
18398.437500	-23.05	51.48	0.50
18401.367188	-23.06	51.47	0.77
18404.296875	-23.06	51.46	0.56
18407.226563	-23.07	51.45	0.50
18410.156250	-23.07	51.44	0.46
18413.085938	-23.08	51.43	0.54
18416.015625	-23.08	51.43	0.77
18418.945313	-23.08	51.43	0.34
18421.875000	-23.09	51.43	0.78
18424.804688	-23.09	51.43	0.30
18427.734375	-23.10	51.42	0.26
18430.664063	-23.10	51.42	0.77
18433.593750	-23.11	51.41	0.25
18436.523438	-23.11	51.41	0.79
18439.453125	-23.11	51.40	0.72
18442.382813	-23.12	51.40	0.48
18445.312500	-23.12	51.40	0.50
18448.242188	-23.13	51.40	0.46
18451.171875	-23.13	51.40	0.23
18454.101563	-23.14	51.39	0.49
18457.031250	-23.14	51.39	0.76
18459.960938	-23.14	51.39	0.73
18462.890625	-23.15	51.39	0.68
18465.820313	-23.15	51.39	0.15
18468.750000	-23.16	51.40	0.34
18471.679688	-23.16	51.40	0.43
18474.609375	-23.16	51.41	0.72
18477.539063	-23.17	51.41	0.60
18480.468750	-23.17	51.41	0.66
18483.398438	-23.18	51.40	0.58
18486.328125	-23.18	51.40	0.82
18489.257813	-23.18	51.40	0.02
18492.187500	-23.19	51.40	0.41
18495.117188	-23.19	51.40	0.47
18498.046875	-23.20	51.41	0.67
18500.976563	-23.20	51.41	0.20
18503.906250	-23.20	51.41	0.69
18506.835938	-23.21	51.41	0.66
18509.765625	-23.21	51.41	0.35
18512.695313	-23.21	51.41	0.52
18515.625000	-23.22	51.41	0.41
18518.554688	-23.22	51.42	0.65
18521.484375	-23.23	51.42	0.78
18524.414063	-23.23	51.42	0.72
18527.343750	-23.23	51.43	0.31
18530.273438	-23.24	51.43	0.28
18533.203125	-23.24	51.43	0.16
18536.132813	-23.24	51.44	0.74
18539.062500	-23.25	51.44	0.81
18541.992188	-23.25	51.44	0.77
18544.921875	-23.25	51.44	0.41
18547.851563	-23.26	51.45	0.47
18550.781250	-23.26	51.45	0.54
18553.710938	-23.26	51.45	0.84
18556.640625	-23.27	51.45	0.47
18559.570313	-23.27	51.45	0.37
18562.500000	-23.27	51.45	0.41
18565.429688	-23.28	51.45	0.08
18568.359375	-23.28	51.45	0.75
18571.289063	-23.28	51.44	0.70
18574.218750	-23.29	51.44	0.11
18577.148438	-23.29	51.43	0.15
18580.078125	-23.29	51.42	0.94
18583.007813	-23.30	51.41	1.00
18585.937500	-23.30	51.41	1.00
18588.867188	1234.57	45.00	1.00
18591.796875	1234.57	45.00	1.00
18594.726563	-23.31	51.42	0.75
18597.656250	-23.31	51.42	1.00
18600.585938	-23.32	51.42	1.00
18603.515625	1234.57	45.00	1.00
18606.445313	-23.32	51.43	1.00
18609.375000	-23.33	51.43	0.59
18612.304688	-23.33	51.43	0.95
18615.234375	-23.33	51.43	0.73
18618.164063	-23.34	51.42	0.62
18621.093750	-23.34	51.41	0.63
18624.023438	-23.34	51.41	0.70
18626.953125	-23.35	51.40	0.61
18629.882813	-23.35	51.39	0.77
18632.812500	-23.35	51.37	1.00
18635.742188	-23.36	51.36	0.09
18638.671875	-23.36	51.34	0.17
18641.601563	-23.36	51.33	0.24
18644.531250	-23.36	51.31	0.95
18647.460938	-23.37	51.30	0.20
18650.390625	-23.37	51.28	0.82
18653.320313	-23.37	51.26	0.60
18656.250000	-23.38	51.25	0.30
18659.179688	-23.38	51.23	0.45
18662.109375	-23.38	51.22	0.53
18665.039063	-23.39	51.21	0.66
18667.968750	-23.39	51.19	0.64
18670.898438	-23.39	51.17	0.54
18673.828125	-23.40	51.16	0.81
18676.757813	-23.40	51.13	0.58
18679.687500	-23.40	51.11	0.28
18682.617188	-23.41	51.08	0.47
18685.546875	-23.41	51.06	0.68
18688.476563	-23.41	51.03	0.51
18691.406250	-23.42	51.00	0.56
18694.335938	-23.42	50.97	0.53
18697.265625	-23.42	50.94	0.49
18700.195313	-23.43	50.90	0.13
18703.125000	-23.43	50.86	0.54
18706.054688	-23.43	50.82	0.22
18708.984375	-23.43	50.78	0.50
18711.914063	-23.44	50.75	0.68
18714.843750	-23.44	50.71	0.72
18717.773438	-23.44	50.67	0.75
18720.703125	-23.45	50.63	0.32
18723.632813	-23.45	50.59	0.35
18726.562500	-23.45	50.55	1.00
18729.492188	-23.46	50.51	0.70
18732.421875	-23.46	50.46	0.83
18735.351563	-23.46	50.41	0.77
18738.281250	-23.46	50.36	0.78
18741.210938	-23.47	50.30	0.76
18744.140625	-23.47	50.25	0.67
18747.070313	-23.47	50.19	0.41
18750.000000	-23.48	50.13	0.63
18752.929688	-23.48	50.07	0.17
18755.859375	-23.48	50.02	0.38
18758.789063	-23.48	49.96	0.51
18761.718750	-23.49	49.89	0.61
18764.648438	-23.49	49.83	1.00
18767.578125	-23.49	49.78	0.93
18770.507813	-23.50	49.72	0.96
18773.437500	-23.50	49.66	0.73
18776.367188	-23.50	49.59	0.64
18779.296875	-23.50	49.52	0.83
18782.226563	-23.51	49.46	0.21
18785.156250	-23.51	49.39	0.04
18788.085938	-23.51	49.33	0.24
18791.015625	-23.52	49.26	0.56
18793.945313	-23.52	49.19	0.89
18796.875000	-23.52	49.12	0.74
18799.804688	-23.52	49.05	0.76
18802.734375	-23.53	48.98	0.96
18805.664063	-23.53	48.91	0.82
18808.593750	-23.53	48.83	0.76
18811.523438	-23.53	48.76	0.56
18814.453125	-23.54	48.68	0.37
18817.382813	-23.54	48.61	0.39
18820.312500	-23.54	48.53	0.52
18823.242188	-23.55	48.46	0.96
18826.171875	-23.55	48.39	1.00
18829.101563	-23.55	48.32	0.08
18832.031250	-23.55	48.25	0.38
18834.960938	-23.56	48.19	0.51
18837.890625	-23.56	48.13	0.53
18840.820313	-23.56	48.06	0.32
18843.750000	-23.56	48.00	0.17
18846.679688	-23.57	47.93	0.06
18849.609375	-23.57	47.87	0.96
18852.539063	-23.57	47.81	0.99
18855.468750	-23.58	47.76	0.94
18858.398438	-23.58	47.71	0.43
18861.328125	-23.58	47.67	0.23
18864.257813	-23.58	47.62	0.76
18867.187500	-23.59	47.58	0.32
18870.117188	-23.59	47.54	0.22
18873.046875	-23.59	47.49	0.80
18875.976563	-23.60	47.45	0.67
18878.906250	-23.60	47.41	0.41
18881.835938	-23.60	47.38	0.88
18884.765625	-23.60	47.34	0.07
18887.695313	-23.61	47.30	0.76
18890.625000	-23.61	47.26	0.74
18893.554688	-23.61	47.23	0.89
18896.484375	-23.61	47.19	0.65
18899.414063	-23.62	47.15	0.76
18902.343750	-23.62	47.11	0.83
18905.273438	-23.62	47.07	0.48
18908.203125	-23.63	47.02	0.78
18911.132813	-23.63	46.98	0.72
18914.062500	-23.63	46.94	0.70
18916.992188	-23.63	46.91	0.17
18919.921875	-23.64	46.87	0.64
18922.851563	-23.64	46.84	0.71
18925.781250	-23.64	46.80	0.80
18928.710938	-23.64	46.76	0.70
18931.640625	-23.65	46.71	0.52
18934.570313	-23.65	46.67	0.87
18937.500000	-23.65	46.63	0.21
18940.429688	-23.65	46.59	0.50
18943.359375	-23.66	46.56	0.21
18946.289063	-23.66	46.52	0.64
18949.218750	-23.66	46.48	0.37
18952.148438	-23.66	46.45	0.40
18955.078125	-23.67	46.41	0.23
18958.007813	-23.67	46.38	0.59
18960.937500	-23.67	46.34	0.80
18963.867188	-23.67	46.31	1.00
18966.796875	-23.68	46.27	0.84
18969.726563	-23.68	46.25	0.46
18972.656250	-23.68	46.22	0.61
18975.585938	-23.68	46.19	0.87
18978.515625	-23.69	46.17	0.76
18981.445313	-23.69	46.14	0.68
18984.375000	-23.69	46.12	0.84
18987.304688	-23.69	46.10	0.51
18990.234375	-23.70	46.08	0.29
18993.164063	-23.70	46.06	0.43
18996.093750	-23.70	46.04	0.41
18999.023438	-23.70	46.02	0.28
19001.953125	-23.71	46.00	0.31
19004.882813	-23.71	45.98	0.13
19007.812500	-23.71	45.97	0.44
19010.742188	-23.71	45.95	0.52
19013.671875	-23.72	45.93	0.21
19016.601563	-23.72	45.91	0.59
19019.531250	-23.72	45.89	0.47
19022.460938	-23.73	45.88	0.56
19025.390625	-23.73	45.86	0.59
19028.320313	-23.73	45.85	0.39
19031.250000	-23.73	45.84	0.31
19034.179688	-23.74	45.83	0.34
19037.109375	-23.74	45.82	0.50
19040.039063	-23.74	45.81	0.61
19042.968750	-23.74	45.80	0.43
19045.898438	-23.75	45.78	0.26
19048.828125	-23.75	45.77	0.75
19051.757813	-23.75	45.76	0.45
19054.687500	-23.75	45.74	0.80
19057.617188	-23.76	45.74	0.78
19060.546875	-23.76	45.73	0.49
19063.476563	-23.76	45.73	0.48
19066.406250	-23.76	45.73	0.52
19069.335938	-23.77	45.73	0.71
19072.265625	-23.77	45.72	0.91
19075.195313	-23.77	45.72	0.69
19078.125000	-23.77	45.72	0.90
19081.054688	-23.78	45.72	0.87
19083.984375	-23.78	45.72	0.81
19086.914063	-23.78	45.72	0.17
19089.843750	-23.78	45.72	0.39
19092.773438	-23.79	45.72	0.62
19095.703125	-23.79	45.72	0.19
19098.632813	-23.79	45.72	0.48
19101.562500	-23.80	45.72	0.31
19104.492188	-23.80	45.72	0.03
19107.421875	-23.80	45.72	0.69
19110.351563	-23.80	45.72	0.51
19113.281250	-23.81	45.72	0.56
19116.210938	-23.81	45.72	0.64
19119.140625	-23.81	45.72	0.49
19122.070313	-23.81	45.71	0.26
19125.000000	-23.81	45.71	0.55
19127.929688	-23.82	45.71	0.15
19130.859375	-23.82	45.71	0.25
19133.789063	-23.82	45.72	0.26
19136.718750	-23.82	45.72	0.50
19139.648438	-23.83	45.72	0.70
19142.578125	-23.83	45.72	0.81
19145.507813	-23.83	45.72	0.86
19148.437500	-23.83	45.72	0.72
19151.367188	-23.84	45.73	0.25
19154.296875	-23.84	45.73	0.56
19157.226563	-23.84	45.73	0.41
19160.156250	-23.84	45.73	0.56
19163.085938	-23.84	45.74	0.57
19166.015625	-23.85	45.74	0.72
19168.945313	-23.85	45.74	0.37
19171.875000	-23.85	45.75	0.32
19174.804688	-23.85	45.75	0.55
19177.734375	-23.85	45.76	0.64
19180.664063	-23.86	45.77	0.80
19183.593750	-23.86	45.77	0.92
19186.523438	-23.86	45.78	0.75
19189.453125	-23.86	45.79	0.87
19192.382813	-23.87	45.80	0.70
19195.312500	-23.87	45.80	0.72
19198.242188	-23.87	45.81	0.68
19201.171875	-23.87	45.82	0.73
19204.101563	-23.87	45.83	0.75
19207.031250	-23.88	45.85	0.57
19209.960938	-23.88	45.86	0.21
19212.890625	-23.88	45.88	0.52
19215.820313	-23.88	45.89	0.13
19218.750000	-23.89	45.91	0.68
19221.679688	-23.89	45.93	0.72
19224.609375	-23.89	45.94	0.77
19227.539063	-23.89	45.96	0.70
19230.468750	-23.89	45.98	0.73
19233.398438	-23.90	46.00	0.61
19236.328125	-23.90	46.02	0.69
19239.257813	-23.90	46.05	0.83
19242.187500	-23.90	46.07	0.85
19245.117188	-23.91	46.10	0.84
19248.046875	-23.91	46.13	0.94
19250.976563	-23.91	46.16	0.75
19253.906250	-23.91	46.19	0.92
19256.835938	-23.92	46.22	0.87
19259.765625	-23.92	46.26	0.82
19262.695313	-23.92	46.29	0.90
19265.625000	-23.92	46.33	0.93
19268.554688	-23.93	46.36	0.83
19271.484375	-23.93	46.40	0.64
19274.414063	-23.93	46.43	0.65
19277.343750	-23.93	46.46	0.61
19280.273438	-23.93	46.49	0.70
19283.203125	-23.94	46.53	0.70
19286.132813	-23.94	46.56	0.69
19289.062500	-23.94	46.60	0.66
19291.992188	-23.94	46.63	0.39
19294.921875	-23.95	46.67	0.47
19297.851563	-23.95	46.70	0.44
19300.781250	-23.95	46.74	0.60
19303.710938	-23.95	46.77	0.84
19306.640625	-23.96	46.81	0.77
19309.570313	-23.96	46.85	0.58
19312.500000	-23.96	46.89	0.69
19315.429688	-23.96	46.93	0.64
19318.359375	-23.97	46.98	0.62
19321.289063	-23.97	47.02	0.76
19324.218750	-23.97	47.07	0.16
19327.148438	-23.97	47.12	0.68
19330.078125	-23.98	47.17	0.50
19333.007813	-23.98	47.22	0.58
19335.937500	-23.98	47.27	0.44
19338.867188	-23.99	47.32	0.53
19341.796875	-23.99	47.37	0.49
19344.726563	-23.99	47.41	0.74
19347.656250	-23.99	47.46	0.83
19350.585938	-24.00	47.50	0.89
19353.515625	-24.00	47.54	0.84
19356.445313	-24.00	47.59	0.49
19359.375000	-24.00	47.64	0.24
19362.304688	-24.01	47.68	0.47
19365.234375	-24.01	47.72	0.13
19368.164063	-24.01	47.77	0.14
19371.093750	-24.01	47.81	0.17
19374.023438	-24.02	47.85	0.62
19376.953125	-24.02	47.90	0.58
19379.882813	-24.02	47.94	0.53
19382.812500	-24.02	47.98	0.77
19385.742188	-24.03	48.02	1.00
19388.671875	-24.03	48.06	0.15
19391.601563	-24.03	48.10	0.74
19394.531250	-24.03	48.14	0.45
19397.460938	-24.04	48.18	0.71
19400.390625	-24.04	48.22	0.35
19403.320313	-24.04	48.26	0.75
19406.250000	-24.05	48.30	0.89
19409.179688	-24.05	48.35	0.88
19412.109375	-24.05	48.40	0.87
19415.039063	-24.05	48.44	0.85
19417.968750	-24.06	48.48	0.75
19420.898438	-24.06	48.52	0.87
19423.828125	-24.06	48.56	0.94
19426.757813	-24.06	48.61	0.70
19429.687500	-24.07	48.65	0.90
19432.617188	-24.07	48.69	0.75
19435.546875	-24.07	48.73	0.88
19438.476563	-24.08	48.77	0.93
19441.406250	-24.08	48.80	0.80
19444.335938	-24.08	48.84	0.49
19447.265625	-24.08	48.87	0.52
19450.195313	-24.09	48.91	0.75
19453.125000	-24.09	48.94	0.29
19456.054688	-24.09	48.98	0.76
19458.984375	-24.09	49.01	0.99
19461.914063	-24.10	49.05	0.60
19464.843750	-24.10	49.08	0.98
19467.773438	-24.10	49.11	1.00
19470.703125	-24.11	49.13	0.97
19473.632813	-24.11	49.14	0.87
19476.562500	-24.11	49.16	0.80
19479.492188	-24.11	49.17	0.84
19482.421875	-24.12	49.19	0.67
19485.351563	-24.12	49.20	0.63
19488.281250	-24.12	49.21	0.54
19491.210938	-24.13	49.23	0.65
19494.140625	-24.13	49.24	0.59
19497.070313	-24.13	49.26	0.77
19500.000000	-24.13	49.27	0.39
19502.929688	-24.14	49.29	0.45
19505.859375	-24.14	49.30	0.64
19508.789063	-24.14	49.32	0.66
19511.718750	-24.15	49.33	0.68
19514.648438	-24.15	49.35	0.64
19517.578125	-24.15	49.37	0.73
19520.507813	-24.15	49.38	0.59
19523.437500	-24.16	49.40	0.37
19526.367188	-24.16	49.42	0.39
19529.296875	-24.16	49.43	0.51
19532.226563	-24.17	49.45	0.95
19535.156250	-24.17	49.47	0.98
19538.085938	-24.17	49.49	0.99
19541.015625	-24.17	49.51	0.51
19543.945313	-24.18	49.53	0.71
19546.875000	-24.18	49.55	0.68
19549.804688	-24.18	49.57	0.95
19552.734375	-24.19	49.58	0.89
19555.664063	-24.19	49.59	0.99
19558.593750	-24.19	49.60	0.66
19561.523438	-24.19	49.60	0.87
19564.453125	-24.20	49.62	0.82
19567.382813	-24.20	49.63	0.62
19570.312500	-24.20	49.64	0.53
19573.242188	-24.21	49.66	0.51
19576.171875	-24.21	49.68	0.86
19579.101563	-24.21	49.69	0.76
19582.031250	-24.21	49.71	0.87
19584.960938	-24.22	49.72	0.45
19587.890625	-24.22	49.73	0.34
19590.820313	-24.22	49.74	0.59
19593.750000	-24.23	49.75	0.71
19596.679688	-24.23	49.76	0.83
19599.609375	-24.23	49.77	0.77
19602.539063	-24.24	49.78	0.34
19605.468750	-24.24	49.79	0.17
19608.398438	-24.24	49.80	0.34
19611.328125	-24.24	49.82	0.31
19614.257813	-24.25	49.83	0.29
19617.187500	-24.25	49.84	0.66
19620.117188	-24.25	49.85	0.59
19623.046875	-24.26	49.86	0.39
19625.976563	-24.26	49.87	0.07
19628.906250	-24.26	49.88	0.44
19631.835938	-24.27	49.88	0.46
19634.765625	-24.27	49.89	0.73
19637.695313	-24.27	49.90	0.99
19640.625000	-24.27	49.90	0.87
19643.554688	-24.28	49.91	0.94
19646.484375	-24.28	49.93	0.81
19649.414063	-24.28	49.94	0.68
19652.343750	-24.29	49.95	0.99
19655.273438	1234.57	45.00	1.00
19658.203125	-24.29	49.96	0.81
19661.132813	-24.30	49.97	0.52
19664.062500	-24.30	49.98	0.94
19666.992188	-24.30	49.99	0.97
19669.921875	-24.30	49.99	0.90
19672.851563	-24.31	50.00	0.88
19675.781250	-24.31	50.01	0.94
19678.710938	-24.31	50.01	0.76
19681.640625	-24.32	50.01	0.81
19684.570313	-24.32	50.01	0.89
19687.500000	-24.32	50.00	0.73
19690.429688	-24.33	50.00	0.25
19693.359375	-24.33	49.99	0.73
19696.289063	-24.33	49.98	0.79
19699.218750	-24.34	49.96	0.61
19702.148438	-24.34	49.94	0.92
19705.078125	-24.34	49.92	0.66
19708.007813	-24.35	49.91	0.82
19710.937500	-24.35	49.88	0.55
19713.867188	-24.35	49.86	0.73
19716.796875	-24.36	49.83	0.86
19719.726563	-24.36	49.80	0.64
19722.656250	-24.36	49.77	0.69
19725.585938	-24.37	49.74	0.65
19728.515625	-24.37	49.71	0.26
19731.445313	-24.37	49.68	0.41
19734.375000	-24.38	49.64	0.53
19737.304688	-24.38	49.61	0.60
19740.234375	-24.38	49.57	0.64
19743.164063	-24.39	49.54	0.62
19746.093750	-24.39	49.50	0.66
19749.023438	-24.39	49.47	0.60
19751.953125	-24.40	49.43	0.68
19754.882813	-24.40	49.40	0.44
19757.812500	-24.40	49.36	0.77
19760.742188	-24.41	49.32	0.69
19763.671875	-24.41	49.28	0.72
19766.601563	-24.41	49.24	0.66
19769.531250	-24.42	49.20	0.72
19772.460938	-24.42	49.16	0.82
19775.390625	-24.43	49.12	0.66
19778.320313	-24.43	49.07	0.89
19781.250000	-24.43	49.02	0.81
19784.179688	-24.44	48.97	0.58
19787.109375	-24.44	48.92	1.00
19790.039063	-24.44	48.87	0.75
19792.968750	-24.45	48.81	0.71
19795.898438	-24.45	48.76	0.86
19798.828125	-24.45	48.71	0.90
19801.757813	-24.46	48.66	0.59
19804.687500	-24.46	48.61	0.63
19807.617188	-24.46	48.55	0.46
19810.546875	-24.47	48.50	0.62
19813.476563	-24.47	48.44	0.92
19816.406250	-24.47	48.38	0.98
19819.335938	-24.48	48.32	0.83
19822.265625	-24.48	48.26	0.54
19825.195313	-24.49	48.21	0.60
19828.125000	-24.49	48.15	0.85
19831.054688	-24.49	48.10	0.75
19833.984375	-24.50	48.05	0.86
19836.914063	-24.50	47.99	0.74
19839.843750	-24.50	47.94	0.99
19842.773438	-24.51	47.89	0.92
19845.703125	-24.51	47.83	0.76
19848.632813	-24.52	47.78	1.00
19851.562500	-24.52	47.73	1.00
19854.492188	-24.52	47.67	0.99
19857.421875	-24.53	47.62	0.83
19860.351563	-24.53	47.57	0.89
19863.281250	-24.54	47.52	0.89
19866.210938	-24.54	47.46	0.88
19869.140625	-24.55	47.40	0.75
19872.070313	-24.55	47.34	0.78
19875.000000	-24.55	47.28	0.81
19877.929688	-24.56	47.21	0.38
19880.859375	-24.56	47.15	0.35
19883.789063	-24.57	47.09	0.48
19886.718750	-24.57	47.02	0.76
19889.648438	-24.57	46.96	0.58
19892.578125	-24.58	46.90	1.00
19895.507813	-24.58	46.84	0.61
19898.437500	-24.59	46.78	0.74
19901.367188	-24.59	46.72	0.66
19904.296875	-24.59	46.66	0.44
19907.226563	-24.60	46.59	0.77
19910.156250	-24.60	46.53	0.90
19913.085938	-24.61	46.47	0.73
19916.015625	-24.61	46.41	0.98
19918.945313	-24.61	46.35	0.83
19921.875000	-24.62	46.28	0.77
19924.804688	-24.62	46.21	0.52
19927.734375	-24.63	46.14	0.73
19930.664063	-24.63	46.07	0.85
19933.593750	-24.63	46.01	0.89
19936.523438	-24.64	45.94	0.58
19939.453125	-24.64	45.87	0.96
19942.382813	-24.65	45.80	0.95
19945.312500	-24.65	45.74	0.97
19948.242188	-24.66	45.67	0.94
19951.171875	-24.66	45.61	0.70
19954.101563	-24.66	45.55	0.49
19957.031250	-24.67	45.49	1.00
19959.960938	1234.57	45.00	1.00
19962.890625	1234.57	45.00	1.00
19965.820313	-24.68	45.31	0.89
19968.750000	-24.69	45.27	0.67
19971.679688	-24.69	45.24	0.80
19974.609375	-24.69	45.20	0.75
19977.539063	-24.70	45.16	0.99
19980.468750	-24.70	45.11	0.85
19983.398438	-24.71	45.07	0.45
19986.328125	-24.71	45.03	0.22
19989.257813	-24.72	44.98	0.19
19992.187500	-24.72	44.93	0.67
19995.117188	-24.73	44.89	0.90
19998.046875	-24.73	44.84	0.85
20000.976563	-24.73	44.79	0.86
20003.906250	-24.74	44.74	0.84
20006.835938	-24.74	44.68	0.86
20009.765625	-24.75	44.63	0.84
20012.695313	-24.75	44.57	0.85
20015.625000	-24.76	44.51	0.72
20018.554688	-24.76	44.45	0.80
20021.484375	-24.77	44.38	0.81
20024.414063	-24.77	44.31	0.64
20027.343750	-24.78	44.24	0.51
20030.273438	-24.78	44.17	0.58
20033.203125	-24.78	44.09	0.80
20036.132813	-24.79	44.01	0.47
20039.062500	-24.79	43.93	0.67
20041.992188	-24.80	43.84	0.69
20044.921875	-24.80	43.76	0.65
20047.851563	-24.81	43.68	0.48
20050.781250	-24.81	43.60	0.61
20053.710938	-24.82	43.52	0.69
20056.640625	-24.82	43.43	0.23
20059.570313	-24.83	43.35	0.92
20062.500000	-24.83	43.27	0.99
20065.429688	-24.84	43.18	0.36
