	SM57_PROX_20_BASS_REFLEX_CON_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
18788.085938	-23.71	49.30	0.24
18791.015625	-23.71	49.23	0.56
18793.945313	-23.71	49.16	0.89
18796.875000	-23.71	49.09	0.74
18799.804688	-23.71	49.02	0.76
18802.734375	-23.71	48.95	0.96
18805.664063	-23.71	48.88	0.82
18808.593750	-23.71	48.81	0.76
18811.523438	-23.71	48.73	0.56
18814.453125	-23.71	48.66	0.37
18817.382813	-23.71	48.58	0.39
18820.312500	-23.72	48.51	0.52
18823.242188	-23.72	48.43	0.96
18826.171875	-23.72	48.36	1.00
18829.101563	-23.72	48.30	0.08
18832.031250	-23.72	48.23	0.38
18834.960938	-23.72	48.17	0.51
18837.890625	-23.72	48.10	0.53
18840.820313	-23.72	48.04	0.32
18843.750000	-23.72	47.98	0.17
18846.679688	-23.72	47.91	0.06
18849.609375	-23.72	47.85	0.96
18852.539063	-23.72	47.79	0.99
18855.468750	-23.72	47.74	0.94
18858.398438	-23.72	47.69	0.43
18861.328125	-23.73	47.65	0.23
18864.257813	-23.73	47.60	0.76
18867.187500	-23.73	47.56	0.32
18870.117188	-23.73	47.52	0.22
18873.046875	-23.73	47.47	0.80
18875.976563	-23.73	47.43	0.67
18878.906250	-23.73	47.40	0.41
18881.835938	-23.73	47.36	0.88
18884.765625	-23.73	47.32	0.07
18887.695313	-23.73	47.29	0.76
18890.625000	-23.73	47.25	0.74
18893.554688	-23.73	47.21	0.89
18896.484375	-23.73	47.17	0.65
18899.414063	-23.73	47.14	0.76
18902.343750	-23.73	47.10	0.83
18905.273438	-23.73	47.05	0.48
18908.203125	-23.73	47.01	0.78
18911.132813	-23.73	46.97	0.72
18914.062500	-23.73	46.93	0.70
18916.992188	-23.73	46.90	0.17
18919.921875	-23.73	46.86	0.64
18922.851563	-23.73	46.83	0.71
18925.781250	-23.73	46.79	0.80
18928.710938	-23.73	46.75	0.70
18931.640625	-23.73	46.70	0.52
18934.570313	-23.73	46.66	0.87
18937.500000	-23.73	46.62	0.21
18940.429688	-23.73	46.58	0.50
18943.359375	-23.73	46.55	0.21
18946.289063	-23.73	46.51	0.64
18949.218750	-23.74	46.47	0.37
18952.148438	-23.74	46.44	0.40
18955.078125	-23.74	46.40	0.23
18958.007813	-23.74	46.37	0.59
18960.937500	-23.74	46.33	0.80
18963.867188	-23.74	46.30	1.00
18966.796875	-23.74	46.27	0.84
18969.726563	-23.74	46.24	0.46
18972.656250	-23.74	46.21	0.61
18975.585938	-23.74	46.18	0.87
18978.515625	-23.74	46.16	0.76
18981.445313	-23.74	46.13	0.68
18984.375000	-23.74	46.11	0.84
18987.304688	-23.74	46.09	0.51
18990.234375	-23.74	46.07	0.29
18993.164063	-23.74	46.05	0.43
18996.093750	-23.74	46.03	0.41
18999.023438	-23.74	46.01	0.28
19001.953125	-23.74	45.99	0.31
19004.882813	-23.74	45.98	0.13
19007.812500	-23.74	45.96	0.44
19010.742188	-23.74	45.94	0.52
19013.671875	-23.74	45.92	0.21
19016.601563	-23.74	45.90	0.59
19019.531250	-23.74	45.89	0.47
19022.460938	-23.74	45.87	0.56
19025.390625	-23.74	45.86	0.59
19028.320313	-23.74	45.84	0.39
19031.250000	-23.74	45.83	0.31
19034.179688	-23.74	45.82	0.34
19037.109375	-23.74	45.81	0.50
19040.039063	-23.74	45.80	0.61
19042.968750	-23.74	45.79	0.43
19045.898438	-23.74	45.78	0.26
19048.828125	-23.74	45.76	0.75
19051.757813	-23.74	45.75	0.45
19054.687500	-23.74	45.74	0.80
19057.617188	-23.74	45.73	0.78
19060.546875	-23.74	45.73	0.49
19063.476563	-23.74	45.73	0.48
19066.406250	-23.74	45.72	0.52
19069.335938	-23.74	45.72	0.71
19072.265625	-23.74	45.72	0.91
19075.195313	-23.74	45.72	0.69
19078.125000	-23.74	45.71	0.90
19081.054688	-23.75	45.71	0.87
19083.984375	-23.75	45.72	0.81
19086.914063	-23.75	45.72	0.17
19089.843750	-23.75	45.72	0.39
19092.773438	-23.75	45.72	0.62
19095.703125	-23.75	45.72	0.19
19098.632813	-23.75	45.72	0.48
19101.562500	-23.75	45.72	0.31
19104.492188	-23.75	45.71	0.03
19107.421875	-23.75	45.71	0.69
19110.351563	-23.75	45.71	0.51
19113.281250	-23.75	45.71	0.56
19116.210938	-23.75	45.71	0.64
19119.140625	-23.75	45.71	0.49
19122.070313	-23.75	45.71	0.26
19125.000000	-23.74	45.71	0.55
19127.929688	-23.74	45.71	0.15
19130.859375	-23.74	45.71	0.25
19133.789063	-23.74	45.71	0.26
19136.718750	-23.74	45.71	0.50
19139.648438	-23.74	45.71	0.70
19142.578125	-23.74	45.71	0.81
19145.507813	-23.74	45.72	0.86
19148.437500	-23.74	45.72	0.72
19151.367188	-23.74	45.72	0.25
19154.296875	-23.73	45.73	0.56
19157.226563	-23.73	45.73	0.41
19160.156250	-23.73	45.73	0.56
19163.085938	-23.73	45.73	0.57
19166.015625	-23.73	45.74	0.72
19168.945313	-23.73	45.74	0.37
19171.875000	-23.73	45.74	0.32
19174.804688	-23.73	45.75	0.55
19177.734375	-23.72	45.75	0.64
19180.664063	-23.72	45.76	0.80
19183.593750	-23.72	45.77	0.92
19186.523438	-23.72	45.78	0.75
19189.453125	-23.72	45.79	0.87
19192.382813	-23.72	45.79	0.70
19195.312500	-23.72	45.80	0.72
19198.242188	-23.71	45.81	0.68
19201.171875	-23.71	45.82	0.73
19204.101563	-23.71	45.83	0.75
19207.031250	-23.71	45.84	0.57
19209.960938	-23.71	45.86	0.21
19212.890625	-23.71	45.88	0.52
19215.820313	-23.71	45.89	0.13
19218.750000	-23.70	45.91	0.68
19221.679688	-23.70	45.93	0.72
19224.609375	-23.70	45.94	0.77
19227.539063	-23.70	45.96	0.70
19230.468750	-23.70	45.98	0.73
19233.398438	-23.70	46.00	0.61
19236.328125	-23.70	46.02	0.69
19239.257813	-23.70	46.04	0.83
19242.187500	-23.70	46.07	0.85
19245.117188	-23.70	46.10	0.84
19248.046875	-23.69	46.13	0.94
19250.976563	-23.69	46.16	0.75
19253.906250	-23.69	46.19	0.92
19256.835938	-23.69	46.22	0.87
19259.765625	-23.69	46.26	0.82
19262.695313	-23.69	46.29	0.90
19265.625000	-23.69	46.32	0.93
19268.554688	-23.69	46.36	0.83
19271.484375	-23.69	46.39	0.64
19274.414063	-23.69	46.43	0.65
19277.343750	-23.69	46.46	0.61
19280.273438	-23.69	46.49	0.70
19283.203125	-23.69	46.52	0.70
19286.132813	-23.69	46.56	0.69
19289.062500	-23.69	46.59	0.66
19291.992188	-23.69	46.63	0.39
19294.921875	-23.69	46.67	0.47
19297.851563	-23.69	46.70	0.44
19300.781250	-23.69	46.74	0.60
19303.710938	-23.69	46.77	0.84
19306.640625	-23.69	46.81	0.77
19309.570313	-23.69	46.85	0.58
19312.500000	-23.69	46.89	0.69
19315.429688	-23.69	46.93	0.64
19318.359375	-23.69	46.97	0.62
19321.289063	-23.69	47.02	0.76
19324.218750	-23.69	47.07	0.16
19327.148438	-23.69	47.11	0.68
19330.078125	-23.69	47.16	0.50
19333.007813	-23.69	47.21	0.58
19335.937500	-23.69	47.26	0.44
19338.867188	-23.69	47.32	0.53
19341.796875	-23.69	47.37	0.49
19344.726563	-23.69	47.41	0.74
19347.656250	-23.69	47.46	0.83
19350.585938	-23.69	47.50	0.89
19353.515625	-23.69	47.54	0.84
19356.445313	-23.69	47.59	0.49
19359.375000	-23.69	47.63	0.24
19362.304688	-23.69	47.68	0.47
19365.234375	-23.69	47.72	0.13
19368.164063	-23.69	47.76	0.14
19371.093750	-23.69	47.81	0.17
19374.023438	-23.69	47.85	0.62
19376.953125	-23.69	47.89	0.58
19379.882813	-23.69	47.94	0.53
19382.812500	-23.69	47.98	0.77
19385.742188	-23.69	48.02	1.00
19388.671875	-23.69	48.06	0.15
19391.601563	-23.69	48.10	0.74
19394.531250	-23.69	48.14	0.45
19397.460938	-23.69	48.18	0.71
19400.390625	-23.69	48.22	0.35
19403.320313	-23.69	48.26	0.75
19406.250000	-23.69	48.30	0.89
19409.179688	-23.69	48.35	0.88
19412.109375	-23.69	48.39	0.87
19415.039063	-23.69	48.43	0.85
19417.968750	-23.69	48.48	0.75
19420.898438	-23.69	48.52	0.87
19423.828125	-23.69	48.56	0.94
19426.757813	-23.69	48.60	0.70
19429.687500	-23.69	48.65	0.90
19432.617188	-23.69	48.69	0.75
19435.546875	-23.69	48.73	0.88
19438.476563	-23.69	48.76	0.93
19441.406250	-23.69	48.80	0.80
19444.335938	-23.69	48.83	0.49
19447.265625	-23.69	48.87	0.52
19450.195313	-23.69	48.90	0.75
19453.125000	-23.69	48.94	0.29
19456.054688	-23.69	48.97	0.76
19458.984375	-23.69	49.01	0.99
19461.914063	-23.69	49.04	0.60
19464.843750	-23.69	49.07	0.98
19467.773438	-23.69	49.10	1.00
19470.703125	-23.69	49.12	0.97
19473.632813	-23.69	49.14	0.87
19476.562500	-23.70	49.15	0.80
19479.492188	-23.70	49.17	0.84
19482.421875	-23.70	49.18	0.67
19485.351563	-23.70	49.19	0.63
19488.281250	-23.70	49.21	0.54
19491.210938	-23.70	49.22	0.65
19494.140625	-23.70	49.24	0.59
19497.070313	-23.70	49.25	0.77
19500.000000	-23.70	49.27	0.39
19502.929688	-23.70	49.28	0.45
19505.859375	-23.70	49.30	0.64
19508.789063	-23.70	49.31	0.66
19511.718750	-23.71	49.33	0.68
19514.648438	-23.71	49.35	0.64
19517.578125	-23.71	49.36	0.73
19520.507813	-23.71	49.38	0.59
19523.437500	-23.71	49.40	0.37
19526.367188	-23.71	49.41	0.39
19529.296875	-23.71	49.43	0.51
19532.226563	-23.71	49.45	0.95
19535.156250	-23.71	49.47	0.98
19538.085938	-23.71	49.49	0.99
19541.015625	-23.71	49.51	0.51
19543.945313	-23.71	49.53	0.71
19546.875000	-23.71	49.55	0.68
19549.804688	-23.71	49.57	0.95
19552.734375	-23.71	49.58	0.89
19555.664063	-23.71	49.59	0.99
19558.593750	-23.71	49.59	0.66
19561.523438	-23.71	49.60	0.87
19564.453125	-23.71	49.61	0.82
19567.382813	-23.71	49.63	0.62
19570.312500	-23.71	49.64	0.53
19573.242188	-23.71	49.66	0.51
19576.171875	-23.71	49.68	0.86
19579.101563	-23.72	49.69	0.76
19582.031250	-23.72	49.71	0.87
19584.960938	-23.72	49.72	0.45
19587.890625	-23.72	49.73	0.34
19590.820313	-23.72	49.74	0.59
19593.750000	-23.72	49.75	0.71
19596.679688	-23.72	49.76	0.83
19599.609375	-23.72	49.77	0.77
19602.539063	-23.72	49.78	0.34
19605.468750	-23.72	49.79	0.17
19608.398438	-23.72	49.80	0.34
19611.328125	-23.72	49.81	0.31
19614.257813	-23.72	49.83	0.29
19617.187500	-23.73	49.84	0.66
19620.117188	-23.73	49.85	0.59
19623.046875	-23.73	49.86	0.39
19625.976563	-23.73	49.87	0.07
19628.906250	-23.73	49.87	0.44
19631.835938	-23.73	49.88	0.46
19634.765625	-23.73	49.89	0.73
19637.695313	-23.73	49.89	0.99
19640.625000	-23.73	49.90	0.87
19643.554688	-23.73	49.91	0.94
19646.484375	-23.73	49.92	0.81
19649.414063	-23.73	49.93	0.68
19652.343750	-23.73	49.94	0.99
19655.273438	1234.57	45.00	1.00
19658.203125	-23.73	49.96	0.81
19661.132813	-23.73	49.97	0.52
19664.062500	-23.73	49.98	0.94
19666.992188	-23.73	49.98	0.97
19669.921875	-23.74	49.99	0.90
19672.851563	-23.74	50.00	0.88
19675.781250	-23.74	50.01	0.94
19678.710938	-23.74	50.01	0.76
19681.640625	-23.74	50.01	0.81
19684.570313	-23.74	50.01	0.89
19687.500000	-23.74	50.00	0.73
19690.429688	-23.74	49.99	0.25
19693.359375	-23.75	49.99	0.73
19696.289063	-23.75	49.97	0.79
19699.218750	-23.75	49.96	0.61
19702.148438	-23.75	49.94	0.92
19705.078125	-23.75	49.92	0.66
19708.007813	-23.75	49.90	0.82
19710.937500	-23.75	49.88	0.55
19713.867188	-23.76	49.86	0.73
19716.796875	-23.76	49.83	0.86
19719.726563	-23.76	49.80	0.64
19722.656250	-23.76	49.77	0.69
19725.585938	-23.76	49.74	0.65
19728.515625	-23.77	49.71	0.26
19731.445313	-23.77	49.68	0.41
19734.375000	-23.77	49.64	0.53
19737.304688	-23.77	49.61	0.60
19740.234375	-23.77	49.57	0.64
19743.164063	-23.78	49.54	0.62
19746.093750	-23.78	49.50	0.66
19749.023438	-23.78	49.47	0.60
19751.953125	-23.78	49.43	0.68
19754.882813	-23.78	49.40	0.44
19757.812500	-23.79	49.36	0.77
19760.742188	-23.79	49.32	0.69
19763.671875	-23.79	49.28	0.72
19766.601563	-23.79	49.24	0.66
19769.531250	-23.79	49.20	0.72
19772.460938	-23.79	49.16	0.82
19775.390625	-23.80	49.12	0.66
19778.320313	-23.80	49.07	0.89
19781.250000	-23.80	49.02	0.81
19784.179688	-23.80	48.97	0.58
19787.109375	-23.80	48.92	1.00
19790.039063	-23.80	48.87	0.75
19792.968750	-23.81	48.81	0.71
19795.898438	-23.81	48.76	0.86
19798.828125	-23.81	48.71	0.90
19801.757813	-23.81	48.66	0.59
19804.687500	-23.81	48.61	0.63
19807.617188	-23.82	48.55	0.46
19810.546875	-23.82	48.50	0.62
19813.476563	-23.82	48.44	0.92
19816.406250	-23.82	48.38	0.98
19819.335938	-23.83	48.32	0.83
19822.265625	-23.83	48.27	0.54
19825.195313	-23.83	48.21	0.60
19828.125000	-23.83	48.15	0.85
19831.054688	-23.84	48.10	0.75
19833.984375	-23.84	48.05	0.86
19836.914063	-23.84	48.00	0.74
19839.843750	-23.85	47.94	0.99
19842.773438	-23.85	47.89	0.92
19845.703125	-23.85	47.84	0.76
19848.632813	-23.86	47.79	1.00
19851.562500	-23.86	47.73	1.00
19854.492188	-23.87	47.68	0.99
19857.421875	-23.87	47.63	0.83
19860.351563	-23.87	47.57	0.89
19863.281250	-23.88	47.52	0.89
19866.210938	-23.88	47.46	0.88
19869.140625	-23.89	47.41	0.75
19872.070313	-23.89	47.35	0.78
19875.000000	-23.89	47.28	0.81
19877.929688	-23.90	47.22	0.38
19880.859375	-23.90	47.16	0.35
19883.789063	-23.90	47.09	0.48
19886.718750	-23.91	47.03	0.76
19889.648438	-23.91	46.97	0.58
19892.578125	-23.91	46.91	1.00
19895.507813	-23.92	46.85	0.61
19898.437500	-23.92	46.78	0.74
19901.367188	-23.92	46.72	0.66
19904.296875	-23.93	46.66	0.44
19907.226563	-23.93	46.60	0.77
19910.156250	-23.93	46.54	0.90
19913.085938	-23.94	46.48	0.73
19916.015625	-23.94	46.42	0.98
19918.945313	-23.94	46.35	0.83
19921.875000	-23.95	46.29	0.77
19924.804688	-23.95	46.22	0.52
19927.734375	-23.95	46.15	0.73
19930.664063	-23.96	46.08	0.85
19933.593750	-23.96	46.02	0.89
19936.523438	-23.97	45.95	0.58
19939.453125	-23.97	45.88	0.96
19942.382813	-23.97	45.81	0.95
19945.312500	-23.98	45.75	0.97
19948.242188	-23.98	45.68	0.94
19951.171875	-23.99	45.62	0.70
19954.101563	-23.99	45.56	0.49
19957.031250	-23.99	45.50	1.00
19959.960938	1234.57	45.00	1.00
19962.890625	1234.57	45.00	1.00
19965.820313	-24.01	45.32	0.89
19968.750000	-24.01	45.28	0.67
19971.679688	-24.02	45.25	0.80
19974.609375	-24.02	45.21	0.75
19977.539063	-24.02	45.17	0.99
19980.468750	-24.03	45.13	0.85
19983.398438	-24.03	45.08	0.45
19986.328125	-24.04	45.04	0.22
19989.257813	-24.04	44.99	0.19
19992.187500	-24.05	44.95	0.67
19995.117188	-24.05	44.90	0.90
19998.046875	-24.06	44.85	0.85
20000.976563	-24.06	44.80	0.86
20003.906250	-24.07	44.75	0.84
20006.835938	-24.07	44.70	0.86
20009.765625	-24.08	44.64	0.84
20012.695313	-24.08	44.58	0.85
20015.625000	-24.09	44.52	0.72
20018.554688	-24.09	44.46	0.80
20021.484375	-24.10	44.40	0.81
20024.414063	-24.10	44.33	0.64
20027.343750	-24.11	44.26	0.51
20030.273438	-24.11	44.18	0.58
20033.203125	-24.12	44.11	0.80
20036.132813	-24.12	44.03	0.47
20039.062500	-24.13	43.94	0.67
20041.992188	-24.13	43.86	0.69
20044.921875	-24.14	43.78	0.65
20047.851563	-24.14	43.70	0.48
20050.781250	-24.15	43.62	0.61
20053.710938	-24.16	43.54	0.69
20056.640625	-24.16	43.45	0.23
20059.570313	-24.16	43.37	0.92
20062.500000	-24.17	43.29	0.99
20065.429688	-24.17	43.20	0.36
20068.359375	-24.18	43.11	0.16
20071.289063	-24.18	43.02	0.38
20074.218750	-24.19	42.94	0.49
20077.148438	-24.19	42.85	0.42
20080.078125	-24.19	42.76	0.74
20083.007813	-24.20	42.66	0.97
20085.937500	-24.20	42.57	0.65
20088.867188	-24.21	42.47	0.71
20091.796875	-24.21	42.38	0.85
20094.726563	-24.22	42.28	0.92
20097.656250	-24.22	42.19	0.55
20100.585938	-24.22	42.09	0.08
20103.515625	-24.23	41.99	0.39
20106.445313	-24.23	41.90	0.66
20109.375000	-24.24	41.81	0.78
20112.304688	-24.24	41.71	0.67
20115.234375	-24.25	41.63	1.00
20118.164063	-24.25	41.54	1.00
20121.093750	-24.25	41.46	0.83
20124.023438	-24.26	41.39	0.95
20126.953125	-24.26	41.31	0.98
20129.882813	-24.27	41.23	0.89
20132.812500	-24.27	41.16	1.00
20135.742188	-24.28	41.07	0.98
20138.671875	-24.28	40.99	0.62
20141.601563	-24.29	40.90	0.61
20144.531250	-24.29	40.82	0.71
20147.460938	-24.30	40.73	0.63
20150.390625	-24.30	40.64	0.65
20153.320313	-24.31	40.55	0.85
20156.250000	-24.31	40.46	0.64
20159.179688	-24.32	40.37	0.35
20162.109375	-24.32	40.29	0.16
20165.039063	-24.33	40.20	0.66
20167.968750	-24.33	40.12	0.75
20170.898438	-24.34	40.03	1.00
20173.828125	-24.34	39.94	0.87
20176.757813	-24.35	39.85	0.78
20179.687500	-24.35	39.77	0.51
20182.617188	-24.36	39.68	0.55
20185.546875	-24.36	39.59	0.85
20188.476563	-24.37	39.51	0.57
20191.406250	-24.37	39.42	0.63
20194.335938	-24.38	39.33	0.68
20197.265625	-24.38	39.24	0.58
20200.195313	-24.39	39.16	0.36
20203.125000	1234.57	45.00	1.00
20206.054688	-24.40	38.98	0.71
20208.984375	-24.40	38.89	0.69
20211.914063	-24.41	38.79	0.63
20214.843750	-24.41	38.69	0.78
20217.773438	1234.57	45.00	1.00
20220.703125	-24.43	38.48	1.00
20223.632813	-24.43	38.35	1.00
20226.562500	-24.44	38.23	0.74
20229.492188	-24.45	38.10	0.96
20232.421875	-24.45	37.96	0.99
20235.351563	-24.46	37.83	0.41
20238.281250	-24.46	37.69	0.71
20241.210938	-24.47	37.54	0.47
20244.140625	-24.48	37.40	0.70
20247.070313	-24.48	37.25	0.52
20250.000000	-24.49	37.11	0.81
20252.929688	-24.50	36.96	0.57
20255.859375	-24.50	36.81	0.66
20258.789063	-24.51	36.65	0.76
20261.718750	-24.52	36.50	0.87
20264.648438	-24.52	36.34	0.83
20267.578125	-24.53	36.18	0.51
20270.507813	-24.54	36.02	0.76
20273.437500	-24.54	35.86	0.56
20276.367188	-24.55	35.70	0.46
20279.296875	-24.56	35.54	0.43
20282.226563	-24.56	35.38	0.23
20285.156250	-24.57	35.23	0.29
20288.085938	-24.58	35.07	0.29
20291.015625	-24.58	34.91	0.35
20293.945313	-24.59	34.75	0.48
20296.875000	-24.59	34.59	0.28
20299.804688	-24.60	34.43	0.53
20302.734375	-24.61	34.27	0.54
20305.664063	-24.61	34.11	0.76
20308.593750	-24.62	33.95	0.66
20311.523438	-24.63	33.79	0.81
20314.453125	-24.63	33.63	0.97
20317.382813	-24.64	33.47	0.67
20320.312500	-24.65	33.32	0.53
20323.242188	-24.65	33.17	0.72
20326.171875	-24.66	33.02	0.71
20329.101563	-24.67	32.86	0.50
20332.031250	-24.67	32.71	0.30
20334.960938	-24.68	32.56	0.41
20337.890625	-24.69	32.40	0.40
20340.820313	-24.69	32.24	0.48
20343.750000	-24.70	32.08	0.53
20346.679688	-24.71	31.92	0.81
20349.609375	-24.71	31.76	0.91
20352.539063	-24.72	31.59	0.80
20355.468750	-24.73	31.42	0.45
20358.398438	-24.74	31.25	0.43
20361.328125	-24.74	31.08	0.99
20364.257813	-24.75	30.91	0.74
20367.187500	-24.76	30.74	0.54
20370.117188	-24.77	30.57	0.65
20373.046875	-24.77	30.40	0.67
20375.976563	-24.78	30.23	0.51
20378.906250	-24.79	30.06	0.89
20381.835938	-24.79	29.89	0.57
20384.765625	-24.80	29.72	0.63
20387.695313	-24.81	29.55	0.57
20390.625000	-24.82	29.37	0.61
20393.554688	-24.82	29.18	1.00
20396.484375	-24.83	29.00	0.35
20399.414063	-24.84	28.81	0.25
20402.343750	-24.85	28.62	0.79
20405.273438	-24.85	28.44	0.13
20408.203125	-24.86	28.25	0.50
20411.132813	-24.87	28.06	0.51
20414.062500	-24.88	27.87	0.50
20416.992188	-24.88	27.68	0.72
20419.921875	-24.89	27.49	0.85
20422.851563	-24.90	27.30	0.61
20425.781250	-24.91	27.12	0.80
20428.710938	-24.91	26.93	0.58
20431.640625	-24.92	26.74	0.38
20434.570313	-24.93	26.55	0.53
20437.500000	-24.94	26.36	0.55
20440.429688	-24.94	26.16	0.49
20443.359375	1234.57	45.00	1.00
20446.289063	1234.57	45.00	1.00
20449.218750	1234.57	45.00	1.00
20452.148438	-24.97	25.35	1.00
20455.078125	-24.98	25.13	0.45
20458.007813	-24.99	24.91	0.55
20460.937500	-24.99	24.69	0.79
20463.867188	-25.00	24.47	0.99
20466.796875	-25.01	24.26	0.82
20469.726563	-25.02	24.05	0.90
20472.656250	-25.02	23.84	0.99
20475.585938	-25.03	23.64	0.96
20478.515625	-25.04	23.43	0.25
20481.445313	-25.05	23.23	0.93
20484.375000	-25.05	23.03	0.75
20487.304688	-25.06	22.82	0.87
20490.234375	-25.07	22.63	0.63
20493.164063	-25.08	22.43	0.68
20496.093750	-25.08	22.22	0.70
20499.023438	-25.09	22.02	0.72
20501.953125	-25.10	21.82	0.37
20504.882813	-25.11	21.62	0.31
20507.812500	-25.11	21.41	0.56
20510.742188	-25.12	21.21	0.53
20513.671875	-25.13	21.00	0.26
20516.601563	-25.14	20.80	0.37
20519.531250	-25.14	20.59	0.46
20522.460938	-25.15	20.38	0.49
20525.390625	-25.16	20.17	0.99
20528.320313	-25.16	19.96	0.77
20531.250000	-25.17	19.74	0.97
20534.179688	-25.18	19.53	0.98
20537.109375	-25.18	19.32	0.98
20540.039063	-25.19	19.11	1.00
20542.968750	1234.57	45.00	1.00
20545.898438	1234.57	45.00	1.00
20548.828125	1234.57	45.00	1.00
20551.757813	-25.21	18.27	0.98
20554.687500	-25.22	18.09	0.67
20557.617188	1234.57	45.00	1.00
20560.546875	-25.23	17.71	0.38
20563.476563	-25.24	17.53	0.44
20566.406250	-25.25	17.35	0.45
20569.335938	-25.25	17.17	0.79
20572.265625	-25.26	17.00	0.50
20575.195313	-25.27	16.82	0.80
20578.125000	-25.27	16.65	0.50
20581.054688	-25.28	16.48	0.40
20583.984375	-25.29	16.31	0.62
20586.914063	-25.29	16.15	0.73
20589.843750	-25.30	15.98	0.89
20592.773438	-25.31	15.81	0.86
20595.703125	-25.31	15.65	0.54
20598.632813	-25.32	15.49	0.60
20601.562500	-25.33	15.33	0.54
20604.492188	-25.33	15.17	0.28
20607.421875	-25.34	15.01	0.63
20610.351563	-25.35	14.85	0.49
20613.281250	-25.35	14.70	0.70
20616.210938	-25.36	14.54	0.83
20619.140625	-25.37	14.39	0.89
20622.070313	-25.37	14.24	1.00
20625.000000	-25.38	14.10	0.25
20627.929688	-25.39	13.95	0.45
20630.859375	-25.39	13.80	0.42
20633.789063	-25.40	13.65	0.22
20636.718750	-25.40	13.51	0.31
20639.648438	-25.41	13.36	0.16
20642.578125	-25.42	13.21	0.78
20645.507813	-25.42	13.06	0.87
20648.437500	-25.43	12.91	0.63
20651.367188	-25.44	12.75	0.89
20654.296875	-25.44	12.60	0.92
20657.226563	-25.45	12.44	1.00
20660.156250	-25.46	12.28	0.99
20663.085938	-25.46	12.12	0.28
20666.015625	-25.47	11.96	0.61
20668.945313	-25.48	11.79	0.30
20671.875000	-25.48	11.63	0.15
20674.804688	-25.49	11.46	0.71
20677.734375	-25.49	11.29	0.96
20680.664063	-25.50	11.12	0.98
20683.593750	-25.51	10.95	0.83
20686.523438	-25.51	10.78	0.52
20689.453125	-25.52	10.62	0.81
20692.382813	-25.53	10.45	0.83
20695.312500	-25.53	10.28	0.73
20698.242188	-25.54	10.10	0.58
20701.171875	-25.55	9.93	0.57
20704.101563	-25.55	9.75	0.50
20707.031250	-25.56	9.58	0.21
20709.960938	-25.57	9.41	0.40
20712.890625	-25.58	9.24	0.47
20715.820313	-25.58	9.07	0.33
20718.750000	-25.59	8.90	0.50
20721.679688	-25.60	8.73	0.77
20724.609375	-25.60	8.56	0.62
20727.539063	-25.61	8.39	0.71
20730.468750	-25.62	8.23	0.30
20733.398438	-25.62	8.06	0.73
20736.328125	-25.63	7.89	0.92
20739.257813	-25.64	7.73	0.70
20742.187500	-25.64	7.57	0.78
20745.117188	-25.65	7.41	1.00
20748.046875	-25.66	7.25	0.50
20750.976563	-25.66	7.09	0.94
20753.906250	-25.67	6.93	0.75
20756.835938	-25.68	6.78	0.55
20759.765625	-25.68	6.62	0.33
20762.695313	-25.69	6.46	0.42
20765.625000	-25.70	6.31	0.38
20768.554688	-25.70	6.15	0.22
20771.484375	-25.71	5.98	0.28
20774.414063	-25.72	5.82	1.00
20777.343750	1234.57	45.00	1.00
20780.273438	-25.73	5.50	0.90
20783.203125	-25.74	5.35	0.51
20786.132813	-25.75	5.21	0.32
20789.062500	-25.75	5.06	0.48
20791.992188	-25.76	4.91	0.99
20794.921875	-25.77	4.75	0.96
20797.851563	-25.78	4.59	1.00
20800.781250	-25.78	4.42	0.89
20803.710938	-25.79	4.26	0.86
20806.640625	-25.80	4.09	0.96
20809.570313	-25.81	3.93	0.99
20812.500000	-25.81	3.77	0.84
20815.429688	-25.82	3.62	0.86
20818.359375	-25.83	3.47	0.95
20821.289063	-25.83	3.32	0.79
20824.218750	-25.84	3.17	0.82
20827.148438	-25.85	3.03	0.97
20830.078125	-25.86	2.88	0.25
20833.007813	-25.86	2.74	0.69
20835.937500	-25.87	2.60	0.58
20838.867188	-25.88	2.45	0.49
20841.796875	-25.88	2.31	0.49
20844.726563	-25.89	2.16	0.78
20847.656250	-25.90	2.01	1.00
20850.585938	-25.91	1.87	0.34
20853.515625	-25.91	1.74	0.19
20856.445313	-25.92	1.60	0.49
20859.375000	-25.93	1.45	0.41
20862.304688	-25.94	1.31	0.66
20865.234375	-25.94	1.17	0.98
20868.164063	-25.95	1.01	0.93
20871.093750	-25.96	0.86	0.87
20874.023438	-25.97	0.69	0.93
20876.953125	-25.97	0.52	0.76
20879.882813	-25.98	0.35	0.81
20882.812500	-25.99	0.18	0.85
20885.742188	-26.00	0.00	0.65
20888.671875	-26.01	-0.18	0.80
20891.601563	-26.01	-0.35	0.37
20894.531250	-26.02	-0.53	0.45
20897.460938	-26.03	-0.71	0.29
20900.390625	-26.04	-0.89	0.36
20903.320313	-26.04	-1.08	0.18
20906.250000	-26.05	-1.26	0.13
20909.179688	-26.06	-1.44	0.43
20912.109375	-26.07	-1.62	0.50
20915.039063	-26.08	-1.80	0.20
20917.968750	-26.08	-1.98	0.54
20920.898438	-26.09	-2.16	0.03
20923.828125	-26.10	-2.34	0.19
20926.757813	-26.11	-2.52	0.61
20929.687500	-26.12	-2.70	0.62
