	SM57_PROX_20_BASS_REFLEX_CON_LANA		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
7664.062500	-6.43	122.25	0.52
7666.992188	-6.43	121.99	0.90
7669.921875	-6.44	121.71	0.76
7672.851563	-6.44	121.39	0.56
7675.781250	-6.44	121.05	0.26
7678.710938	-6.45	120.72	0.42
7681.640625	-6.46	120.41	0.65
7684.570313	-6.46	120.14	0.26
7687.500000	-6.47	119.90	0.66
7690.429688	-6.48	119.63	0.60
7693.359375	-6.49	119.32	0.65
7696.289063	-6.50	118.98	0.70
7699.218750	-6.50	118.58	0.88
7702.148438	-6.51	118.11	0.36
7705.078125	-6.52	117.63	0.55
7708.007813	-6.53	117.15	0.65
7710.937500	-6.54	116.73	0.32
7713.867188	-6.55	116.27	0.67
7716.796875	-6.56	115.76	0.49
7719.726563	-6.57	115.20	0.43
7722.656250	-6.58	114.61	0.63
7725.585938	-6.59	113.95	0.16
7728.515625	-6.60	113.25	0.54
7731.445313	-6.60	112.53	0.38
7734.375000	-6.60	111.77	0.29
7737.304688	-6.61	111.01	0.26
7740.234375	-6.61	110.23	0.96
7743.164063	-6.61	109.43	0.93
7746.093750	-6.61	108.60	0.87
7749.023438	-6.61	107.74	0.71
7751.953125	-6.61	106.85	0.37
7754.882813	-6.60	105.94	0.17
7757.812500	-6.60	105.00	0.06
7760.742188	-6.60	104.04	0.36
7763.671875	-6.60	103.05	0.38
7766.601563	-6.59	102.05	0.42
7769.531250	-6.59	101.04	0.53
7772.460938	-6.58	100.01	0.54
7775.390625	-6.58	98.93	0.28
7778.320313	-6.57	97.82	0.28
7781.250000	-6.57	96.67	0.49
7784.179688	-6.57	95.51	0.38
7787.109375	-6.56	94.33	0.29
7790.039063	-6.56	93.13	0.40
7792.968750	-6.55	91.87	0.50
7795.898438	-6.55	90.57	0.66
7798.828125	-6.54	89.26	0.14
7801.757813	-6.54	87.95	0.19
7804.687500	-6.53	86.65	0.19
7807.617188	-6.53	85.34	0.59
7810.546875	-6.52	84.03	0.47
7813.476563	-6.51	82.73	0.64
7816.406250	-6.50	81.48	0.85
7819.335938	-6.50	80.29	0.68
7822.265625	-6.49	79.17	0.92
7825.195313	-6.48	78.06	0.95
7828.125000	-6.47	76.97	0.93
7831.054688	-6.46	75.90	0.54
7833.984375	-6.45	74.88	0.21
7836.914063	-6.44	73.85	0.22
7839.843750	-6.43	72.85	0.42
7842.773438	-6.42	71.88	0.69
7845.703125	-6.41	70.99	0.80
7848.632813	-6.40	70.15	0.88
7851.562500	-6.39	69.40	0.78
7854.492188	-6.38	68.73	0.59
7857.421875	-6.37	68.09	0.20
7860.351563	-6.37	67.47	0.75
7863.281250	-6.36	66.94	0.65
7866.210938	-6.36	66.52	0.71
7869.140625	-6.35	66.19	0.76
7872.070313	-6.35	65.95	0.68
7875.000000	-6.34	65.81	0.68
7877.929688	-6.34	65.76	0.70
7880.859375	-6.34	65.87	0.74
7883.789063	-6.34	66.06	0.31
7886.718750	-6.34	66.25	0.43
7889.648438	-6.34	66.44	0.53
7892.578125	-6.34	66.59	0.65
7895.507813	-6.34	66.68	0.39
7898.437500	-6.34	66.75	0.80
7901.367188	-6.35	66.83	0.70
7904.296875	-6.35	66.89	0.62
7907.226563	-6.35	66.94	0.77
7910.156250	-6.35	66.90	0.63
7913.085938	-6.35	66.81	0.19
7916.015625	-6.36	66.70	0.69
7918.945313	-6.36	66.67	0.86
7921.875000	-6.37	66.80	0.87
7924.804688	-6.38	67.05	0.31
7927.734375	-6.38	67.29	0.87
7930.664063	-6.39	67.50	0.91
7933.593750	-6.39	67.67	0.89
7936.523438	-6.40	67.83	0.92
7939.453125	-6.40	68.00	0.45
7942.382813	-6.40	68.16	0.62
7945.312500	-6.40	68.30	0.80
7948.242188	-6.40	68.44	0.74
7951.171875	-6.39	68.56	0.77
7954.101563	-6.39	68.68	0.89
7957.031250	-6.38	68.79	0.88
7959.960938	-6.37	68.90	0.63
7962.890625	-6.36	68.99	0.30
7965.820313	-6.35	69.08	0.66
7968.750000	-6.34	69.16	0.55
7971.679688	-6.33	69.25	0.39
7974.609375	-6.32	69.30	0.71
7977.539063	-6.32	69.31	0.19
7980.468750	-6.31	69.29	0.64
7983.398438	-6.30	69.24	0.34
7986.328125	-6.29	69.18	0.34
7989.257813	-6.28	69.09	0.20
7992.187500	-6.27	68.97	0.59
7995.117188	-6.26	68.91	0.74
7998.046875	-6.25	68.96	0.81
8000.976563	-6.25	69.10	0.56
8003.906250	-6.25	69.25	0.30
8006.835938	-6.24	69.40	0.85
8009.765625	-6.24	69.47	0.78
8012.695313	-6.24	69.48	0.55
8015.625000	-6.24	69.43	0.58
8018.554688	-6.24	69.34	0.55
8021.484375	-6.24	69.23	0.54
8024.414063	-6.25	69.12	0.50
8027.343750	-6.25	69.03	0.32
8030.273438	-6.25	68.94	0.47
8033.203125	-6.26	68.86	0.76
8036.132813	-6.26	68.83	0.96
8039.062500	-6.26	68.81	0.95
8041.992188	-6.26	68.79	0.95
8044.921875	-6.26	68.79	0.92
8047.851563	-6.27	68.79	0.78
8050.781250	-6.27	68.80	0.72
8053.710938	-6.27	68.85	0.62
8056.640625	-6.27	68.86	0.88
8059.570313	-6.27	68.88	0.99
8062.500000	-6.27	68.91	0.96
8065.429688	-6.27	68.95	0.95
8068.359375	-6.27	68.99	0.90
8071.289063	-6.27	69.04	0.92
8074.218750	-6.27	69.08	0.32
8077.148438	-6.27	69.13	0.82
8080.078125	-6.27	69.22	0.69
8083.007813	-6.27	69.31	0.55
8085.937500	-6.27	69.42	0.63
8088.867188	-6.27	69.54	0.33
8091.796875	-6.27	69.66	0.50
8094.726563	-6.27	69.80	0.79
8097.656250	-6.26	69.96	0.73
8100.585938	-6.26	70.11	0.79
8103.515625	-6.26	70.25	0.86
8106.445313	-6.25	70.37	0.83
8109.375000	-6.24	70.48	0.39
8112.304688	-6.24	70.60	0.40
8115.234375	-6.23	70.71	0.66
8118.164063	-6.22	70.84	0.41
8121.093750	-6.22	70.99	0.77
8124.023438	-6.21	71.15	0.78
8126.953125	-6.21	71.34	0.73
8129.882813	-6.20	71.58	0.26
8132.812500	-6.20	71.84	0.89
8135.742188	-6.19	72.14	0.85
8138.671875	-6.19	72.46	0.82
8141.601563	-6.19	72.82	0.83
8144.531250	-6.19	73.24	0.76
8147.460938	-6.19	73.72	0.69
8150.390625	-6.19	74.23	0.71
8153.320313	-6.19	74.76	0.54
8156.250000	-6.18	75.28	0.46
8159.179688	-6.18	75.78	0.69
8162.109375	-6.18	76.24	0.34
8165.039063	-6.19	76.69	0.50
8167.968750	-6.19	77.14	0.60
8170.898438	-6.19	77.59	0.77
8173.828125	-6.19	78.00	0.85
8176.757813	-6.20	78.37	0.62
8179.687500	-6.20	78.71	0.35
8182.617188	-6.21	79.04	0.61
8185.546875	-6.21	79.37	0.48
8188.476563	-6.22	79.70	0.62
8191.406250	-6.22	80.02	0.75
8194.335938	-6.23	80.34	0.48
8197.265625	-6.23	80.66	0.50
8200.195313	-6.23	80.98	0.39
8203.125000	-6.24	81.30	0.49
8206.054688	-6.24	81.63	0.54
8208.984375	-6.24	81.97	0.50
8211.914063	-6.25	82.31	0.22
8214.843750	-6.25	82.64	0.58
8217.773438	-6.26	82.94	0.39
8220.703125	-6.26	83.26	0.75
8223.632813	-6.27	83.57	0.84
8226.562500	-6.27	83.85	0.42
8229.492188	-6.28	84.12	0.53
8232.421875	-6.29	84.39	0.85
8235.351563	-6.29	84.70	0.78
8238.281250	-6.30	85.02	0.89
8241.210938	-6.31	85.37	0.41
8244.140625	-6.31	85.71	0.75
8247.070313	-6.32	86.06	0.92
8250.000000	-6.33	86.40	0.69
8252.929688	-6.34	86.74	0.32
8255.859375	-6.35	87.08	0.48
8258.789063	-6.36	87.42	0.67
8261.718750	-6.37	87.77	0.60
8264.648438	-6.38	88.13	0.72
8267.578125	-6.38	88.50	0.73
8270.507813	-6.39	88.88	0.60
8273.437500	-6.40	89.26	0.64
8276.367188	-6.40	89.63	0.26
8279.296875	-6.40	90.00	0.64
8282.226563	-6.40	90.36	0.70
8285.156250	-6.39	90.72	0.64
8288.085938	-6.39	91.07	0.85
8291.015625	-6.38	91.42	0.66
8293.945313	-6.37	91.77	0.94
8296.875000	-6.36	92.11	0.92
8299.804688	-6.35	92.44	0.88
8302.734375	-6.34	92.78	0.64
8305.664063	-6.33	93.11	0.52
8308.593750	-6.32	93.44	0.65
8311.523438	-6.31	93.78	0.87
8314.453125	-6.31	94.14	0.92
8317.382813	-6.30	94.52	0.91
8320.312500	-6.29	94.90	0.84
8323.242188	-6.29	95.30	0.91
8326.171875	-6.28	95.70	0.92
8329.101563	-6.27	96.11	0.85
8332.031250	-6.27	96.52	0.67
8334.960938	-6.26	96.93	0.79
8337.890625	-6.25	97.34	0.69
8340.820313	-6.24	97.76	0.79
8343.750000	-6.23	98.21	0.84
8346.679688	-6.22	98.65	0.63
8349.609375	-6.21	99.09	0.59
8352.539063	-6.21	99.52	0.91
8355.468750	-6.20	99.95	0.83
8358.398438	-6.19	100.38	0.59
8361.328125	-6.18	100.81	0.63
8364.257813	-6.17	101.23	0.62
8367.187500	-6.16	101.67	0.67
8370.117188	-6.15	102.10	0.74
8373.046875	-6.14	102.54	0.81
8375.976563	-6.13	102.95	0.73
8378.906250	-6.12	103.36	0.66
8381.835938	-6.11	103.75	0.44
8384.765625	-6.10	104.15	0.54
8387.695313	-6.09	104.56	0.77
8390.625000	-6.08	104.99	0.84
8393.554688	-6.07	105.43	0.80
8396.484375	-6.06	105.88	0.83
8399.414063	-6.05	106.32	0.79
8402.343750	-6.04	106.76	0.91
8405.273438	-6.04	107.19	0.82
8408.203125	-6.03	107.60	0.30
8411.132813	-6.02	108.01	0.41
8414.062500	-6.01	108.42	0.76
8416.992188	-6.00	108.85	0.59
8419.921875	-5.99	109.28	0.68
8422.851563	-5.98	109.72	0.84
8425.781250	-5.97	110.15	0.63
8428.710938	-5.96	110.58	0.50
8431.640625	-5.95	111.01	0.42
8434.570313	-5.94	111.44	0.58
8437.500000	-5.93	111.87	0.84
8440.429688	-5.92	112.33	0.94
8443.359375	-5.91	112.79	0.88
8446.289063	-5.90	113.24	0.76
8449.218750	-5.90	113.69	0.77
8452.148438	-5.89	114.15	0.69
8455.078125	-5.88	114.60	0.51
8458.007813	-5.87	115.04	0.72
8460.937500	-5.86	115.49	0.50
8463.867188	-5.85	115.94	0.77
8466.796875	-5.84	116.40	0.89
8469.726563	-5.83	116.86	0.87
8472.656250	-5.83	117.31	0.82
8475.585938	-5.82	117.75	0.44
8478.515625	-5.81	118.17	0.39
8481.445313	-5.81	118.58	0.40
8484.375000	-5.80	118.98	0.42
8487.304688	-5.80	119.39	0.89
8490.234375	-5.79	119.82	0.81
8493.164063	-5.79	120.26	0.83
8496.093750	-5.79	120.72	0.80
8499.023438	-5.78	121.18	0.68
8501.953125	-5.78	121.65	0.70
8504.882813	-5.78	122.12	0.48
8507.812500	-5.78	122.59	0.63
8510.742188	-5.78	123.06	0.68
8513.671875	-5.78	123.54	0.93
8516.601563	-5.78	124.03	0.94
8519.531250	-5.78	124.53	0.95
8522.460938	-5.78	125.03	0.93
8525.390625	-5.78	125.52	0.61
8528.320313	-5.78	126.01	0.85
8531.250000	-5.78	126.49	0.64
8534.179688	-5.78	126.98	0.86
8537.109375	-5.78	127.48	0.79
8540.039063	-5.78	128.00	0.90
8542.968750	-5.79	128.52	0.84
8545.898438	-5.79	129.04	0.89
8548.828125	-5.79	129.56	0.79
8551.757813	-5.79	130.07	0.84
8554.687500	-5.79	130.57	0.66
8557.617188	-5.80	131.07	0.68
8560.546875	-5.80	131.55	0.29
8563.476563	-5.80	132.03	0.31
8566.406250	-5.81	132.52	0.25
8569.335938	-5.81	133.00	0.41
8572.265625	-5.82	133.47	0.36
8575.195313	-5.82	133.95	0.29
8578.125000	-5.82	134.42	0.76
8581.054688	-5.82	134.87	0.85
8583.984375	-5.82	135.30	0.84
8586.914063	-5.83	135.72	0.85
8589.843750	-5.83	136.14	0.74
8592.773438	-5.83	136.57	0.29
8595.703125	-5.83	136.99	0.93
8598.632813	-5.83	137.42	0.86
8601.562500	-5.83	137.84	0.79
8604.492188	-5.84	138.25	0.70
8607.421875	-5.84	138.65	0.78
8610.351563	-5.84	139.06	0.31
8613.281250	-5.84	139.47	0.47
8616.210938	-5.84	139.88	0.32
8619.140625	-5.84	140.28	0.40
8622.070313	-5.84	140.68	0.78
8625.000000	-5.83	141.08	0.82
8627.929688	-5.83	141.47	0.83
8630.859375	-5.83	141.84	0.85
8633.789063	-5.83	142.20	0.80
8636.718750	-5.83	142.54	0.81
8639.648438	-5.83	142.88	0.95
8642.578125	-5.83	143.20	0.98
8645.507813	-5.83	143.51	0.93
8648.437500	-5.84	143.82	0.79
8651.367188	-5.84	144.11	0.76
8654.296875	-5.84	144.39	0.47
8657.226563	-5.84	144.66	0.48
8660.156250	-5.84	144.92	0.53
8663.085938	-5.85	145.18	0.71
8666.015625	-5.85	145.44	0.80
8668.945313	-5.85	145.70	0.95
8671.875000	-5.86	145.95	0.98
8674.804688	-5.86	146.20	0.97
8677.734375	-5.87	146.44	0.97
8680.664063	-5.87	146.66	0.92
8683.593750	-5.88	146.86	0.79
8686.523438	-5.88	147.06	0.69
8689.453125	-5.89	147.24	0.73
8692.382813	-5.90	147.41	0.46
8695.312500	-5.90	147.58	0.58
8698.242188	-5.91	147.74	0.64
8701.171875	-5.92	147.89	0.41
8704.101563	-5.92	148.04	0.74
8707.031250	-5.93	148.16	0.74
8709.960938	-5.94	148.27	0.86
8712.890625	-5.94	148.38	0.88
8715.820313	-5.95	148.46	0.86
8718.750000	-5.96	148.54	0.96
8721.679688	-5.97	148.60	0.89
8724.609375	-5.98	148.65	0.85
8727.539063	-5.99	148.68	0.86
8730.468750	-6.00	148.70	0.77
8733.398438	-6.01	148.71	0.79
8736.328125	-6.02	148.70	0.82
8739.257813	-6.03	148.67	0.72
8742.187500	-6.04	148.64	0.64
8745.117188	-6.05	148.60	0.68
8748.046875	-6.06	148.56	0.53
8750.976563	-6.08	148.51	0.90
8753.906250	-6.09	148.44	0.89
8756.835938	-6.10	148.37	0.73
8759.765625	-6.11	148.28	0.79
8762.695313	-6.13	148.18	0.79
8765.625000	-6.14	148.07	0.62
8768.554688	-6.15	147.95	0.72
8771.484375	-6.17	147.82	0.84
8774.414063	-6.18	147.68	0.77
8777.343750	-6.19	147.52	0.47
8780.273438	-6.21	147.36	0.20
8783.203125	-6.22	147.20	0.36
8786.132813	-6.23	147.04	0.82
8789.062500	-6.24	146.86	0.82
8791.992188	-6.26	146.67	0.82
8794.921875	-6.27	146.47	0.88
8797.851563	-6.28	146.26	0.81
8800.781250	-6.29	146.04	0.87
8803.710938	-6.30	145.82	0.86
8806.640625	-6.31	145.59	0.79
8809.570313	-6.32	145.34	0.75
8812.500000	-6.33	145.08	0.87
8815.429688	-6.34	144.80	0.84
8818.359375	-6.35	144.51	0.90
8821.289063	-6.36	144.21	0.93
8824.218750	-6.37	143.90	0.93
8827.148438	-6.38	143.58	0.87
8830.078125	-6.39	143.25	0.69
8833.007813	-6.40	142.91	0.78
8835.937500	-6.41	142.57	0.78
8838.867188	-6.42	142.21	0.84
8841.796875	-6.43	141.85	0.84
8844.726563	-6.43	141.48	0.82
8847.656250	-6.44	141.11	0.68
8850.585938	-6.44	140.73	0.90
8853.515625	-6.45	140.34	0.72
8856.445313	-6.45	139.95	0.47
8859.375000	-6.45	139.56	0.52
8862.304688	-6.45	139.17	0.62
8865.234375	-6.45	138.78	0.62
8868.164063	-6.45	138.39	0.58
8871.093750	-6.44	137.99	0.62
8874.023438	-6.44	137.59	0.14
8876.953125	-6.43	137.19	0.25
8879.882813	-6.42	136.79	0.70
8882.812500	-6.41	136.39	0.38
8885.742188	-6.40	135.99	0.39
8888.671875	-6.39	135.60	0.12
8891.601563	-6.37	135.20	0.54
8894.531250	-6.36	134.81	0.23
8897.460938	-6.34	134.42	0.80
8900.390625	-6.33	134.03	0.78
8903.320313	-6.31	133.66	0.89
8906.250000	-6.29	133.28	0.93
8909.179688	-6.28	132.92	0.60
8912.109375	-6.26	132.56	0.51
8915.039063	-6.24	132.21	0.90
8917.968750	-6.22	131.87	0.84
8920.898438	-6.20	131.53	0.88
8923.828125	-6.18	131.21	0.78
8926.757813	-6.16	130.90	0.87
8929.687500	-6.14	130.60	0.85
8932.617188	-6.12	130.31	0.68
8935.546875	-6.10	130.04	0.81
8938.476563	-6.08	129.77	0.68
8941.406250	-6.06	129.51	0.74
8944.335938	-6.04	129.25	0.72
8947.265625	-6.02	129.01	0.96
8950.195313	-5.99	128.78	0.72
8953.125000	-5.97	128.56	0.72
8956.054688	-5.96	128.32	0.60
8958.984375	-5.94	128.07	0.33
8961.914063	-5.92	127.83	0.71
8964.843750	-5.90	127.60	0.87
8967.773438	-5.88	127.39	0.92
8970.703125	-5.86	127.19	0.94
8973.632813	-5.84	127.02	0.92
8976.562500	-5.82	126.85	0.90
8979.492188	-5.81	126.70	0.88
8982.421875	-5.79	126.55	0.87
8985.351563	-5.78	126.40	0.67
8988.281250	-5.76	126.26	0.11
8991.210938	-5.75	126.11	0.50
8994.140625	-5.73	125.98	0.85
8997.070313	-5.72	125.86	0.97
9000.000000	-5.70	125.77	0.95
9002.929688	-5.69	125.70	0.90
9005.859375	-5.68	125.64	0.95
9008.789063	-5.67	125.59	0.98
9011.718750	-5.66	125.56	0.85
9014.648438	-5.65	125.54	0.63
9017.578125	-5.64	125.51	0.34
9020.507813	-5.63	125.48	0.55
9023.437500	-5.62	125.46	0.80
9026.367188	-5.61	125.44	0.97
9029.296875	-5.61	125.43	0.98
9032.226563	-5.60	125.42	0.97
9035.156250	-5.60	125.41	0.83
9038.085938	-5.60	125.39	0.60
9041.015625	-5.59	125.36	0.28
9043.945313	-5.59	125.34	0.07
9046.875000	-5.59	125.31	0.36
9049.804688	-5.59	125.29	0.85
9052.734375	-5.58	125.28	0.77
9055.664063	-5.58	125.26	0.71
9058.593750	-5.58	125.24	0.58
9061.523438	-5.58	125.21	0.59
9064.453125	-5.58	125.19	0.56
9067.382813	-5.59	125.17	0.41
9070.312500	-5.59	125.16	0.12
9073.242188	-5.59	125.15	0.42
9076.171875	-5.59	125.14	0.29
9079.101563	-5.59	125.12	0.09
9082.031250	-5.59	125.11	0.50
9084.960938	-5.59	125.09	0.23
9087.890625	-5.59	125.06	0.31
9090.820313	-5.59	125.03	0.08
9093.750000	-5.59	125.01	0.51
9096.679688	-5.59	125.00	0.55
9099.609375	-5.59	125.01	0.58
9102.539063	-5.59	125.02	0.53
9105.468750	-5.59	125.01	0.61
9108.398438	-5.59	125.00	0.71
9111.328125	-5.60	124.99	0.33
9114.257813	-5.60	124.99	0.55
9117.187500	-5.60	124.97	0.72
9120.117188	-5.60	124.96	0.64
9123.046875	-5.61	124.95	0.73
9125.976563	-5.61	124.93	0.56
9128.906250	-5.62	124.92	0.43
9131.835938	-5.62	124.93	0.03
9134.765625	-5.63	124.93	0.17
9137.695313	-5.63	124.93	0.50
9140.625000	-5.64	124.92	0.33
9143.554688	-5.65	124.90	0.23
9146.484375	-5.65	124.88	0.59
9149.414063	-5.66	124.86	0.28
9152.343750	-5.66	124.84	0.22
9155.273438	-5.67	124.82	0.70
9158.203125	-5.67	124.80	0.63
9161.132813	-5.68	124.77	0.53
9164.062500	-5.68	124.74	0.31
9166.992188	-5.69	124.71	0.18
9169.921875	-5.70	124.68	0.10
9172.851563	-5.70	124.64	0.36
9175.781250	-5.71	124.60	0.33
9178.710938	-5.71	124.58	0.14
9181.640625	-5.72	124.56	0.55
9184.570313	-5.73	124.55	0.63
9187.500000	-5.73	124.54	0.28
9190.429688	-5.74	124.52	0.43
9193.359375	-5.75	124.49	0.24
9196.289063	-5.75	124.46	0.35
9199.218750	-5.76	124.43	0.54
9202.148438	-5.76	124.38	0.65
9205.078125	-5.77	124.31	0.76
9208.007813	-5.78	124.23	0.13
9210.937500	-5.78	124.14	0.04
9213.867188	-5.79	124.05	0.55
9216.796875	-5.80	123.96	0.65
9219.726563	-5.80	123.89	0.71
9222.656250	-5.81	123.84	0.79
9225.585938	-5.82	123.80	0.59
9228.515625	-5.83	123.77	0.79
9231.445313	-5.84	123.76	0.54
9234.375000	-5.84	123.76	0.68
9237.304688	-5.85	123.77	0.67
9240.234375	-5.86	123.78	0.69
9243.164063	-5.87	123.81	0.66
9246.093750	-5.88	123.85	0.41
9249.023438	-5.88	123.91	0.19
9251.953125	-5.89	123.97	0.66
9254.882813	-5.90	124.03	0.20
9257.812500	-5.91	124.09	0.55
9260.742188	-5.91	124.15	0.53
9263.671875	-5.92	124.22	0.79
9266.601563	-5.93	124.30	0.82
9269.531250	-5.93	124.40	0.60
9272.460938	-5.94	124.50	0.73
9275.390625	-5.94	124.62	0.35
9278.320313	-5.95	124.73	0.74
9281.250000	-5.96	124.82	0.56
9284.179688	-5.96	124.90	0.23
9287.109375	-5.97	124.99	0.51
9290.039063	-5.97	125.07	0.60
9292.968750	-5.98	125.17	0.85
9295.898438	-5.98	125.27	0.81
9298.828125	-5.99	125.39	0.81
9301.757813	-5.99	125.52	0.74
9304.687500	-6.00	125.67	0.68
9307.617188	-6.00	125.82	0.30
9310.546875	-6.01	125.97	0.64
9313.476563	-6.01	126.13	0.45
9316.406250	-6.02	126.28	0.44
9319.335938	-6.02	126.44	0.84
9322.265625	-6.03	126.59	0.91
9325.195313	-6.03	126.74	0.84
9328.125000	-6.03	126.90	0.78
9331.054688	-6.04	127.06	0.47
9333.984375	-6.04	127.21	0.56
9336.914063	-6.04	127.38	0.56
9339.843750	-6.04	127.55	0.71
9342.773438	-6.04	127.73	0.67
9345.703125	-6.04	127.91	0.89
9348.632813	-6.05	128.11	0.87
9351.562500	-6.05	128.30	0.94
9354.492188	-6.05	128.49	0.58
9357.421875	-6.05	128.68	0.73
9360.351563	-6.05	128.87	0.19
9363.281250	-6.06	129.05	0.75
9366.210938	-6.06	129.24	0.70
9369.140625	-6.06	129.43	0.74
9372.070313	-6.06	129.63	0.57
9375.000000	-6.06	129.82	0.64
9377.929688	-6.06	130.02	0.48
9380.859375	-6.06	130.21	0.73
9383.789063	-6.07	130.40	0.39
9386.718750	-6.07	130.59	0.29
9389.648438	-6.07	130.78	0.88
9392.578125	-6.07	130.98	0.92
9395.507813	-6.07	131.19	0.83
9398.437500	-6.07	131.40	0.74
9401.367188	-6.07	131.61	0.89
9404.296875	-6.08	131.83	0.43
9407.226563	-6.08	132.04	0.39
9410.156250	-6.08	132.25	0.49
9413.085938	-6.08	132.46	0.56
9416.015625	-6.08	132.68	0.56
9418.945313	-6.08	132.90	0.76
9421.875000	-6.08	133.12	0.77
9424.804688	-6.08	133.34	0.73
9427.734375	-6.09	133.55	0.62
9430.664063	-6.09	133.75	0.48
9433.593750	-6.09	133.95	0.20
9436.523438	-6.09	134.15	0.57
9439.453125	-6.10	134.34	0.88
9442.382813	-6.10	134.55	0.68
9445.312500	-6.11	134.75	0.72
9448.242188	-6.11	134.94	0.76
9451.171875	-6.12	135.12	0.77
9454.101563	-6.12	135.29	0.88
9457.031250	-6.12	135.46	0.89
9459.960938	-6.13	135.61	0.86
9462.890625	-6.13	135.75	0.44
9465.820313	-6.14	135.88	0.58
9468.750000	-6.14	136.03	0.57
9471.679688	-6.15	136.17	0.82
9474.609375	-6.15	136.32	0.85
9477.539063	-6.16	136.47	0.62
9480.468750	-6.16	136.62	0.39
9483.398438	-6.17	136.77	0.63
9486.328125	-6.17	136.91	0.55
9489.257813	-6.17	137.04	0.60
9492.187500	-6.18	137.17	0.70
9495.117188	-6.18	137.29	0.62
9498.046875	-6.18	137.39	0.50
9500.976563	-6.19	137.49	0.59
9503.906250	-6.19	137.59	0.41
9506.835938	-6.19	137.68	0.35
9509.765625	-6.19	137.76	0.31
9512.695313	-6.19	137.83	0.34
9515.625000	-6.19	137.91	0.60
9518.554688	-6.19	137.99	0.91
9521.484375	-6.20	138.05	0.89
9524.414063	-6.20	138.10	0.86
9527.343750	-6.20	138.14	0.93
9530.273438	-6.20	138.17	0.58
9533.203125	-6.21	138.19	0.56
9536.132813	-6.21	138.21	0.44
9539.062500	-6.21	138.22	0.26
9541.992188	-6.22	138.22	0.67
9544.921875	-6.22	138.23	0.25
9547.851563	-6.22	138.23	0.70
9550.781250	-6.22	138.23	0.86
9553.710938	-6.23	138.21	0.42
9556.640625	-6.23	138.19	0.22
9559.570313	-6.23	138.17	0.38
9562.500000	-6.24	138.14	0.68
9565.429688	-6.24	138.11	0.65
9568.359375	-6.24	138.08	0.53
9571.289063	-6.25	138.04	0.53
9574.218750	-6.25	137.99	0.37
9577.148438	-6.25	137.93	0.59
9580.078125	-6.26	137.86	0.67
9583.007813	-6.26	137.78	0.31
9585.937500	-6.26	137.69	0.45
9588.867188	-6.27	137.60	0.69
9591.796875	-6.27	137.49	0.58
9594.726563	-6.27	137.39	0.70
9597.656250	-6.28	137.27	0.50
9600.585938	-6.28	137.15	0.24
9603.515625	-6.29	137.03	0.59
9606.445313	-6.29	136.89	0.27
9609.375000	-6.29	136.74	0.30
9612.304688	-6.30	136.59	0.50
9615.234375	-6.30	136.43	0.75
9618.164063	-6.31	136.29	0.77
9621.093750	-6.31	136.15	0.77
9624.023438	-6.32	136.02	0.58
9626.953125	-6.32	135.88	0.53
9629.882813	-6.32	135.73	0.69
9632.812500	-6.33	135.59	0.63
9635.742188	-6.33	135.47	0.71
9638.671875	-6.34	135.34	0.51
9641.601563	-6.34	135.22	0.81
9644.531250	-6.34	135.09	0.92
9647.460938	-6.35	134.95	0.89
9650.390625	-6.35	134.79	0.31
9653.320313	-6.35	134.63	0.29
9656.250000	-6.36	134.46	0.68
9659.179688	-6.36	134.28	0.45
9662.109375	-6.36	134.11	0.75
9665.039063	-6.36	133.93	0.89
9667.968750	-6.36	133.74	0.76
9670.898438	-6.36	133.54	0.63
9673.828125	-6.36	133.33	0.24
9676.757813	-6.36	133.13	0.09
9679.687500	-6.37	132.92	0.28
9682.617188	-6.37	132.72	0.37
9685.546875	-6.37	132.52	0.64
9688.476563	-6.37	132.32	0.20
9691.406250	-6.37	132.12	0.54
9694.335938	-6.36	131.91	0.45
9697.265625	-6.36	131.69	0.74
9700.195313	-6.36	131.46	0.53
9703.125000	-6.36	131.23	0.41
9706.054688	-6.35	130.99	0.55
9708.984375	-6.35	130.75	0.82
9711.914063	-6.35	130.52	0.72
9714.843750	-6.34	130.29	0.79
9717.773438	-6.34	130.07	0.38
9720.703125	-6.33	129.84	0.67
9723.632813	-6.32	129.62	0.39
9726.562500	-6.32	129.39	0.94
9729.492188	-6.31	129.15	0.43
9732.421875	-6.30	128.92	0.34
9735.351563	-6.29	128.69	0.69
9738.281250	-6.29	128.47	0.86
9741.210938	-6.28	128.26	0.92
9744.140625	-6.27	128.07	0.83
9747.070313	-6.27	127.89	0.66
9750.000000	-6.26	127.73	0.15
9752.929688	-6.25	127.58	0.06
9755.859375	-6.24	127.44	0.76
9758.789063	-6.24	127.29	0.51
9761.718750	-6.23	127.13	0.86
9764.648438	-6.22	126.95	0.95
9767.578125	-6.22	126.75	0.91
9770.507813	-6.21	126.54	0.77
9773.437500	-6.20	126.31	0.63
9776.367188	-6.19	126.09	0.77
9779.296875	-6.18	125.87	0.88
9782.226563	-6.18	125.68	0.78
9785.156250	-6.17	125.50	0.14
9788.085938	-6.16	125.32	0.53
9791.015625	-6.15	125.13	0.25
9793.945313	-6.14	124.94	0.72
9796.875000	-6.13	124.74	0.65
9799.804688	-6.12	124.52	0.25
9802.734375	-6.11	124.29	0.41
9805.664063	-6.10	124.07	0.45
9808.593750	-6.09	123.87	0.34
