	SM57_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
7505.859375	-21.53	-103.72	1.00
7508.789063	-21.54	-103.78	1.00
7511.718750	-21.54	-103.84	1.00
7514.648438	-21.55	-103.90	1.00
7517.578125	-21.56	-103.95	1.00
7520.507813	-21.56	-104.01	1.00
7523.437500	-21.57	-104.06	1.00
7526.367188	-21.58	-104.11	1.00
7529.296875	-21.58	-104.16	1.00
7532.226563	-21.59	-104.21	1.00
7535.156250	-21.59	-104.26	1.00
7538.085938	-21.60	-104.31	1.00
7541.015625	-21.61	-104.35	1.00
7543.945313	-21.61	-104.40	1.00
7546.875000	-21.62	-104.45	1.00
7549.804688	-21.62	-104.49	1.00
7552.734375	-21.63	-104.54	1.00
7555.664063	-21.63	-104.58	1.00
7558.593750	-21.63	-104.63	1.00
7561.523438	-21.64	-104.68	1.00
7564.453125	-21.64	-104.73	1.00
7567.382813	-21.65	-104.78	1.00
7570.312500	-21.65	-104.83	1.00
7573.242188	-21.65	-104.89	1.00
7576.171875	-21.66	-104.94	1.00
7579.101563	-21.66	-105.00	1.00
7582.031250	-21.67	-105.06	1.00
7584.960938	-21.67	-105.11	1.00
7587.890625	-21.68	-105.17	1.00
7590.820313	-21.68	-105.23	1.00
7593.750000	-21.69	-105.28	1.00
7596.679688	-21.69	-105.34	1.00
7599.609375	-21.70	-105.39	1.00
7602.539063	-21.70	-105.45	1.00
7605.468750	-21.71	-105.50	1.00
7608.398438	-21.71	-105.55	1.00
7611.328125	-21.72	-105.60	1.00
7614.257813	-21.73	-105.65	1.00
7617.187500	-21.73	-105.70	1.00
7620.117188	-21.74	-105.74	1.00
7623.046875	-21.74	-105.79	1.00
7625.976563	-21.75	-105.83	1.00
7628.906250	-21.76	-105.87	1.00
7631.835938	-21.76	-105.91	1.00
7634.765625	-21.77	-105.96	1.00
7637.695313	-21.77	-106.00	1.00
7640.625000	-21.78	-106.04	1.00
7643.554688	-21.78	-106.08	1.00
7646.484375	-21.79	-106.12	1.00
7649.414063	-21.79	-106.16	1.00
7652.343750	-21.79	-106.20	1.00
7655.273438	-21.80	-106.24	1.00
7658.203125	-21.80	-106.28	1.00
7661.132813	-21.81	-106.32	1.00
7664.062500	-21.81	-106.36	1.00
7666.992188	-21.82	-106.40	1.00
7669.921875	-21.82	-106.43	1.00
7672.851563	-21.82	-106.47	1.00
7675.781250	-21.83	-106.51	1.00
7678.710938	-21.83	-106.55	1.00
7681.640625	-21.83	-106.59	1.00
7684.570313	-21.84	-106.63	1.00
7687.500000	-21.84	-106.66	1.00
7690.429688	-21.84	-106.70	1.00
7693.359375	-21.85	-106.74	1.00
7696.289063	-21.85	-106.78	1.00
7699.218750	-21.85	-106.82	1.00
7702.148438	-21.85	-106.86	1.00
7705.078125	-21.86	-106.90	1.00
7708.007813	-21.86	-106.94	1.00
7710.937500	-21.86	-106.98	1.00
7713.867188	-21.87	-107.02	1.00
7716.796875	-21.87	-107.05	1.00
7719.726563	-21.87	-107.09	1.00
7722.656250	-21.87	-107.13	1.00
7725.585938	-21.87	-107.17	1.00
7728.515625	-21.88	-107.21	1.00
7731.445313	-21.88	-107.25	1.00
7734.375000	-21.88	-107.29	1.00
7737.304688	-21.88	-107.33	1.00
7740.234375	-21.88	-107.37	1.00
7743.164063	-21.88	-107.42	1.00
7746.093750	-21.88	-107.46	1.00
7749.023438	-21.88	-107.51	1.00
7751.953125	-21.88	-107.56	1.00
7754.882813	-21.88	-107.61	1.00
7757.812500	-21.88	-107.66	1.00
7760.742188	-21.89	-107.71	1.00
7763.671875	-21.89	-107.76	1.00
7766.601563	-21.89	-107.81	1.00
7769.531250	-21.89	-107.86	1.00
7772.460938	-21.89	-107.92	1.00
7775.390625	-21.89	-107.97	1.00
7778.320313	-21.89	-108.03	1.00
7781.250000	-21.89	-108.09	1.00
7784.179688	-21.89	-108.15	1.00
7787.109375	-21.89	-108.21	1.00
7790.039063	-21.89	-108.27	1.00
7792.968750	-21.89	-108.33	1.00
7795.898438	-21.90	-108.39	1.00
7798.828125	-21.90	-108.46	1.00
7801.757813	-21.90	-108.52	1.00
7804.687500	-21.90	-108.59	1.00
7807.617188	-21.90	-108.66	1.00
7810.546875	-21.90	-108.73	1.00
7813.476563	-21.91	-108.79	1.00
7816.406250	-21.91	-108.86	1.00
7819.335938	-21.91	-108.93	1.00
7822.265625	-21.91	-109.00	1.00
7825.195313	-21.92	-109.07	1.00
7828.125000	-21.92	-109.13	1.00
7831.054688	-21.92	-109.20	1.00
7833.984375	-21.93	-109.27	1.00
7836.914063	-21.93	-109.33	1.00
7839.843750	-21.93	-109.39	1.00
7842.773438	-21.94	-109.46	1.00
7845.703125	-21.94	-109.52	1.00
7848.632813	-21.94	-109.59	1.00
7851.562500	-21.95	-109.66	1.00
7854.492188	-21.95	-109.72	1.00
7857.421875	-21.95	-109.78	1.00
7860.351563	-21.96	-109.85	1.00
7863.281250	-21.96	-109.91	1.00
7866.210938	-21.97	-109.97	1.00
7869.140625	-21.97	-110.03	1.00
7872.070313	-21.98	-110.09	1.00
7875.000000	-21.98	-110.14	1.00
7877.929688	-21.99	-110.20	1.00
7880.859375	-21.99	-110.25	1.00
7883.789063	-22.00	-110.30	1.00
7886.718750	-22.00	-110.36	1.00
7889.648438	-22.01	-110.41	1.00
7892.578125	-22.01	-110.46	1.00
7895.507813	-22.02	-110.51	1.00
7898.437500	-22.02	-110.56	1.00
7901.367188	-22.03	-110.61	1.00
7904.296875	-22.03	-110.66	1.00
7907.226563	-22.03	-110.71	1.00
7910.156250	-22.04	-110.76	1.00
7913.085938	-22.04	-110.81	1.00
7916.015625	-22.05	-110.86	1.00
7918.945313	-22.05	-110.91	1.00
7921.875000	-22.05	-110.96	1.00
7924.804688	-22.06	-111.02	1.00
7927.734375	-22.06	-111.07	1.00
7930.664063	-22.07	-111.12	1.00
7933.593750	-22.07	-111.17	1.00
7936.523438	-22.07	-111.22	1.00
7939.453125	-22.08	-111.28	1.00
7942.382813	-22.08	-111.33	1.00
7945.312500	-22.09	-111.38	1.00
7948.242188	-22.09	-111.44	1.00
7951.171875	-22.09	-111.49	1.00
7954.101563	-22.10	-111.55	1.00
7957.031250	-22.10	-111.60	1.00
7959.960938	-22.11	-111.66	1.00
7962.890625	-22.11	-111.72	1.00
7965.820313	-22.12	-111.77	1.00
7968.750000	-22.12	-111.83	1.00
7971.679688	-22.12	-111.89	1.00
7974.609375	-22.13	-111.95	1.00
7977.539063	-22.14	-112.01	1.00
7980.468750	-22.14	-112.07	1.00
7983.398438	-22.15	-112.12	1.00
7986.328125	-22.15	-112.18	1.00
7989.257813	-22.16	-112.24	1.00
7992.187500	-22.16	-112.29	1.00
7995.117188	-22.17	-112.35	1.00
7998.046875	-22.18	-112.40	1.00
8000.976563	-22.18	-112.46	1.00
8003.906250	-22.19	-112.51	1.00
8006.835938	-22.19	-112.57	1.00
8009.765625	-22.20	-112.62	1.00
8012.695313	-22.21	-112.68	1.00
8015.625000	-22.21	-112.73	1.00
8018.554688	-22.22	-112.79	1.00
8021.484375	-22.23	-112.84	1.00
8024.414063	-22.23	-112.90	1.00
8027.343750	-22.24	-112.95	1.00
8030.273438	-22.25	-113.00	1.00
8033.203125	-22.26	-113.05	1.00
8036.132813	-22.27	-113.09	1.00
8039.062500	-22.28	-113.14	1.00
8041.992188	-22.28	-113.18	1.00
8044.921875	-22.29	-113.22	1.00
8047.851563	-22.30	-113.26	1.00
8050.781250	-22.31	-113.29	1.00
8053.710938	-22.32	-113.33	1.00
8056.640625	-22.33	-113.36	1.00
8059.570313	-22.33	-113.39	1.00
8062.500000	-22.34	-113.43	1.00
8065.429688	-22.35	-113.46	1.00
8068.359375	-22.36	-113.49	1.00
8071.289063	-22.36	-113.51	1.00
8074.218750	-22.37	-113.54	1.00
8077.148438	-22.38	-113.57	1.00
8080.078125	-22.39	-113.60	1.00
8083.007813	-22.40	-113.63	1.00
8085.937500	-22.40	-113.65	1.00
8088.867188	-22.41	-113.68	1.00
8091.796875	-22.42	-113.70	1.00
8094.726563	-22.43	-113.72	1.00
8097.656250	-22.43	-113.74	1.00
8100.585938	-22.44	-113.76	1.00
8103.515625	-22.45	-113.78	1.00
8106.445313	-22.45	-113.80	1.00
8109.375000	-22.46	-113.81	1.00
8112.304688	-22.47	-113.83	1.00
8115.234375	-22.48	-113.84	1.00
8118.164063	-22.48	-113.85	1.00
8121.093750	-22.49	-113.86	1.00
8124.023438	-22.50	-113.88	1.00
8126.953125	-22.50	-113.89	1.00
8129.882813	-22.51	-113.90	1.00
8132.812500	-22.51	-113.91	1.00
8135.742188	-22.52	-113.92	1.00
8138.671875	-22.52	-113.93	1.00
8141.601563	-22.53	-113.94	1.00
8144.531250	-22.53	-113.95	1.00
8147.460938	-22.54	-113.95	1.00
8150.390625	-22.54	-113.96	1.00
8153.320313	-22.55	-113.97	1.00
8156.250000	-22.55	-113.98	1.00
8159.179688	-22.56	-113.99	1.00
8162.109375	-22.56	-114.00	1.00
8165.039063	-22.57	-114.00	1.00
8167.968750	-22.57	-114.01	1.00
8170.898438	-22.58	-114.02	1.00
8173.828125	-22.58	-114.02	1.00
8176.757813	-22.59	-114.03	1.00
8179.687500	-22.59	-114.03	1.00
8182.617188	-22.59	-114.04	1.00
8185.546875	-22.60	-114.04	1.00
8188.476563	-22.60	-114.04	1.00
8191.406250	-22.61	-114.04	1.00
8194.335938	-22.61	-114.05	1.00
8197.265625	-22.61	-114.05	1.00
8200.195313	-22.62	-114.05	1.00
8203.125000	-22.62	-114.05	1.00
8206.054688	-22.62	-114.05	1.00
8208.984375	-22.63	-114.05	1.00
8211.914063	-22.63	-114.05	1.00
8214.843750	-22.63	-114.05	1.00
8217.773438	-22.63	-114.05	1.00
8220.703125	-22.64	-114.05	1.00
8223.632813	-22.64	-114.04	1.00
8226.562500	-22.64	-114.04	1.00
8229.492188	-22.64	-114.04	1.00
8232.421875	-22.64	-114.04	1.00
8235.351563	-22.65	-114.03	1.00
8238.281250	-22.65	-114.03	1.00
8241.210938	-22.65	-114.03	1.00
8244.140625	-22.65	-114.02	1.00
8247.070313	-22.65	-114.02	1.00
8250.000000	-22.65	-114.02	1.00
8252.929688	-22.65	-114.01	1.00
8255.859375	-22.65	-114.01	1.00
8258.789063	-22.65	-114.01	1.00
8261.718750	-22.65	-114.01	1.00
8264.648438	-22.65	-114.00	1.00
8267.578125	-22.65	-114.00	1.00
8270.507813	-22.65	-114.00	1.00
8273.437500	-22.65	-114.00	1.00
8276.367188	-22.65	-114.00	1.00
8279.296875	-22.65	-114.01	1.00
8282.226563	-22.64	-114.01	1.00
8285.156250	-22.64	-114.01	1.00
8288.085938	-22.64	-114.01	1.00
8291.015625	-22.64	-114.01	1.00
8293.945313	-22.64	-114.01	1.00
8296.875000	-22.64	-114.02	1.00
8299.804688	-22.64	-114.02	1.00
8302.734375	-22.64	-114.02	1.00
8305.664063	-22.63	-114.02	1.00
8308.593750	-22.63	-114.02	1.00
8311.523438	-22.63	-114.03	1.00
8314.453125	-22.63	-114.03	1.00
8317.382813	-22.63	-114.03	1.00
8320.312500	-22.62	-114.04	1.00
8323.242188	-22.62	-114.04	1.00
8326.171875	-22.62	-114.05	1.00
8329.101563	-22.61	-114.05	1.00
8332.031250	-22.61	-114.05	1.00
8334.960938	-22.61	-114.06	1.00
8337.890625	-22.61	-114.06	1.00
8340.820313	-22.60	-114.07	1.00
8343.750000	-22.60	-114.07	1.00
8346.679688	-22.60	-114.08	1.00
8349.609375	-22.59	-114.09	1.00
8352.539063	-22.59	-114.10	1.00
8355.468750	-22.59	-114.10	1.00
8358.398438	-22.58	-114.11	1.00
8361.328125	-22.58	-114.12	1.00
8364.257813	-22.57	-114.13	1.00
8367.187500	-22.57	-114.14	1.00
8370.117188	-22.57	-114.15	1.00
8373.046875	-22.56	-114.16	1.00
8375.976563	-22.56	-114.18	1.00
8378.906250	-22.55	-114.19	1.00
8381.835938	-22.55	-114.20	1.00
8384.765625	-22.54	-114.21	1.00
8387.695313	-22.54	-114.23	1.00
8390.625000	-22.53	-114.24	1.00
8393.554688	-22.53	-114.26	1.00
8396.484375	-22.52	-114.27	1.00
8399.414063	-22.52	-114.29	1.00
8402.343750	-22.51	-114.30	1.00
8405.273438	-22.51	-114.32	1.00
8408.203125	-22.50	-114.34	1.00
8411.132813	-22.50	-114.36	1.00
8414.062500	-22.49	-114.38	1.00
8416.992188	-22.49	-114.40	1.00
8419.921875	-22.48	-114.43	1.00
8422.851563	-22.48	-114.45	1.00
8425.781250	-22.47	-114.47	1.00
8428.710938	-22.46	-114.50	1.00
8431.640625	-22.46	-114.53	1.00
8434.570313	-22.45	-114.55	1.00
8437.500000	-22.45	-114.58	1.00
8440.429688	-22.44	-114.61	1.00
8443.359375	-22.44	-114.64	1.00
8446.289063	-22.43	-114.67	1.00
8449.218750	-22.43	-114.70	1.00
8452.148438	-22.42	-114.74	1.00
8455.078125	-22.41	-114.77	1.00
8458.007813	-22.41	-114.80	1.00
8460.937500	-22.40	-114.84	1.00
8463.867188	-22.40	-114.87	1.00
8466.796875	-22.39	-114.91	1.00
8469.726563	-22.39	-114.95	1.00
8472.656250	-22.38	-114.99	1.00
8475.585938	-22.38	-115.03	1.00
8478.515625	-22.38	-115.06	1.00
8481.445313	-22.37	-115.10	1.00
8484.375000	-22.37	-115.14	1.00
8487.304688	-22.36	-115.18	1.00
8490.234375	-22.36	-115.21	1.00
8493.164063	-22.36	-115.25	1.00
8496.093750	-22.35	-115.28	1.00
8499.023438	-22.35	-115.32	1.00
8501.953125	-22.35	-115.35	1.00
8504.882813	-22.34	-115.38	1.00
8507.812500	-22.34	-115.41	1.00
8510.742188	-22.34	-115.44	1.00
8513.671875	-22.33	-115.48	1.00
8516.601563	-22.33	-115.51	1.00
8519.531250	-22.32	-115.54	1.00
8522.460938	-22.32	-115.56	1.00
8525.390625	-22.32	-115.59	1.00
8528.320313	-22.31	-115.62	1.00
8531.250000	-22.31	-115.65	1.00
8534.179688	-22.31	-115.68	1.00
8537.109375	-22.30	-115.71	1.00
8540.039063	-22.30	-115.73	1.00
8542.968750	-22.29	-115.76	1.00
8545.898438	-22.29	-115.79	1.00
8548.828125	-22.28	-115.81	1.00
8551.757813	-22.28	-115.84	1.00
8554.687500	-22.27	-115.86	1.00
8557.617188	-22.27	-115.89	1.00
8560.546875	-22.26	-115.91	1.00
8563.476563	-22.26	-115.94	1.00
8566.406250	-22.25	-115.96	1.00
8569.335938	-22.25	-115.99	1.00
8572.265625	-22.24	-116.01	1.00
8575.195313	-22.23	-116.04	1.00
8578.125000	-22.23	-116.07	1.00
8581.054688	-22.22	-116.09	1.00
8583.984375	-22.21	-116.12	1.00
8586.914063	-22.21	-116.15	1.00
8589.843750	-22.20	-116.18	1.00
8592.773438	-22.19	-116.21	1.00
8595.703125	-22.19	-116.24	1.00
8598.632813	-22.18	-116.28	1.00
8601.562500	-22.17	-116.31	1.00
8604.492188	-22.16	-116.34	1.00
8607.421875	-22.16	-116.38	1.00
8610.351563	-22.15	-116.42	1.00
8613.281250	-22.14	-116.45	1.00
8616.210938	-22.14	-116.49	1.00
8619.140625	-22.13	-116.53	1.00
8622.070313	-22.12	-116.56	1.00
8625.000000	-22.12	-116.60	1.00
8627.929688	-22.11	-116.64	1.00
8630.859375	-22.10	-116.67	1.00
8633.789063	-22.09	-116.71	1.00
8636.718750	-22.09	-116.74	1.00
8639.648438	-22.08	-116.78	1.00
8642.578125	-22.07	-116.82	1.00
8645.507813	-22.06	-116.85	1.00
8648.437500	-22.06	-116.89	1.00
8651.367188	-22.05	-116.92	1.00
8654.296875	-22.04	-116.96	1.00
8657.226563	-22.03	-117.00	1.00
8660.156250	-22.02	-117.04	1.00
8663.085938	-22.02	-117.07	1.00
8666.015625	-22.01	-117.11	1.00
8668.945313	-22.00	-117.15	1.00
8671.875000	-21.99	-117.19	1.00
8674.804688	-21.98	-117.23	1.00
8677.734375	-21.97	-117.27	1.00
8680.664063	-21.96	-117.31	1.00
8683.593750	-21.95	-117.36	1.00
8686.523438	-21.94	-117.40	1.00
8689.453125	-21.93	-117.44	1.00
8692.382813	-21.93	-117.49	1.00
8695.312500	-21.92	-117.53	1.00
8698.242188	-21.91	-117.58	1.00
8701.171875	-21.90	-117.63	1.00
8704.101563	-21.89	-117.68	1.00
8707.031250	-21.88	-117.73	1.00
8709.960938	-21.87	-117.78	1.00
8712.890625	-21.86	-117.83	1.00
8715.820313	-21.84	-117.88	1.00
8718.750000	-21.83	-117.94	1.00
8721.679688	-21.82	-118.00	1.00
8724.609375	-21.81	-118.05	1.00
8727.539063	-21.80	-118.11	1.00
8730.468750	-21.79	-118.17	1.00
8733.398438	-21.78	-118.24	1.00
8736.328125	-21.77	-118.30	1.00
8739.257813	-21.76	-118.36	1.00
8742.187500	-21.75	-118.42	1.00
8745.117188	-21.74	-118.49	1.00
8748.046875	-21.73	-118.56	1.00
8750.976563	-21.72	-118.62	1.00
8753.906250	-21.71	-118.69	1.00
8756.835938	-21.70	-118.76	1.00
8759.765625	-21.69	-118.83	1.00
8762.695313	-21.68	-118.90	1.00
8765.625000	-21.67	-118.97	1.00
8768.554688	-21.66	-119.04	1.00
8771.484375	-21.65	-119.11	1.00
8774.414063	-21.64	-119.19	1.00
8777.343750	-21.63	-119.26	1.00
8780.273438	-21.62	-119.34	1.00
8783.203125	-21.61	-119.41	1.00
8786.132813	-21.60	-119.49	1.00
8789.062500	-21.59	-119.57	1.00
8791.992188	-21.58	-119.65	1.00
8794.921875	-21.57	-119.73	1.00
8797.851563	-21.56	-119.81	1.00
8800.781250	-21.55	-119.89	1.00
8803.710938	-21.54	-119.97	1.00
8806.640625	-21.53	-120.05	1.00
8809.570313	-21.52	-120.14	1.00
8812.500000	-21.51	-120.22	1.00
8815.429688	-21.51	-120.31	1.00
8818.359375	-21.50	-120.40	1.00
8821.289063	-21.49	-120.49	1.00
8824.218750	-21.48	-120.57	1.00
8827.148438	-21.47	-120.66	1.00
8830.078125	-21.46	-120.75	1.00
8833.007813	-21.45	-120.84	1.00
8835.937500	-21.45	-120.93	1.00
8838.867188	-21.44	-121.02	1.00
8841.796875	-21.43	-121.10	1.00
8844.726563	-21.42	-121.19	1.00
8847.656250	-21.41	-121.28	1.00
8850.585938	-21.41	-121.36	1.00
8853.515625	-21.40	-121.45	1.00
8856.445313	-21.39	-121.54	1.00
8859.375000	-21.38	-121.62	1.00
8862.304688	-21.37	-121.71	1.00
8865.234375	-21.37	-121.80	1.00
8868.164063	-21.36	-121.88	1.00
8871.093750	-21.35	-121.97	1.00
8874.023438	-21.34	-122.05	1.00
8876.953125	-21.33	-122.14	1.00
8879.882813	-21.33	-122.22	1.00
8882.812500	-21.32	-122.31	1.00
8885.742188	-21.31	-122.40	1.00
8888.671875	-21.30	-122.48	1.00
8891.601563	-21.29	-122.57	1.00
8894.531250	-21.28	-122.66	1.00
8897.460938	-21.28	-122.74	1.00
8900.390625	-21.27	-122.83	1.00
8903.320313	-21.26	-122.92	1.00
8906.250000	-21.25	-123.01	1.00
8909.179688	-21.24	-123.10	1.00
8912.109375	-21.23	-123.19	1.00
8915.039063	-21.22	-123.28	1.00
8917.968750	-21.21	-123.37	1.00
8920.898438	-21.20	-123.46	1.00
8923.828125	-21.20	-123.56	1.00
8926.757813	-21.19	-123.65	1.00
8929.687500	-21.18	-123.75	1.00
8932.617188	-21.17	-123.85	1.00
8935.546875	-21.16	-123.95	1.00
8938.476563	-21.15	-124.05	1.00
8941.406250	-21.14	-124.15	1.00
8944.335938	-21.13	-124.26	1.00
8947.265625	-21.12	-124.36	1.00
8950.195313	-21.11	-124.47	1.00
8953.125000	-21.10	-124.58	1.00
8956.054688	-21.09	-124.69	1.00
8958.984375	-21.08	-124.81	1.00
8961.914063	-21.08	-124.92	1.00
8964.843750	-21.07	-125.04	1.00
8967.773438	-21.06	-125.16	1.00
8970.703125	-21.05	-125.28	1.00
8973.632813	-21.05	-125.40	1.00
8976.562500	-21.04	-125.51	1.00
8979.492188	-21.03	-125.63	1.00
8982.421875	-21.03	-125.75	1.00
8985.351563	-21.02	-125.87	1.00
8988.281250	-21.01	-125.99	1.00
8991.210938	-21.01	-126.11	1.00
8994.140625	-21.00	-126.23	1.00
8997.070313	-21.00	-126.35	1.00
9000.000000	-20.99	-126.46	1.00
9002.929688	-20.98	-126.58	1.00
9005.859375	-20.98	-126.70	1.00
9008.789063	-20.97	-126.82	1.00
9011.718750	-20.97	-126.93	1.00
9014.648438	-20.96	-127.05	1.00
9017.578125	-20.96	-127.17	1.00
9020.507813	-20.95	-127.29	1.00
9023.437500	-20.95	-127.41	1.00
9026.367188	-20.94	-127.52	1.00
9029.296875	-20.94	-127.64	1.00
9032.226563	-20.93	-127.76	1.00
9035.156250	-20.92	-127.88	1.00
9038.085938	-20.92	-128.00	1.00
9041.015625	-20.92	-128.13	1.00
9043.945313	-20.91	-128.25	1.00
9046.875000	-20.91	-128.37	1.00
9049.804688	-20.90	-128.49	1.00
9052.734375	-20.90	-128.61	1.00
9055.664063	-20.89	-128.74	1.00
9058.593750	-20.89	-128.86	1.00
9061.523438	-20.88	-128.98	1.00
9064.453125	-20.88	-129.10	1.00
9067.382813	-20.88	-129.23	1.00
9070.312500	-20.87	-129.35	1.00
9073.242188	-20.87	-129.48	1.00
9076.171875	-20.86	-129.60	1.00
9079.101563	-20.86	-129.73	1.00
9082.031250	-20.86	-129.86	1.00
9084.960938	-20.85	-129.99	1.00
9087.890625	-20.85	-130.12	1.00
9090.820313	-20.84	-130.25	1.00
9093.750000	-20.84	-130.38	1.00
9096.679688	-20.84	-130.51	1.00
9099.609375	-20.84	-130.64	1.00
9102.539063	-20.83	-130.77	1.00
9105.468750	-20.83	-130.91	1.00
9108.398438	-20.83	-131.04	1.00
9111.328125	-20.83	-131.18	1.00
9114.257813	-20.82	-131.31	1.00
9117.187500	-20.82	-131.44	1.00
9120.117188	-20.82	-131.58	1.00
9123.046875	-20.82	-131.71	1.00
9125.976563	-20.82	-131.84	1.00
9128.906250	-20.82	-131.98	1.00
9131.835938	-20.82	-132.11	1.00
9134.765625	-20.82	-132.24	1.00
9137.695313	-20.81	-132.38	1.00
9140.625000	-20.81	-132.51	0.99
9143.554688	-20.81	-132.64	1.00
9146.484375	-20.81	-132.77	1.00
9149.414063	-20.81	-132.91	1.00
9152.343750	-20.81	-133.04	1.00
9155.273438	-20.81	-133.17	1.00
9158.203125	-20.81	-133.31	1.00
9161.132813	-20.81	-133.44	1.00
9164.062500	-20.81	-133.57	1.00
9166.992188	-20.82	-133.71	1.00
9169.921875	-20.82	-133.84	1.00
9172.851563	-20.82	-133.97	1.00
9175.781250	-20.82	-134.11	1.00
9178.710938	-20.82	-134.24	1.00
9181.640625	-20.82	-134.37	1.00
9184.570313	-20.82	-134.50	1.00
9187.500000	-20.83	-134.63	1.00
9190.429688	-20.83	-134.76	1.00
9193.359375	-20.83	-134.89	1.00
9196.289063	-20.83	-135.02	1.00
9199.218750	-20.83	-135.15	1.00
9202.148438	-20.84	-135.28	1.00
9205.078125	-20.84	-135.41	1.00
9208.007813	-20.84	-135.54	1.00
9210.937500	-20.85	-135.66	1.00
9213.867188	-20.85	-135.79	1.00
9216.796875	-20.85	-135.92	1.00
9219.726563	-20.85	-136.04	1.00
9222.656250	-20.86	-136.17	1.00
9225.585938	-20.86	-136.29	1.00
9228.515625	-20.86	-136.42	1.00
9231.445313	-20.87	-136.54	1.00
9234.375000	-20.87	-136.67	1.00
9237.304688	-20.87	-136.79	1.00
9240.234375	-20.88	-136.92	1.00
9243.164063	-20.88	-137.04	1.00
9246.093750	-20.89	-137.17	1.00
9249.023438	-20.89	-137.29	1.00
9251.953125	-20.89	-137.42	1.00
9254.882813	-20.90	-137.54	1.00
9257.812500	-20.90	-137.66	1.00
9260.742188	-20.91	-137.79	1.00
9263.671875	-20.91	-137.91	1.00
9266.601563	-20.92	-138.03	1.00
9269.531250	-20.92	-138.15	1.00
9272.460938	-20.93	-138.27	1.00
9275.390625	-20.93	-138.38	1.00
9278.320313	-20.94	-138.50	1.00
9281.250000	-20.94	-138.62	1.00
9284.179688	-20.95	-138.74	1.00
9287.109375	-20.95	-138.85	1.00
9290.039063	-20.96	-138.97	1.00
9292.968750	-20.96	-139.08	1.00
9295.898438	-20.97	-139.20	1.00
9298.828125	-20.98	-139.31	1.00
9301.757813	-20.98	-139.42	1.00
9304.687500	-20.99	-139.53	1.00
9307.617188	-20.99	-139.64	1.00
9310.546875	-21.00	-139.75	1.00
9313.476563	-21.00	-139.86	1.00
9316.406250	-21.01	-139.97	1.00
9319.335938	-21.02	-140.08	1.00
9322.265625	-21.02	-140.19	1.00
9325.195313	-21.03	-140.29	1.00
9328.125000	-21.03	-140.40	1.00
9331.054688	-21.04	-140.51	1.00
9333.984375	-21.05	-140.61	1.00
9336.914063	-21.05	-140.72	1.00
9339.843750	-21.06	-140.82	1.00
9342.773438	-21.06	-140.93	1.00
9345.703125	-21.07	-141.03	1.00
9348.632813	-21.08	-141.13	1.00
9351.562500	-21.08	-141.24	1.00
9354.492188	-21.09	-141.34	1.00
9357.421875	-21.09	-141.44	1.00
9360.351563	-21.10	-141.54	1.00
9363.281250	-21.11	-141.64	1.00
9366.210938	-21.11	-141.74	1.00
9369.140625	-21.12	-141.84	1.00
9372.070313	-21.13	-141.94	1.00
9375.000000	-21.13	-142.04	1.00
9377.929688	-21.14	-142.14	1.00
9380.859375	-21.14	-142.24	1.00
9383.789063	-21.15	-142.34	1.00
9386.718750	-21.16	-142.44	1.00
9389.648438	-21.16	-142.53	1.00
9392.578125	-21.17	-142.63	1.00
9395.507813	-21.18	-142.73	1.00
9398.437500	-21.18	-142.82	1.00
9401.367188	-21.19	-142.92	1.00
9404.296875	-21.19	-143.02	1.00
9407.226563	-21.20	-143.11	1.00
9410.156250	-21.21	-143.21	1.00
9413.085938	-21.21	-143.31	1.00
9416.015625	-21.22	-143.40	1.00
9418.945313	-21.22	-143.50	1.00
9421.875000	-21.23	-143.60	1.00
9424.804688	-21.24	-143.69	1.00
9427.734375	-21.24	-143.79	1.00
9430.664063	-21.25	-143.88	1.00
9433.593750	-21.26	-143.98	1.00
9436.523438	-21.26	-144.07	1.00
9439.453125	-21.27	-144.16	1.00
9442.382813	-21.28	-144.25	1.00
9445.312500	-21.28	-144.34	1.00
9448.242188	-21.29	-144.43	1.00
9451.171875	-21.30	-144.52	1.00
9454.101563	-21.30	-144.61	1.00
9457.031250	-21.31	-144.70	1.00
9459.960938	-21.32	-144.78	1.00
9462.890625	-21.32	-144.87	1.00
9465.820313	-21.33	-144.96	1.00
9468.750000	-21.34	-145.05	1.00
9471.679688	-21.34	-145.14	1.00
9474.609375	-21.35	-145.23	1.00
9477.539063	-21.35	-145.32	1.00
9480.468750	-21.36	-145.40	1.00
9483.398438	-21.37	-145.49	1.00
9486.328125	-21.37	-145.58	1.00
9489.257813	-21.38	-145.67	1.00
9492.187500	-21.39	-145.76	1.00
9495.117188	-21.39	-145.85	1.00
9498.046875	-21.40	-145.94	1.00
9500.976563	-21.40	-146.02	1.00
9503.906250	-21.41	-146.11	1.00
9506.835938	-21.42	-146.19	1.00
9509.765625	-21.42	-146.28	1.00
9512.695313	-21.43	-146.36	1.00
9515.625000	-21.44	-146.44	1.00
9518.554688	-21.44	-146.53	1.00
9521.484375	-21.45	-146.61	1.00
9524.414063	-21.46	-146.69	1.00
9527.343750	-21.46	-146.77	1.00
9530.273438	-21.47	-146.85	1.00
9533.203125	-21.48	-146.93	1.00
9536.132813	-21.48	-147.01	1.00
9539.062500	-21.49	-147.09	1.00
9541.992188	-21.49	-147.17	1.00
9544.921875	-21.50	-147.25	1.00
