	SM57_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
17827.148438	-43.11	47.59	1.00
17830.078125	-43.11	47.52	1.00
17833.007813	-43.11	47.44	1.00
17835.937500	-43.11	47.37	1.00
17838.867188	-43.11	47.30	1.00
17841.796875	-43.11	47.23	1.00
17844.726563	-43.11	47.16	1.00
17847.656250	-43.11	47.09	1.00
17850.585938	-43.11	47.02	1.00
17853.515625	-43.11	46.95	1.00
17856.445313	-43.11	46.88	1.00
17859.375000	-43.12	46.81	1.00
17862.304688	-43.12	46.74	1.00
17865.234375	-43.12	46.66	1.00
17868.164063	-43.12	46.59	1.00
17871.093750	-43.12	46.52	1.00
17874.023438	-43.12	46.45	1.00
17876.953125	-43.12	46.38	1.00
17879.882813	-43.12	46.31	1.00
17882.812500	-43.12	46.24	1.00
17885.742188	-43.12	46.17	1.00
17888.671875	-43.12	46.09	1.00
17891.601563	-43.12	46.02	1.00
17894.531250	-43.12	45.95	1.00
17897.460938	-43.12	45.88	1.00
17900.390625	-43.12	45.81	1.00
17903.320313	-43.12	45.73	1.00
17906.250000	-43.12	45.66	1.00
17909.179688	-43.12	45.59	1.00
17912.109375	-43.12	45.52	1.00
17915.039063	-43.12	45.44	1.00
17917.968750	-43.12	45.37	1.00
17920.898438	-43.12	45.30	1.00
17923.828125	-43.12	45.22	1.00
17926.757813	-43.12	45.15	1.00
17929.687500	-43.12	45.08	1.00
17932.617188	-43.12	45.01	1.00
17935.546875	-43.12	44.93	1.00
17938.476563	-43.12	44.86	1.00
17941.406250	-43.12	44.79	1.00
17944.335938	-43.12	44.71	1.00
17947.265625	-43.11	44.64	1.00
17950.195313	-43.11	44.57	1.00
17953.125000	-43.11	44.50	1.00
17956.054688	-43.11	44.42	1.00
17958.984375	-43.11	44.35	1.00
17961.914063	-43.11	44.28	1.00
17964.843750	-43.11	44.20	1.00
17967.773438	-43.11	44.13	1.00
17970.703125	-43.11	44.06	1.00
17973.632813	-43.11	43.98	1.00
17976.562500	-43.11	43.91	1.00
17979.492188	-43.11	43.84	1.00
17982.421875	-43.11	43.76	1.00
17985.351563	-43.11	43.69	1.00
17988.281250	-43.11	43.62	1.00
17991.210938	-43.11	43.54	1.00
17994.140625	-43.11	43.47	1.00
17997.070313	-43.11	43.39	1.00
18000.000000	-43.11	43.32	1.00
18002.929688	-43.11	43.25	1.00
18005.859375	-43.11	43.18	1.00
18008.789063	-43.11	43.10	1.00
18011.718750	-43.10	43.03	1.00
18014.648438	-43.10	42.96	1.00
18017.578125	-43.10	42.88	1.00
18020.507813	-43.10	42.81	1.00
18023.437500	-43.10	42.74	1.00
18026.367188	-43.10	42.66	1.00
18029.296875	-43.10	42.59	1.00
18032.226563	-43.10	42.51	1.00
18035.156250	-43.10	42.44	1.00
18038.085938	-43.10	42.37	1.00
18041.015625	-43.10	42.29	1.00
18043.945313	-43.09	42.22	1.00
18046.875000	-43.09	42.14	1.00
18049.804688	-43.09	42.07	1.00
18052.734375	-43.09	41.99	1.00
18055.664063	-43.09	41.92	1.00
18058.593750	-43.09	41.84	1.00
18061.523438	-43.09	41.76	1.00
18064.453125	-43.09	41.69	1.00
18067.382813	-43.09	41.61	1.00
18070.312500	-43.08	41.54	1.00
18073.242188	-43.08	41.46	1.00
18076.171875	-43.08	41.38	1.00
18079.101563	-43.08	41.31	1.00
18082.031250	-43.08	41.23	1.00
18084.960938	-43.08	41.15	1.00
18087.890625	-43.08	41.08	1.00
18090.820313	-43.08	41.00	1.00
18093.750000	-43.08	40.92	1.00
18096.679688	-43.07	40.85	1.00
18099.609375	-43.07	40.77	1.00
18102.539063	-43.07	40.69	1.00
18105.468750	-43.07	40.61	1.00
18108.398438	-43.07	40.54	1.00
18111.328125	-43.07	40.46	1.00
18114.257813	-43.07	40.39	1.00
18117.187500	-43.07	40.31	1.00
18120.117188	-43.07	40.23	1.00
18123.046875	-43.06	40.16	1.00
18125.976563	-43.06	40.08	1.00
18128.906250	-43.06	40.01	1.00
18131.835938	-43.06	39.93	1.00
18134.765625	-43.06	39.86	1.00
18137.695313	-43.06	39.78	1.00
18140.625000	-43.06	39.71	1.00
18143.554688	-43.06	39.63	1.00
18146.484375	-43.06	39.56	1.00
18149.414063	-43.05	39.49	1.00
18152.343750	-43.05	39.41	1.00
18155.273438	-43.05	39.34	1.00
18158.203125	-43.05	39.27	1.00
18161.132813	-43.05	39.19	1.00
18164.062500	-43.05	39.12	1.00
18166.992188	-43.05	39.05	1.00
18169.921875	-43.04	38.97	1.00
18172.851563	-43.04	38.90	1.00
18175.781250	-43.04	38.82	1.00
18178.710938	-43.04	38.75	1.00
18181.640625	-43.04	38.68	1.00
18184.570313	-43.04	38.60	1.00
18187.500000	-43.03	38.53	1.00
18190.429688	-43.03	38.46	1.00
18193.359375	-43.03	38.38	1.00
18196.289063	-43.03	38.31	1.00
18199.218750	-43.03	38.24	1.00
18202.148438	-43.02	38.16	1.00
18205.078125	-43.02	38.09	1.00
18208.007813	-43.02	38.01	1.00
18210.937500	-43.02	37.94	1.00
18213.867188	-43.02	37.86	1.00
18216.796875	-43.01	37.79	1.00
18219.726563	-43.01	37.71	1.00
18222.656250	-43.01	37.64	1.00
18225.585938	-43.01	37.56	1.00
18228.515625	-43.01	37.49	1.00
18231.445313	-43.00	37.41	1.00
18234.375000	-43.00	37.34	1.00
18237.304688	-43.00	37.26	1.00
18240.234375	-43.00	37.19	1.00
18243.164063	-43.00	37.11	1.00
18246.093750	-42.99	37.04	1.00
18249.023438	-42.99	36.96	1.00
18251.953125	-42.99	36.88	1.00
18254.882813	-42.99	36.81	1.00
18257.812500	-42.98	36.73	1.00
18260.742188	-42.98	36.66	1.00
18263.671875	-42.98	36.58	1.00
18266.601563	-42.98	36.51	1.00
18269.531250	-42.97	36.43	1.00
18272.460938	-42.97	36.36	1.00
18275.390625	-42.97	36.28	1.00
18278.320313	-42.97	36.21	1.00
18281.250000	-42.97	36.13	1.00
18284.179688	-42.96	36.05	1.00
18287.109375	-42.96	35.98	1.00
18290.039063	-42.96	35.90	1.00
18292.968750	-42.96	35.83	1.00
18295.898438	-42.95	35.75	1.00
18298.828125	-42.95	35.67	1.00
18301.757813	-42.95	35.60	1.00
18304.687500	-42.94	35.52	1.00
18307.617188	-42.94	35.44	1.00
18310.546875	-42.94	35.37	1.00
18313.476563	-42.94	35.29	1.00
18316.406250	-42.93	35.22	1.00
18319.335938	-42.93	35.14	1.00
18322.265625	-42.93	35.06	1.00
18325.195313	-42.93	34.99	1.00
18328.125000	-42.92	34.91	1.00
18331.054688	-42.92	34.84	1.00
18333.984375	-42.92	34.76	1.00
18336.914063	-42.91	34.68	1.00
18339.843750	-42.91	34.61	1.00
18342.773438	-42.91	34.53	1.00
18345.703125	-42.90	34.45	1.00
18348.632813	-42.90	34.38	1.00
18351.562500	-42.90	34.30	1.00
18354.492188	-42.90	34.22	1.00
18357.421875	-42.89	34.15	1.00
18360.351563	-42.89	34.07	1.00
18363.281250	-42.89	33.99	1.00
18366.210938	-42.88	33.91	1.00
18369.140625	-42.88	33.84	1.00
18372.070313	-42.88	33.76	1.00
18375.000000	-42.87	33.68	1.00
18377.929688	-42.87	33.61	1.00
18380.859375	-42.87	33.53	1.00
18383.789063	-42.86	33.45	1.00
18386.718750	-42.86	33.38	1.00
18389.648438	-42.85	33.30	1.00
18392.578125	-42.85	33.22	1.00
18395.507813	-42.85	33.15	1.00
18398.437500	-42.84	33.07	1.00
18401.367188	-42.84	32.99	1.00
18404.296875	-42.83	32.91	1.00
18407.226563	-42.83	32.83	1.00
18410.156250	-42.83	32.76	1.00
18413.085938	-42.82	32.68	1.00
18416.015625	-42.82	32.60	1.00
18418.945313	-42.81	32.52	1.00
18421.875000	-42.81	32.44	1.00
18424.804688	-42.81	32.36	1.00
18427.734375	-42.80	32.28	1.00
18430.664063	-42.80	32.20	1.00
18433.593750	-42.79	32.12	1.00
18436.523438	-42.79	32.03	1.00
18439.453125	-42.78	31.95	1.00
18442.382813	-42.78	31.87	1.00
18445.312500	-42.78	31.79	1.00
18448.242188	-42.77	31.71	1.00
18451.171875	-42.77	31.62	1.00
18454.101563	-42.76	31.54	1.00
18457.031250	-42.76	31.46	1.00
18459.960938	-42.75	31.37	1.00
18462.890625	-42.75	31.29	1.00
18465.820313	-42.74	31.20	1.00
18468.750000	-42.74	31.12	1.00
18471.679688	-42.73	31.04	1.00
18474.609375	-42.73	30.95	1.00
18477.539063	-42.72	30.86	1.00
18480.468750	-42.72	30.78	1.00
18483.398438	-42.71	30.69	1.00
18486.328125	-42.71	30.61	1.00
18489.257813	-42.70	30.52	1.00
18492.187500	-42.70	30.43	1.00
18495.117188	-42.69	30.35	1.00
18498.046875	-42.69	30.26	1.00
18500.976563	-42.68	30.17	1.00
18503.906250	-42.68	30.08	1.00
18506.835938	-42.67	30.00	1.00
18509.765625	-42.67	29.91	1.00
18512.695313	-42.66	29.82	1.00
18515.625000	-42.66	29.73	1.00
18518.554688	-42.65	29.64	1.00
18521.484375	-42.65	29.55	1.00
18524.414063	-42.64	29.46	1.00
18527.343750	-42.64	29.37	1.00
18530.273438	-42.63	29.28	1.00
18533.203125	-42.63	29.19	1.00
18536.132813	-42.62	29.10	1.00
18539.062500	-42.62	29.01	1.00
18541.992188	-42.61	28.92	1.00
18544.921875	-42.60	28.83	1.00
18547.851563	-42.60	28.74	1.00
18550.781250	-42.59	28.64	1.00
18553.710938	-42.59	28.55	1.00
18556.640625	-42.58	28.46	1.00
18559.570313	-42.58	28.37	1.00
18562.500000	-42.57	28.28	1.00
18565.429688	-42.57	28.18	1.00
18568.359375	-42.56	28.09	1.00
18571.289063	-42.55	28.00	1.00
18574.218750	-42.55	27.90	1.00
18577.148438	-42.54	27.81	1.00
18580.078125	-42.54	27.72	1.00
18583.007813	-42.53	27.62	1.00
18585.937500	-42.53	27.53	1.00
18588.867188	-42.52	27.44	1.00
18591.796875	-42.51	27.34	1.00
18594.726563	-42.51	27.25	1.00
18597.656250	-42.50	27.15	1.00
18600.585938	-42.50	27.06	1.00
18603.515625	-42.49	26.96	1.00
18606.445313	-42.48	26.87	1.00
18609.375000	-42.48	26.77	1.00
18612.304688	-42.47	26.68	1.00
18615.234375	-42.46	26.58	1.00
18618.164063	-42.46	26.48	1.00
18621.093750	-42.45	26.39	1.00
18624.023438	-42.45	26.29	1.00
18626.953125	-42.44	26.19	1.00
18629.882813	-42.43	26.10	1.00
18632.812500	-42.43	26.00	1.00
18635.742188	-42.42	25.90	1.00
18638.671875	-42.41	25.80	1.00
18641.601563	-42.41	25.70	1.00
18644.531250	-42.40	25.60	1.00
18647.460938	-42.39	25.50	1.00
18650.390625	-42.39	25.40	1.00
18653.320313	-42.38	25.30	1.00
18656.250000	-42.37	25.20	1.00
18659.179688	-42.37	25.10	1.00
18662.109375	-42.36	25.00	1.00
18665.039063	-42.35	24.90	1.00
18667.968750	-42.35	24.80	1.00
18670.898438	-42.34	24.69	1.00
18673.828125	-42.33	24.59	1.00
18676.757813	-42.33	24.49	1.00
18679.687500	-42.32	24.38	1.00
18682.617188	-42.31	24.28	1.00
18685.546875	-42.31	24.18	1.00
18688.476563	-42.30	24.07	1.00
18691.406250	-42.29	23.97	1.00
18694.335938	-42.29	23.86	1.00
18697.265625	-42.28	23.76	1.00
18700.195313	-42.27	23.66	1.00
18703.125000	-42.26	23.55	1.00
18706.054688	-42.26	23.44	1.00
18708.984375	-42.25	23.34	1.00
18711.914063	-42.24	23.23	1.00
18714.843750	-42.24	23.13	1.00
18717.773438	-42.23	23.02	1.00
18720.703125	-42.22	22.91	1.00
18723.632813	-42.22	22.81	1.00
18726.562500	-42.21	22.70	1.00
18729.492188	-42.20	22.59	1.00
18732.421875	-42.19	22.48	1.00
18735.351563	-42.19	22.37	1.00
18738.281250	-42.18	22.26	1.00
18741.210938	-42.17	22.15	1.00
18744.140625	-42.17	22.04	1.00
18747.070313	-42.16	21.93	1.00
18750.000000	-42.15	21.82	1.00
18752.929688	-42.14	21.71	1.00
18755.859375	-42.14	21.60	1.00
18758.789063	-42.13	21.49	1.00
18761.718750	-42.12	21.38	1.00
18764.648438	-42.11	21.27	1.00
18767.578125	-42.11	21.16	1.00
18770.507813	-42.10	21.05	1.00
18773.437500	-42.09	20.94	1.00
18776.367188	-42.09	20.83	1.00
18779.296875	-42.08	20.72	1.00
18782.226563	-42.07	20.61	1.00
18785.156250	-42.06	20.50	1.00
18788.085938	-42.06	20.39	1.00
18791.015625	-42.05	20.27	1.00
18793.945313	-42.04	20.16	1.00
18796.875000	-42.03	20.05	1.00
18799.804688	-42.03	19.94	1.00
18802.734375	-42.02	19.82	1.00
18805.664063	-42.01	19.71	1.00
18808.593750	-42.00	19.60	1.00
18811.523438	-42.00	19.48	1.00
18814.453125	-41.99	19.37	1.00
18817.382813	-41.98	19.25	1.00
18820.312500	-41.97	19.14	1.00
18823.242188	-41.97	19.02	1.00
18826.171875	-41.96	18.91	1.00
18829.101563	-41.95	18.79	1.00
18832.031250	-41.94	18.68	1.00
18834.960938	-41.93	18.56	1.00
18837.890625	-41.93	18.44	1.00
18840.820313	-41.92	18.33	1.00
18843.750000	-41.91	18.21	1.00
18846.679688	-41.90	18.09	1.00
18849.609375	-41.89	17.97	1.00
18852.539063	-41.89	17.85	1.00
18855.468750	-41.88	17.74	1.00
18858.398438	-41.87	17.62	1.00
18861.328125	-41.86	17.50	1.00
18864.257813	-41.85	17.37	1.00
18867.187500	-41.85	17.25	1.00
18870.117188	-41.84	17.13	1.00
18873.046875	-41.83	17.01	1.00
18875.976563	-41.82	16.89	1.00
18878.906250	-41.81	16.76	1.00
18881.835938	-41.81	16.64	1.00
18884.765625	-41.80	16.52	1.00
18887.695313	-41.79	16.40	1.00
18890.625000	-41.78	16.27	1.00
18893.554688	-41.77	16.15	1.00
18896.484375	-41.77	16.02	1.00
18899.414063	-41.76	15.90	1.00
18902.343750	-41.75	15.77	1.00
18905.273438	-41.74	15.65	1.00
18908.203125	-41.73	15.52	1.00
18911.132813	-41.73	15.40	1.00
18914.062500	-41.72	15.27	1.00
18916.992188	-41.71	15.15	1.00
18919.921875	-41.70	15.02	1.00
18922.851563	-41.69	14.89	1.00
18925.781250	-41.68	14.76	1.00
18928.710938	-41.68	14.64	1.00
18931.640625	-41.67	14.51	1.00
18934.570313	-41.66	14.38	1.00
18937.500000	-41.65	14.25	1.00
18940.429688	-41.64	14.12	1.00
18943.359375	-41.63	13.99	1.00
18946.289063	-41.63	13.86	1.00
18949.218750	-41.62	13.73	1.00
18952.148438	-41.61	13.60	1.00
18955.078125	-41.60	13.46	1.00
18958.007813	-41.59	13.33	1.00
18960.937500	-41.58	13.20	1.00
18963.867188	-41.57	13.06	1.00
18966.796875	-41.56	12.93	1.00
18969.726563	-41.56	12.80	1.00
18972.656250	-41.55	12.66	1.00
18975.585938	-41.54	12.52	1.00
18978.515625	-41.53	12.39	1.00
18981.445313	-41.52	12.25	1.00
18984.375000	-41.51	12.11	1.00
18987.304688	-41.50	11.97	1.00
18990.234375	-41.49	11.83	1.00
18993.164063	-41.48	11.69	1.00
18996.093750	-41.47	11.55	1.00
18999.023438	-41.47	11.40	1.00
19001.953125	-41.46	11.26	1.00
19004.882813	-41.45	11.12	1.00
19007.812500	-41.44	10.97	1.00
19010.742188	-41.43	10.82	1.00
19013.671875	-41.42	10.68	1.00
19016.601563	-41.41	10.53	1.00
19019.531250	-41.40	10.38	1.00
19022.460938	-41.39	10.23	1.00
19025.390625	-41.38	10.08	1.00
19028.320313	-41.38	9.93	1.00
19031.250000	-41.37	9.78	1.00
19034.179688	-41.36	9.63	1.00
19037.109375	-41.35	9.48	1.00
19040.039063	-41.34	9.33	1.00
19042.968750	-41.33	9.17	1.00
19045.898438	-41.32	9.02	1.00
19048.828125	-41.31	8.87	1.00
19051.757813	-41.30	8.71	1.00
19054.687500	-41.29	8.56	1.00
19057.617188	-41.29	8.40	1.00
19060.546875	-41.28	8.24	1.00
19063.476563	-41.27	8.09	1.00
19066.406250	-41.26	7.93	1.00
19069.335938	-41.25	7.77	1.00
19072.265625	-41.24	7.61	1.00
19075.195313	-41.23	7.45	1.00
19078.125000	-41.22	7.29	1.00
19081.054688	-41.21	7.13	1.00
19083.984375	-41.20	6.97	1.00
19086.914063	-41.19	6.81	1.00
19089.843750	-41.18	6.65	1.00
19092.773438	-41.17	6.48	1.00
19095.703125	-41.16	6.32	1.00
19098.632813	-41.15	6.15	1.00
19101.562500	-41.15	5.99	1.00
19104.492188	-41.14	5.82	1.00
19107.421875	-41.13	5.65	1.00
19110.351563	-41.12	5.49	1.00
19113.281250	-41.11	5.32	1.00
19116.210938	-41.10	5.15	1.00
19119.140625	-41.09	4.97	1.00
19122.070313	-41.08	4.80	1.00
19125.000000	-41.07	4.63	1.00
19127.929688	-41.06	4.46	1.00
19130.859375	-41.05	4.28	1.00
19133.789063	-41.04	4.11	1.00
19136.718750	-41.03	3.93	1.00
19139.648438	-41.02	3.75	1.00
19142.578125	-41.01	3.57	1.00
19145.507813	-41.00	3.39	1.00
19148.437500	-40.99	3.21	1.00
19151.367188	-40.98	3.03	1.00
19154.296875	-40.97	2.85	1.00
19157.226563	-40.96	2.67	1.00
19160.156250	-40.95	2.48	1.00
19163.085938	-40.94	2.30	1.00
19166.015625	-40.93	2.11	1.00
19168.945313	-40.92	1.92	1.00
19171.875000	-40.91	1.73	1.00
19174.804688	-40.90	1.54	1.00
19177.734375	-40.89	1.35	1.00
19180.664063	-40.87	1.16	1.00
19183.593750	-40.86	0.96	1.00
19186.523438	-40.85	0.77	1.00
19189.453125	-40.84	0.57	1.00
19192.382813	-40.83	0.37	1.00
19195.312500	-40.82	0.18	1.00
19198.242188	-40.81	-0.02	1.00
19201.171875	-40.80	-0.23	1.00
19204.101563	-40.79	-0.43	1.00
19207.031250	-40.78	-0.63	1.00
19209.960938	-40.77	-0.84	1.00
19212.890625	-40.76	-1.04	1.00
19215.820313	-40.75	-1.25	1.00
19218.750000	-40.74	-1.46	1.00
19221.679688	-40.73	-1.67	1.00
19224.609375	-40.71	-1.88	1.00
19227.539063	-40.70	-2.09	1.00
19230.468750	-40.69	-2.30	1.00
19233.398438	-40.68	-2.52	1.00
19236.328125	-40.67	-2.73	1.00
19239.257813	-40.66	-2.95	1.00
19242.187500	-40.65	-3.17	1.00
19245.117188	-40.64	-3.40	1.00
19248.046875	-40.62	-3.62	1.00
19250.976563	-40.61	-3.84	1.00
19253.906250	-40.60	-4.07	1.00
19256.835938	-40.59	-4.30	1.00
19259.765625	-40.58	-4.53	1.00
19262.695313	-40.57	-4.76	1.00
19265.625000	-40.56	-4.99	1.00
19268.554688	-40.54	-5.23	1.00
19271.484375	-40.53	-5.46	1.00
19274.414063	-40.52	-5.70	1.00
19277.343750	-40.51	-5.94	1.00
19280.273438	-40.50	-6.19	1.00
19283.203125	-40.49	-6.43	1.00
19286.132813	-40.47	-6.67	1.00
19289.062500	-40.46	-6.92	1.00
19291.992188	-40.45	-7.17	1.00
19294.921875	-40.44	-7.42	1.00
19297.851563	-40.43	-7.68	1.00
19300.781250	-40.41	-7.93	1.00
19303.710938	-40.40	-8.19	1.00
19306.640625	-40.39	-8.45	1.00
19309.570313	-40.38	-8.71	1.00
19312.500000	-40.36	-8.98	1.00
19315.429688	-40.35	-9.24	1.00
19318.359375	-40.34	-9.51	1.00
19321.289063	-40.33	-9.78	1.00
19324.218750	-40.32	-10.06	1.00
19327.148438	-40.30	-10.33	1.00
19330.078125	-40.29	-10.61	1.00
19333.007813	-40.28	-10.89	1.00
19335.937500	-40.27	-11.17	1.00
19338.867188	-40.25	-11.46	1.00
19341.796875	-40.24	-11.74	1.00
19344.726563	-40.23	-12.03	1.00
19347.656250	-40.21	-12.33	1.00
19350.585938	-40.20	-12.62	1.00
19353.515625	-40.19	-12.92	1.00
19356.445313	-40.18	-13.22	1.00
19359.375000	-40.16	-13.53	1.00
19362.304688	-40.15	-13.84	1.00
19365.234375	-40.14	-14.15	1.00
19368.164063	-40.12	-14.46	1.00
19371.093750	-40.11	-14.78	1.00
19374.023438	-40.10	-15.10	1.00
19376.953125	-40.08	-15.42	1.00
19379.882813	-40.07	-15.75	1.00
19382.812500	-40.06	-16.07	1.00
19385.742188	-40.04	-16.41	1.00
19388.671875	-40.03	-16.74	1.00
19391.601563	-40.02	-17.08	1.00
19394.531250	-40.00	-17.43	1.00
19397.460938	-39.99	-17.78	1.00
19400.390625	-39.98	-18.13	1.00
19403.320313	-39.96	-18.48	1.00
19406.250000	-39.95	-18.84	1.00
19409.179688	-39.93	-19.20	1.00
19412.109375	-39.92	-19.57	1.00
19415.039063	-39.91	-19.94	1.00
19417.968750	-39.89	-20.31	1.00
19420.898438	-39.88	-20.69	1.00
19423.828125	-39.87	-21.08	1.00
19426.757813	-39.85	-21.46	1.00
19429.687500	-39.84	-21.85	1.00
19432.617188	-39.82	-22.25	1.00
19435.546875	-39.81	-22.65	1.00
19438.476563	-39.80	-23.05	1.00
19441.406250	-39.78	-23.46	1.00
19444.335938	-39.77	-23.87	1.00
19447.265625	-39.75	-24.28	1.00
19450.195313	-39.74	-24.71	1.00
19453.125000	-39.73	-25.13	1.00
19456.054688	-39.71	-25.56	1.00
19458.984375	-39.70	-26.00	1.00
19461.914063	-39.68	-26.44	1.00
19464.843750	-39.67	-26.89	1.00
19467.773438	-39.65	-27.34	1.00
19470.703125	-39.64	-27.79	1.00
19473.632813	-39.62	-28.25	1.00
19476.562500	-39.61	-28.72	1.00
19479.492188	-39.60	-29.19	1.00
19482.421875	-39.58	-29.67	1.00
19485.351563	-39.57	-30.15	1.00
19488.281250	-39.55	-30.64	1.00
19491.210938	-39.54	-31.13	1.00
19494.140625	-39.52	-31.63	1.00
19497.070313	-39.51	-32.14	1.00
19500.000000	-39.49	-32.65	1.00
19502.929688	-39.48	-33.17	1.00
19505.859375	-39.46	-33.69	1.00
19508.789063	-39.45	-34.22	1.00
19511.718750	-39.43	-34.76	1.00
19514.648438	-39.42	-35.30	1.00
19517.578125	-39.40	-35.85	1.00
19520.507813	-39.39	-36.41	1.00
19523.437500	-39.37	-36.97	1.00
19526.367188	-39.36	-37.54	1.00
19529.296875	-39.34	-38.12	1.00
19532.226563	-39.33	-38.70	1.00
19535.156250	-39.31	-39.29	1.00
19538.085938	-39.30	-39.88	1.00
19541.015625	-39.28	-40.49	1.00
19543.945313	-39.26	-41.10	1.00
19546.875000	-39.25	-41.71	1.00
19549.804688	-39.23	-42.33	1.00
19552.734375	-39.22	-42.96	1.00
19555.664063	-39.20	-43.60	1.00
19558.593750	-39.19	-44.24	1.00
19561.523438	-39.17	-44.89	1.00
19564.453125	-39.16	-45.55	1.00
19567.382813	-39.14	-46.21	1.00
19570.312500	-39.12	-46.89	1.00
19573.242188	-39.11	-47.56	1.00
19576.171875	-39.09	-48.25	1.00
19579.101563	-39.08	-48.94	1.00
19582.031250	-39.06	-49.64	1.00
19584.960938	-39.05	-50.34	1.00
19587.890625	-39.03	-51.06	1.00
19590.820313	-39.01	-51.77	1.00
19593.750000	-39.00	-52.50	1.00
19596.679688	-38.98	-53.23	1.00
19599.609375	-38.96	-53.97	1.00
19602.539063	-38.95	-54.71	1.00
19605.468750	-38.93	-55.46	1.00
19608.398438	-38.92	-56.21	1.00
19611.328125	-38.90	-56.97	1.00
19614.257813	-38.88	-57.74	1.00
19617.187500	-38.87	-58.51	1.00
19620.117188	-38.85	-59.29	1.00
19623.046875	-38.83	-60.07	1.00
19625.976563	-38.82	-60.86	1.00
19628.906250	-38.80	-61.65	1.00
19631.835938	-38.78	-62.45	1.00
19634.765625	-38.77	-63.25	1.00
19637.695313	-38.75	-64.06	1.00
19640.625000	-38.73	-64.87	1.00
19643.554688	-38.72	-65.68	1.00
19646.484375	-38.70	-66.50	1.00
19649.414063	-38.68	-67.32	1.00
19652.343750	-38.67	-68.15	1.00
19655.273438	-38.65	-68.98	1.00
19658.203125	-38.63	-69.81	1.00
19661.132813	-38.62	-70.65	1.00
19664.062500	-38.60	-71.48	1.00
19666.992188	-38.58	-72.32	1.00
19669.921875	-38.56	-73.16	1.00
19672.851563	-38.55	-74.01	1.00
19675.781250	-38.53	-74.85	1.00
19678.710938	-38.51	-75.70	1.00
19681.640625	-38.50	-76.54	1.00
19684.570313	-38.48	-77.39	1.00
19687.500000	-38.46	-78.23	1.00
19690.429688	-38.44	-79.08	1.00
19693.359375	-38.43	-79.92	1.00
19696.289063	-38.41	-80.77	1.00
19699.218750	-38.39	-81.61	1.00
19702.148438	-38.37	-82.45	1.00
19705.078125	-38.36	-83.29	1.00
19708.007813	-38.34	-84.13	1.00
19710.937500	-38.32	-84.97	1.00
19713.867188	-38.30	-85.80	1.00
19716.796875	-38.28	-86.63	1.00
19719.726563	-38.27	-87.46	1.00
19722.656250	-38.25	-88.28	1.00
19725.585938	-38.23	-89.10	1.00
19728.515625	-38.21	-89.92	1.00
19731.445313	-38.19	-90.74	1.00
19734.375000	-38.18	-91.55	1.00
19737.304688	-38.16	-92.35	1.00
19740.234375	-38.14	-93.15	1.00
19743.164063	-38.12	-93.95	1.00
19746.093750	-38.10	-94.74	1.00
19749.023438	-38.08	-95.53	1.00
19751.953125	-38.07	-96.31	1.00
19754.882813	-38.05	-97.09	1.00
19757.812500	-38.03	-97.86	1.00
19760.742188	-38.01	-98.62	1.00
19763.671875	-37.99	-99.38	1.00
19766.601563	-37.97	-100.13	1.00
19769.531250	-37.96	-100.88	1.00
19772.460938	-37.94	-101.62	1.00
19775.390625	-37.92	-102.35	1.00
19778.320313	-37.90	-103.08	1.00
19781.250000	-37.88	-103.80	1.00
19784.179688	-37.86	-104.51	1.00
19787.109375	-37.84	-105.22	1.00
19790.039063	-37.82	-105.92	1.00
19792.968750	-37.80	-106.61	1.00
19795.898438	-37.78	-107.30	1.00
19798.828125	-37.77	-107.98	1.00
19801.757813	-37.75	-108.65	1.00
19804.687500	-37.73	-109.32	1.00
19807.617188	-37.71	-109.98	1.00
19810.546875	-37.69	-110.63	1.00
19813.476563	-37.67	-111.28	1.00
19816.406250	-37.65	-111.91	1.00
19819.335938	-37.63	-112.54	1.00
19822.265625	-37.61	-113.17	1.00
19825.195313	-37.59	-113.79	1.00
19828.125000	-37.57	-114.40	1.00
19831.054688	-37.55	-115.00	1.00
19833.984375	-37.53	-115.59	1.00
19836.914063	-37.51	-116.18	1.00
19839.843750	-37.49	-116.77	1.00
19842.773438	-37.47	-117.34	1.00
19845.703125	-37.45	-117.91	1.00
19848.632813	-37.43	-118.47	1.00
19851.562500	-37.41	-119.03	1.00
19854.492188	-37.39	-119.58	1.00
19857.421875	-37.37	-120.12	1.00
19860.351563	-37.35	-120.66	1.00
19863.281250	-37.33	-121.19	1.00
19866.210938	-37.30	-121.71	1.00
19869.140625	-37.28	-122.23	1.00
19872.070313	-37.26	-122.74	1.00
19875.000000	-37.24	-123.25	1.00
19877.929688	-37.22	-123.74	1.00
19880.859375	-37.20	-124.24	1.00
19883.789063	-37.18	-124.72	1.00
19886.718750	-37.16	-125.21	1.00
19889.648438	-37.13	-125.68	1.00
19892.578125	-37.11	-126.15	1.00
19895.507813	-37.09	-126.62	1.00
19898.437500	-37.07	-127.08	1.00
19901.367188	-37.05	-127.53	1.00
19904.296875	-37.03	-127.98	1.00
19907.226563	-37.01	-128.42	1.00
19910.156250	-36.98	-128.86	1.00
19913.085938	-36.96	-129.29	1.00
19916.015625	-36.94	-129.72	1.00
19918.945313	-36.92	-130.15	1.00
19921.875000	-36.90	-130.57	1.00
19924.804688	-36.87	-130.98	1.00
19927.734375	-36.85	-131.39	1.00
19930.664063	-36.83	-131.80	1.00
19933.593750	-36.81	-132.20	1.00
19936.523438	-36.78	-132.59	1.00
