	ECM8000_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
8674.804688	-2.40	-42.21	1.00
8677.734375	-2.40	-42.23	1.00
8680.664063	-2.40	-42.25	1.00
8683.593750	-2.41	-42.26	1.00
8686.523438	-2.41	-42.28	1.00
8689.453125	-2.41	-42.30	1.00
8692.382813	-2.42	-42.31	1.00
8695.312500	-2.42	-42.32	1.00
8698.242188	-2.42	-42.34	1.00
8701.171875	-2.43	-42.35	1.00
8704.101563	-2.43	-42.36	1.00
8707.031250	-2.43	-42.37	1.00
8709.960938	-2.44	-42.38	1.00
8712.890625	-2.44	-42.39	1.00
8715.820313	-2.44	-42.40	1.00
8718.750000	-2.44	-42.41	1.00
8721.679688	-2.45	-42.42	1.00
8724.609375	-2.45	-42.43	1.00
8727.539063	-2.45	-42.44	1.00
8730.468750	-2.46	-42.45	1.00
8733.398438	-2.46	-42.46	1.00
8736.328125	-2.46	-42.47	1.00
8739.257813	-2.46	-42.48	1.00
8742.187500	-2.47	-42.49	1.00
8745.117188	-2.47	-42.50	1.00
8748.046875	-2.47	-42.51	1.00
8750.976563	-2.47	-42.51	1.00
8753.906250	-2.48	-42.52	1.00
8756.835938	-2.48	-42.52	1.00
8759.765625	-2.48	-42.53	1.00
8762.695313	-2.48	-42.53	1.00
8765.625000	-2.49	-42.53	1.00
8768.554688	-2.49	-42.53	1.00
8771.484375	-2.49	-42.54	1.00
8774.414063	-2.49	-42.54	1.00
8777.343750	-2.49	-42.54	1.00
8780.273438	-2.50	-42.55	1.00
8783.203125	-2.50	-42.55	1.00
8786.132813	-2.50	-42.55	1.00
8789.062500	-2.50	-42.56	1.00
8791.992188	-2.50	-42.57	1.00
8794.921875	-2.50	-42.57	1.00
8797.851563	-2.50	-42.58	1.00
8800.781250	-2.51	-42.58	1.00
8803.710938	-2.51	-42.59	1.00
8806.640625	-2.51	-42.59	1.00
8809.570313	-2.51	-42.59	1.00
8812.500000	-2.51	-42.59	1.00
8815.429688	-2.51	-42.59	1.00
8818.359375	-2.52	-42.60	1.00
8821.289063	-2.52	-42.60	1.00
8824.218750	-2.52	-42.59	1.00
8827.148438	-2.52	-42.59	1.00
8830.078125	-2.52	-42.59	1.00
8833.007813	-2.52	-42.59	1.00
8835.937500	-2.52	-42.59	1.00
8838.867188	-2.52	-42.58	1.00
8841.796875	-2.52	-42.58	1.00
8844.726563	-2.52	-42.58	1.00
8847.656250	-2.52	-42.57	1.00
8850.585938	-2.52	-42.57	1.00
8853.515625	-2.52	-42.56	1.00
8856.445313	-2.52	-42.56	1.00
8859.375000	-2.52	-42.55	1.00
8862.304688	-2.52	-42.55	1.00
8865.234375	-2.52	-42.55	1.00
8868.164063	-2.52	-42.54	1.00
8871.093750	-2.52	-42.54	1.00
8874.023438	-2.52	-42.54	1.00
8876.953125	-2.52	-42.54	1.00
8879.882813	-2.52	-42.54	1.00
8882.812500	-2.51	-42.55	1.00
8885.742188	-2.51	-42.55	1.00
8888.671875	-2.51	-42.55	1.00
8891.601563	-2.51	-42.55	1.00
8894.531250	-2.51	-42.56	1.00
8897.460938	-2.51	-42.56	1.00
8900.390625	-2.51	-42.57	1.00
8903.320313	-2.50	-42.57	1.00
8906.250000	-2.50	-42.57	1.00
8909.179688	-2.50	-42.58	1.00
8912.109375	-2.50	-42.58	1.00
8915.039063	-2.50	-42.59	1.00
8917.968750	-2.50	-42.59	1.00
8920.898438	-2.50	-42.59	1.00
8923.828125	-2.49	-42.60	1.00
8926.757813	-2.49	-42.60	1.00
8929.687500	-2.49	-42.60	1.00
8932.617188	-2.49	-42.61	1.00
8935.546875	-2.49	-42.61	1.00
8938.476563	-2.48	-42.62	1.00
8941.406250	-2.48	-42.62	1.00
8944.335938	-2.48	-42.63	1.00
8947.265625	-2.48	-42.64	1.00
8950.195313	-2.47	-42.64	1.00
8953.125000	-2.47	-42.65	1.00
8956.054688	-2.47	-42.66	1.00
8958.984375	-2.47	-42.67	1.00
8961.914063	-2.47	-42.67	1.00
8964.843750	-2.46	-42.68	1.00
8967.773438	-2.46	-42.69	1.00
8970.703125	-2.46	-42.70	1.00
8973.632813	-2.46	-42.71	1.00
8976.562500	-2.45	-42.72	1.00
8979.492188	-2.45	-42.73	1.00
8982.421875	-2.45	-42.74	1.00
8985.351563	-2.45	-42.75	1.00
8988.281250	-2.44	-42.76	1.00
8991.210938	-2.44	-42.77	1.00
8994.140625	-2.44	-42.78	1.00
8997.070313	-2.44	-42.79	1.00
9000.000000	-2.43	-42.80	1.00
9002.929688	-2.43	-42.81	1.00
9005.859375	-2.43	-42.83	1.00
9008.789063	-2.43	-42.84	1.00
9011.718750	-2.42	-42.86	1.00
9014.648438	-2.42	-42.87	1.00
9017.578125	-2.42	-42.89	1.00
9020.507813	-2.42	-42.90	1.00
9023.437500	-2.42	-42.92	1.00
9026.367188	-2.41	-42.93	1.00
9029.296875	-2.41	-42.95	1.00
9032.226563	-2.41	-42.96	1.00
9035.156250	-2.41	-42.98	1.00
9038.085938	-2.41	-42.99	1.00
9041.015625	-2.41	-43.00	1.00
9043.945313	-2.41	-43.01	1.00
9046.875000	-2.41	-43.02	1.00
9049.804688	-2.40	-43.03	1.00
9052.734375	-2.40	-43.04	1.00
9055.664063	-2.40	-43.05	1.00
9058.593750	-2.40	-43.06	1.00
9061.523438	-2.40	-43.06	1.00
9064.453125	-2.40	-43.07	1.00
9067.382813	-2.39	-43.08	1.00
9070.312500	-2.39	-43.08	1.00
9073.242188	-2.39	-43.09	1.00
9076.171875	-2.39	-43.10	1.00
9079.101563	-2.38	-43.11	1.00
9082.031250	-2.38	-43.12	1.00
9084.960938	-2.38	-43.13	1.00
9087.890625	-2.37	-43.14	1.00
9090.820313	-2.37	-43.15	1.00
9093.750000	-2.37	-43.16	1.00
9096.679688	-2.36	-43.18	1.00
9099.609375	-2.36	-43.19	1.00
9102.539063	-2.36	-43.21	1.00
9105.468750	-2.36	-43.23	1.00
9108.398438	-2.35	-43.25	1.00
9111.328125	-2.35	-43.26	1.00
9114.257813	-2.35	-43.28	1.00
9117.187500	-2.35	-43.30	1.00
9120.117188	-2.34	-43.32	1.00
9123.046875	-2.34	-43.34	1.00
9125.976563	-2.34	-43.36	1.00
9128.906250	-2.34	-43.38	1.00
9131.835938	-2.33	-43.39	1.00
9134.765625	-2.33	-43.41	1.00
9137.695313	-2.33	-43.43	1.00
9140.625000	-2.33	-43.45	1.00
9143.554688	-2.32	-43.47	1.00
9146.484375	-2.32	-43.49	1.00
9149.414063	-2.32	-43.50	1.00
9152.343750	-2.32	-43.52	1.00
9155.273438	-2.31	-43.54	1.00
9158.203125	-2.31	-43.56	1.00
9161.132813	-2.31	-43.58	1.00
9164.062500	-2.31	-43.59	1.00
9166.992188	-2.30	-43.61	1.00
9169.921875	-2.30	-43.63	1.00
9172.851563	-2.30	-43.65	1.00
9175.781250	-2.29	-43.66	1.00
9178.710938	-2.29	-43.68	1.00
9181.640625	-2.29	-43.70	1.00
9184.570313	-2.28	-43.72	1.00
9187.500000	-2.28	-43.74	1.00
9190.429688	-2.28	-43.76	1.00
9193.359375	-2.27	-43.78	1.00
9196.289063	-2.27	-43.81	1.00
9199.218750	-2.27	-43.83	1.00
9202.148438	-2.26	-43.86	1.00
9205.078125	-2.26	-43.88	1.00
9208.007813	-2.26	-43.91	1.00
9210.937500	-2.26	-43.93	1.00
9213.867188	-2.25	-43.96	1.00
9216.796875	-2.25	-43.99	1.00
9219.726563	-2.25	-44.01	1.00
9222.656250	-2.25	-44.04	1.00
9225.585938	-2.24	-44.06	1.00
9228.515625	-2.24	-44.09	1.00
9231.445313	-2.24	-44.11	1.00
9234.375000	-2.24	-44.14	1.00
9237.304688	-2.23	-44.16	1.00
9240.234375	-2.23	-44.18	1.00
9243.164063	-2.23	-44.21	1.00
9246.093750	-2.23	-44.23	1.00
9249.023438	-2.22	-44.25	1.00
9251.953125	-2.22	-44.27	1.00
9254.882813	-2.22	-44.30	1.00
9257.812500	-2.22	-44.32	1.00
9260.742188	-2.22	-44.34	1.00
9263.671875	-2.21	-44.36	1.00
9266.601563	-2.21	-44.39	1.00
9269.531250	-2.21	-44.41	1.00
9272.460938	-2.20	-44.43	1.00
9275.390625	-2.20	-44.45	1.00
9278.320313	-2.20	-44.47	1.00
9281.250000	-2.20	-44.49	1.00
9284.179688	-2.19	-44.52	1.00
9287.109375	-2.19	-44.54	1.00
9290.039063	-2.19	-44.56	1.00
9292.968750	-2.18	-44.58	1.00
9295.898438	-2.18	-44.60	1.00
9298.828125	-2.18	-44.63	1.00
9301.757813	-2.17	-44.65	1.00
9304.687500	-2.17	-44.67	1.00
9307.617188	-2.17	-44.70	1.00
9310.546875	-2.16	-44.72	1.00
9313.476563	-2.16	-44.75	1.00
9316.406250	-2.16	-44.78	1.00
9319.335938	-2.15	-44.81	1.00
9322.265625	-2.15	-44.84	1.00
9325.195313	-2.14	-44.87	1.00
9328.125000	-2.14	-44.90	1.00
9331.054688	-2.14	-44.93	1.00
9333.984375	-2.14	-44.97	1.00
9336.914063	-2.13	-45.00	1.00
9339.843750	-2.13	-45.03	1.00
9342.773438	-2.13	-45.07	1.00
9345.703125	-2.12	-45.10	1.00
9348.632813	-2.12	-45.13	1.00
9351.562500	-2.12	-45.17	1.00
9354.492188	-2.12	-45.20	1.00
9357.421875	-2.12	-45.23	1.00
9360.351563	-2.11	-45.26	1.00
9363.281250	-2.11	-45.29	1.00
9366.210938	-2.11	-45.31	1.00
9369.140625	-2.11	-45.34	1.00
9372.070313	-2.10	-45.37	1.00
9375.000000	-2.10	-45.40	1.00
9377.929688	-2.10	-45.43	1.00
9380.859375	-2.10	-45.46	1.00
9383.789063	-2.09	-45.49	1.00
9386.718750	-2.09	-45.52	1.00
9389.648438	-2.09	-45.55	1.00
9392.578125	-2.09	-45.58	1.00
9395.507813	-2.08	-45.61	1.00
9398.437500	-2.08	-45.64	1.00
9401.367188	-2.08	-45.67	1.00
9404.296875	-2.08	-45.70	1.00
9407.226563	-2.07	-45.73	1.00
9410.156250	-2.07	-45.76	1.00
9413.085938	-2.07	-45.79	1.00
9416.015625	-2.07	-45.82	1.00
9418.945313	-2.06	-45.85	1.00
9421.875000	-2.06	-45.88	1.00
9424.804688	-2.06	-45.91	1.00
9427.734375	-2.06	-45.94	1.00
9430.664063	-2.05	-45.96	1.00
9433.593750	-2.05	-45.99	1.00
9436.523438	-2.05	-46.02	1.00
9439.453125	-2.05	-46.05	1.00
9442.382813	-2.04	-46.07	1.00
9445.312500	-2.04	-46.10	1.00
9448.242188	-2.04	-46.13	1.00
9451.171875	-2.03	-46.16	1.00
9454.101563	-2.03	-46.19	1.00
9457.031250	-2.02	-46.22	1.00
9459.960938	-2.02	-46.25	1.00
9462.890625	-2.02	-46.28	1.00
9465.820313	-2.01	-46.31	1.00
9468.750000	-2.01	-46.35	1.00
9471.679688	-2.01	-46.38	1.00
9474.609375	-2.00	-46.41	1.00
9477.539063	-2.00	-46.45	1.00
9480.468750	-2.00	-46.49	1.00
9483.398438	-1.99	-46.52	1.00
9486.328125	-1.99	-46.56	1.00
9489.257813	-1.99	-46.60	1.00
9492.187500	-1.98	-46.64	1.00
9495.117188	-1.98	-46.68	1.00
9498.046875	-1.98	-46.72	1.00
9500.976563	-1.97	-46.76	1.00
9503.906250	-1.97	-46.80	1.00
9506.835938	-1.97	-46.84	1.00
9509.765625	-1.96	-46.88	1.00
9512.695313	-1.96	-46.92	1.00
9515.625000	-1.96	-46.96	1.00
9518.554688	-1.95	-47.00	1.00
9521.484375	-1.95	-47.04	1.00
9524.414063	-1.95	-47.08	1.00
9527.343750	-1.94	-47.12	1.00
9530.273438	-1.94	-47.17	1.00
9533.203125	-1.94	-47.21	1.00
9536.132813	-1.93	-47.25	1.00
9539.062500	-1.93	-47.29	1.00
9541.992188	-1.93	-47.34	1.00
9544.921875	-1.93	-47.38	1.00
9547.851563	-1.92	-47.43	1.00
9550.781250	-1.92	-47.47	1.00
9553.710938	-1.92	-47.51	1.00
9556.640625	-1.91	-47.56	1.00
9559.570313	-1.91	-47.61	1.00
9562.500000	-1.91	-47.65	1.00
9565.429688	-1.91	-47.70	1.00
9568.359375	-1.90	-47.74	1.00
9571.289063	-1.90	-47.79	1.00
9574.218750	-1.90	-47.84	1.00
9577.148438	-1.90	-47.88	1.00
9580.078125	-1.90	-47.93	1.00
9583.007813	-1.89	-47.98	1.00
9585.937500	-1.89	-48.02	1.00
9588.867188	-1.89	-48.07	1.00
9591.796875	-1.89	-48.12	1.00
9594.726563	-1.88	-48.16	1.00
9597.656250	-1.88	-48.21	1.00
9600.585938	-1.88	-48.26	1.00
9603.515625	-1.88	-48.30	1.00
9606.445313	-1.88	-48.35	1.00
9609.375000	-1.87	-48.40	1.00
9612.304688	-1.87	-48.44	1.00
9615.234375	-1.87	-48.49	1.00
9618.164063	-1.87	-48.54	1.00
9621.093750	-1.87	-48.58	1.00
9624.023438	-1.87	-48.63	1.00
9626.953125	-1.86	-48.68	1.00
9629.882813	-1.86	-48.73	1.00
9632.812500	-1.86	-48.77	1.00
9635.742188	-1.86	-48.82	1.00
9638.671875	-1.86	-48.87	1.00
9641.601563	-1.85	-48.92	1.00
9644.531250	-1.85	-48.96	1.00
9647.460938	-1.85	-49.01	1.00
9650.390625	-1.85	-49.06	1.00
9653.320313	-1.85	-49.11	1.00
9656.250000	-1.84	-49.16	1.00
9659.179688	-1.84	-49.21	1.00
9662.109375	-1.84	-49.25	1.00
9665.039063	-1.84	-49.31	1.00
9667.968750	-1.84	-49.36	1.00
9670.898438	-1.83	-49.41	1.00
9673.828125	-1.83	-49.46	1.00
9676.757813	-1.83	-49.52	1.00
9679.687500	-1.83	-49.57	1.00
9682.617188	-1.83	-49.63	1.00
9685.546875	-1.83	-49.68	1.00
9688.476563	-1.82	-49.74	1.00
9691.406250	-1.82	-49.79	1.00
9694.335938	-1.82	-49.85	1.00
9697.265625	-1.82	-49.90	1.00
9700.195313	-1.82	-49.96	1.00
9703.125000	-1.82	-50.01	1.00
9706.054688	-1.82	-50.07	1.00
9708.984375	-1.82	-50.12	1.00
9711.914063	-1.82	-50.18	1.00
9714.843750	-1.82	-50.23	1.00
9717.773438	-1.82	-50.28	1.00
9720.703125	-1.82	-50.34	1.00
9723.632813	-1.82	-50.39	1.00
9726.562500	-1.82	-50.44	1.00
9729.492188	-1.82	-50.50	1.00
9732.421875	-1.82	-50.55	1.00
9735.351563	-1.81	-50.60	1.00
9738.281250	-1.81	-50.66	1.00
9741.210938	-1.81	-50.71	1.00
9744.140625	-1.81	-50.77	1.00
9747.070313	-1.81	-50.82	1.00
9750.000000	-1.81	-50.88	1.00
9752.929688	-1.81	-50.94	1.00
9755.859375	-1.81	-50.99	1.00
9758.789063	-1.81	-51.05	1.00
9761.718750	-1.81	-51.11	1.00
9764.648438	-1.81	-51.17	1.00
9767.578125	-1.81	-51.23	1.00
9770.507813	-1.81	-51.29	1.00
9773.437500	-1.81	-51.34	1.00
9776.367188	-1.81	-51.40	1.00
9779.296875	-1.81	-51.46	1.00
9782.226563	-1.81	-51.52	1.00
9785.156250	-1.81	-51.57	1.00
9788.085938	-1.81	-51.63	1.00
9791.015625	-1.81	-51.69	1.00
9793.945313	-1.82	-51.74	1.00
9796.875000	-1.82	-51.80	1.00
9799.804688	-1.82	-51.85	1.00
9802.734375	-1.82	-51.91	1.00
9805.664063	-1.82	-51.96	1.00
9808.593750	-1.82	-52.02	1.00
9811.523438	-1.82	-52.07	1.00
9814.453125	-1.82	-52.13	1.00
9817.382813	-1.82	-52.18	1.00
9820.312500	-1.82	-52.24	1.00
9823.242188	-1.82	-52.30	1.00
9826.171875	-1.82	-52.35	1.00
9829.101563	-1.83	-52.41	1.00
9832.031250	-1.83	-52.47	1.00
9834.960938	-1.83	-52.52	1.00
9837.890625	-1.83	-52.58	1.00
9840.820313	-1.83	-52.64	1.00
9843.750000	-1.83	-52.70	1.00
9846.679688	-1.83	-52.76	1.00
9849.609375	-1.83	-52.82	1.00
9852.539063	-1.83	-52.89	1.00
9855.468750	-1.83	-52.95	1.00
9858.398438	-1.84	-53.01	1.00
9861.328125	-1.84	-53.08	1.00
9864.257813	-1.84	-53.14	1.00
9867.187500	-1.84	-53.21	1.00
9870.117188	-1.84	-53.27	1.00
9873.046875	-1.85	-53.34	1.00
9875.976563	-1.85	-53.41	1.00
9878.906250	-1.85	-53.47	1.00
9881.835938	-1.85	-53.54	1.00
9884.765625	-1.86	-53.60	1.00
9887.695313	-1.86	-53.67	1.00
9890.625000	-1.86	-53.73	1.00
9893.554688	-1.87	-53.80	1.00
9896.484375	-1.87	-53.86	1.00
9899.414063	-1.87	-53.92	1.00
9902.343750	-1.88	-53.99	1.00
9905.273438	-1.88	-54.05	1.00
9908.203125	-1.89	-54.11	1.00
9911.132813	-1.89	-54.17	1.00
9914.062500	-1.89	-54.23	1.00
9916.992188	-1.90	-54.30	1.00
9919.921875	-1.90	-54.36	1.00
9922.851563	-1.91	-54.42	1.00
9925.781250	-1.91	-54.48	1.00
9928.710938	-1.92	-54.54	1.00
9931.640625	-1.92	-54.60	1.00
9934.570313	-1.93	-54.66	1.00
9937.500000	-1.93	-54.72	1.00
9940.429688	-1.94	-54.78	1.00
9943.359375	-1.94	-54.84	1.00
9946.289063	-1.95	-54.90	1.00
9949.218750	-1.95	-54.95	1.00
9952.148438	-1.96	-55.01	1.00
9955.078125	-1.96	-55.06	1.00
9958.007813	-1.97	-55.12	1.00
9960.937500	-1.98	-55.17	1.00
9963.867188	-1.98	-55.22	1.00
9966.796875	-1.99	-55.27	1.00
9969.726563	-1.99	-55.32	1.00
9972.656250	-2.00	-55.37	1.00
9975.585938	-2.01	-55.41	0.99
9978.515625	-2.01	-55.46	1.00
9981.445313	-2.02	-55.50	1.00
9984.375000	-2.03	-55.55	1.00
9987.304688	-2.03	-55.59	1.00
9990.234375	-2.04	-55.63	1.00
9993.164063	-2.04	-55.67	1.00
9996.093750	-2.05	-55.72	1.00
9999.023438	-2.06	-55.76	1.00
10001.953125	-2.06	-55.80	1.00
10004.882813	-2.07	-55.84	1.00
10007.812500	-2.07	-55.88	1.00
10010.742188	-2.08	-55.92	1.00
10013.671875	-2.09	-55.96	1.00
10016.601563	-2.09	-56.01	1.00
10019.531250	-2.10	-56.05	1.00
10022.460938	-2.10	-56.09	1.00
10025.390625	-2.11	-56.14	1.00
10028.320313	-2.11	-56.18	1.00
10031.250000	-2.12	-56.22	1.00
10034.179688	-2.13	-56.27	1.00
10037.109375	-2.13	-56.31	1.00
10040.039063	-2.14	-56.35	1.00
10042.968750	-2.14	-56.40	1.00
10045.898438	-2.15	-56.44	1.00
10048.828125	-2.16	-56.48	1.00
10051.757813	-2.16	-56.52	1.00
10054.687500	-2.17	-56.57	1.00
10057.617188	-2.18	-56.61	1.00
10060.546875	-2.18	-56.65	1.00
10063.476563	-2.19	-56.69	1.00
10066.406250	-2.20	-56.73	1.00
10069.335938	-2.20	-56.77	1.00
10072.265625	-2.21	-56.81	1.00
10075.195313	-2.22	-56.84	1.00
10078.125000	-2.22	-56.88	1.00
10081.054688	-2.23	-56.92	1.00
10083.984375	-2.24	-56.95	1.00
10086.914063	-2.25	-56.99	1.00
10089.843750	-2.25	-57.02	1.00
10092.773438	-2.26	-57.05	1.00
10095.703125	-2.27	-57.08	1.00
10098.632813	-2.28	-57.11	1.00
10101.562500	-2.28	-57.14	1.00
10104.492188	-2.29	-57.16	1.00
10107.421875	-2.30	-57.19	1.00
10110.351563	-2.31	-57.21	1.00
10113.281250	-2.31	-57.24	1.00
10116.210938	-2.32	-57.26	1.00
10119.140625	-2.33	-57.28	1.00
10122.070313	-2.34	-57.30	1.00
10125.000000	-2.34	-57.33	1.00
10127.929688	-2.35	-57.35	1.00
10130.859375	-2.36	-57.37	1.00
10133.789063	-2.36	-57.39	1.00
10136.718750	-2.37	-57.41	1.00
10139.648438	-2.38	-57.42	1.00
10142.578125	-2.38	-57.44	1.00
10145.507813	-2.39	-57.46	1.00
10148.437500	-2.40	-57.48	1.00
10151.367188	-2.41	-57.50	1.00
10154.296875	-2.41	-57.51	1.00
10157.226563	-2.42	-57.53	1.00
10160.156250	-2.43	-57.54	1.00
10163.085938	-2.43	-57.55	1.00
10166.015625	-2.44	-57.57	1.00
10168.945313	-2.45	-57.58	1.00
10171.875000	-2.45	-57.59	1.00
10174.804688	-2.46	-57.60	1.00
10177.734375	-2.47	-57.61	1.00
10180.664063	-2.47	-57.62	1.00
10183.593750	-2.48	-57.62	1.00
10186.523438	-2.49	-57.63	1.00
10189.453125	-2.49	-57.64	1.00
10192.382813	-2.50	-57.64	1.00
10195.312500	-2.51	-57.65	1.00
10198.242188	-2.51	-57.65	1.00
10201.171875	-2.52	-57.66	1.00
10204.101563	-2.52	-57.67	1.00
10207.031250	-2.53	-57.67	1.00
10209.960938	-2.53	-57.68	1.00
10212.890625	-2.54	-57.68	1.00
10215.820313	-2.54	-57.69	1.00
10218.750000	-2.55	-57.70	1.00
10221.679688	-2.56	-57.70	1.00
10224.609375	-2.56	-57.71	1.00
10227.539063	-2.57	-57.71	1.00
10230.468750	-2.57	-57.72	1.00
10233.398438	-2.58	-57.72	1.00
10236.328125	-2.58	-57.72	1.00
10239.257813	-2.59	-57.73	1.00
10242.187500	-2.59	-57.73	1.00
10245.117188	-2.60	-57.73	1.00
10248.046875	-2.60	-57.74	1.00
10250.976563	-2.61	-57.74	1.00
10253.906250	-2.61	-57.74	1.00
10256.835938	-2.62	-57.74	1.00
10259.765625	-2.62	-57.74	1.00
10262.695313	-2.63	-57.74	1.00
10265.625000	-2.63	-57.74	1.00
10268.554688	-2.64	-57.74	1.00
10271.484375	-2.64	-57.74	1.00
10274.414063	-2.65	-57.74	1.00
10277.343750	-2.65	-57.74	1.00
10280.273438	-2.66	-57.74	1.00
10283.203125	-2.66	-57.74	1.00
10286.132813	-2.67	-57.74	1.00
10289.062500	-2.67	-57.73	1.00
10291.992188	-2.67	-57.73	1.00
10294.921875	-2.68	-57.73	1.00
10297.851563	-2.68	-57.72	1.00
10300.781250	-2.69	-57.71	1.00
10303.710938	-2.69	-57.71	1.00
10306.640625	-2.70	-57.70	1.00
10309.570313	-2.70	-57.69	1.00
10312.500000	-2.71	-57.68	1.00
10315.429688	-2.71	-57.67	1.00
10318.359375	-2.71	-57.66	1.00
10321.289063	-2.72	-57.65	1.00
10324.218750	-2.72	-57.64	1.00
10327.148438	-2.72	-57.63	1.00
10330.078125	-2.73	-57.62	1.00
10333.007813	-2.73	-57.61	1.00
10335.937500	-2.73	-57.60	1.00
10338.867188	-2.73	-57.59	1.00
10341.796875	-2.74	-57.58	1.00
10344.726563	-2.74	-57.57	1.00
10347.656250	-2.74	-57.56	1.00
10350.585938	-2.74	-57.55	1.00
10353.515625	-2.75	-57.55	1.00
10356.445313	-2.75	-57.54	1.00
10359.375000	-2.75	-57.53	1.00
10362.304688	-2.75	-57.52	1.00
10365.234375	-2.75	-57.51	1.00
10368.164063	-2.76	-57.50	1.00
10371.093750	-2.76	-57.49	1.00
10374.023438	-2.76	-57.49	1.00
10376.953125	-2.76	-57.48	1.00
10379.882813	-2.76	-57.47	1.00
10382.812500	-2.76	-57.46	1.00
10385.742188	-2.77	-57.45	1.00
10388.671875	-2.77	-57.45	1.00
10391.601563	-2.77	-57.44	1.00
10394.531250	-2.77	-57.43	1.00
10397.460938	-2.77	-57.42	1.00
10400.390625	-2.77	-57.41	1.00
10403.320313	-2.77	-57.40	1.00
10406.250000	-2.78	-57.40	1.00
10409.179688	-2.78	-57.39	1.00
10412.109375	-2.78	-57.38	1.00
10415.039063	-2.78	-57.37	1.00
10417.968750	-2.78	-57.36	1.00
10420.898438	-2.78	-57.35	1.00
10423.828125	-2.78	-57.34	1.00
10426.757813	-2.78	-57.34	1.00
10429.687500	-2.78	-57.33	1.00
10432.617188	-2.78	-57.32	1.00
10435.546875	-2.78	-57.31	1.00
10438.476563	-2.78	-57.30	1.00
10441.406250	-2.78	-57.29	1.00
10444.335938	-2.78	-57.28	1.00
10447.265625	-2.78	-57.27	1.00
10450.195313	-2.78	-57.27	1.00
10453.125000	-2.78	-57.26	1.00
10456.054688	-2.78	-57.25	1.00
10458.984375	-2.78	-57.24	1.00
10461.914063	-2.78	-57.24	1.00
10464.843750	-2.78	-57.23	1.00
10467.773438	-2.78	-57.22	1.00
10470.703125	-2.78	-57.21	1.00
10473.632813	-2.78	-57.21	1.00
10476.562500	-2.78	-57.20	1.00
10479.492188	-2.78	-57.19	1.00
10482.421875	-2.78	-57.19	1.00
10485.351563	-2.78	-57.18	1.00
10488.281250	-2.78	-57.17	1.00
10491.210938	-2.78	-57.17	1.00
10494.140625	-2.78	-57.16	1.00
10497.070313	-2.78	-57.15	1.00
10500.000000	-2.78	-57.15	1.00
10502.929688	-2.78	-57.14	1.00
10505.859375	-2.78	-57.13	1.00
10508.789063	-2.78	-57.12	1.00
10511.718750	-2.78	-57.12	1.00
10514.648438	-2.78	-57.11	1.00
10517.578125	-2.77	-57.10	1.00
10520.507813	-2.77	-57.10	1.00
10523.437500	-2.77	-57.09	1.00
10526.367188	-2.77	-57.08	1.00
10529.296875	-2.77	-57.08	1.00
10532.226563	-2.77	-57.07	1.00
10535.156250	-2.77	-57.06	1.00
10538.085938	-2.76	-57.06	1.00
10541.015625	-2.76	-57.05	1.00
10543.945313	-2.76	-57.05	1.00
10546.875000	-2.76	-57.04	1.00
10549.804688	-2.76	-57.04	1.00
10552.734375	-2.76	-57.04	1.00
10555.664063	-2.75	-57.03	1.00
10558.593750	-2.75	-57.03	1.00
10561.523438	-2.75	-57.02	1.00
10564.453125	-2.75	-57.02	1.00
10567.382813	-2.74	-57.02	1.00
10570.312500	-2.74	-57.02	1.00
10573.242188	-2.74	-57.02	1.00
10576.171875	-2.74	-57.02	1.00
10579.101563	-2.73	-57.02	1.00
10582.031250	-2.73	-57.02	1.00
10584.960938	-2.73	-57.02	1.00
10587.890625	-2.73	-57.02	1.00
10590.820313	-2.72	-57.02	1.00
10593.750000	-2.72	-57.02	1.00
10596.679688	-2.72	-57.02	1.00
10599.609375	-2.72	-57.03	1.00
10602.539063	-2.71	-57.03	1.00
10605.468750	-2.71	-57.03	1.00
10608.398438	-2.71	-57.04	1.00
10611.328125	-2.70	-57.04	1.00
10614.257813	-2.70	-57.05	1.00
10617.187500	-2.70	-57.05	1.00
10620.117188	-2.70	-57.06	1.00
10623.046875	-2.69	-57.07	1.00
10625.976563	-2.69	-57.07	1.00
10628.906250	-2.69	-57.08	1.00
10631.835938	-2.68	-57.09	1.00
10634.765625	-2.68	-57.09	1.00
10637.695313	-2.68	-57.10	1.00
10640.625000	-2.68	-57.11	1.00
10643.554688	-2.67	-57.11	1.00
10646.484375	-2.67	-57.12	1.00
10649.414063	-2.67	-57.13	1.00
10652.343750	-2.67	-57.13	1.00
10655.273438	-2.66	-57.14	1.00
10658.203125	-2.66	-57.15	1.00
10661.132813	-2.66	-57.15	1.00
10664.062500	-2.65	-57.16	1.00
10666.992188	-2.65	-57.17	1.00
10669.921875	-2.65	-57.18	1.00
10672.851563	-2.64	-57.18	1.00
10675.781250	-2.64	-57.19	1.00
10678.710938	-2.64	-57.20	1.00
10681.640625	-2.63	-57.21	1.00
10684.570313	-2.63	-57.22	1.00
10687.500000	-2.63	-57.23	1.00
10690.429688	-2.62	-57.24	1.00
10693.359375	-2.62	-57.25	1.00
10696.289063	-2.62	-57.26	1.00
10699.218750	-2.61	-57.28	1.00
10702.148438	-2.61	-57.29	1.00
10705.078125	-2.61	-57.30	1.00
10708.007813	-2.60	-57.31	1.00
10710.937500	-2.60	-57.32	1.00
10713.867188	-2.60	-57.34	1.00
