	ECM8000_TF		
Frequency (Hz)	Magnitude (dB)	Phase (degrees)	Coherence
19453.125000	-4.84	-123.71	1.00
19456.054688	-4.86	-123.72	1.00
19458.984375	-4.87	-123.73	1.00
19461.914063	-4.88	-123.75	1.00
19464.843750	-4.90	-123.76	1.00
19467.773438	-4.91	-123.78	1.00
19470.703125	-4.92	-123.79	1.00
19473.632813	-4.93	-123.81	1.00
19476.562500	-4.95	-123.82	1.00
19479.492188	-4.96	-123.84	1.00
19482.421875	-4.97	-123.85	1.00
19485.351563	-4.99	-123.86	1.00
19488.281250	-5.00	-123.88	1.00
19491.210938	-5.01	-123.89	1.00
19494.140625	-5.03	-123.91	1.00
19497.070313	-5.04	-123.92	1.00
19500.000000	-5.05	-123.94	1.00
19502.929688	-5.07	-123.95	1.00
19505.859375	-5.08	-123.96	1.00
19508.789063	-5.10	-123.98	1.00
19511.718750	-5.11	-123.99	1.00
19514.648438	-5.12	-124.01	1.00
19517.578125	-5.14	-124.02	1.00
19520.507813	-5.15	-124.03	1.00
19523.437500	-5.17	-124.05	1.00
19526.367188	-5.18	-124.06	1.00
19529.296875	-5.19	-124.08	1.00
19532.226563	-5.21	-124.09	1.00
19535.156250	-5.22	-124.10	1.00
19538.085938	-5.24	-124.11	1.00
19541.015625	-5.25	-124.13	1.00
19543.945313	-5.27	-124.14	1.00
19546.875000	-5.28	-124.15	1.00
19549.804688	-5.30	-124.16	1.00
19552.734375	-5.31	-124.18	1.00
19555.664063	-5.33	-124.19	1.00
19558.593750	-5.34	-124.20	1.00
19561.523438	-5.36	-124.21	1.00
19564.453125	-5.37	-124.22	1.00
19567.382813	-5.39	-124.23	1.00
19570.312500	-5.40	-124.24	1.00
19573.242188	-5.42	-124.26	1.00
19576.171875	-5.43	-124.27	1.00
19579.101563	-5.45	-124.28	1.00
19582.031250	-5.47	-124.29	1.00
19584.960938	-5.48	-124.30	1.00
19587.890625	-5.50	-124.31	1.00
19590.820313	-5.51	-124.32	1.00
19593.750000	-5.53	-124.33	1.00
19596.679688	-5.54	-124.34	1.00
19599.609375	-5.56	-124.35	1.00
19602.539063	-5.58	-124.36	1.00
19605.468750	-5.59	-124.36	1.00
19608.398438	-5.61	-124.37	1.00
19611.328125	-5.63	-124.38	1.00
19614.257813	-5.64	-124.39	1.00
19617.187500	-5.66	-124.40	1.00
19620.117188	-5.67	-124.41	1.00
19623.046875	-5.69	-124.42	1.00
19625.976563	-5.71	-124.43	1.00
19628.906250	-5.72	-124.44	1.00
19631.835938	-5.74	-124.44	1.00
19634.765625	-5.76	-124.45	1.00
19637.695313	-5.77	-124.46	1.00
19640.625000	-5.79	-124.47	1.00
19643.554688	-5.81	-124.48	1.00
19646.484375	-5.82	-124.49	1.00
19649.414063	-5.84	-124.49	1.00
19652.343750	-5.86	-124.50	1.00
19655.273438	-5.88	-124.51	1.00
19658.203125	-5.89	-124.52	1.00
19661.132813	-5.91	-124.53	1.00
19664.062500	-5.93	-124.54	1.00
19666.992188	-5.95	-124.54	1.00
19669.921875	-5.96	-124.55	1.00
19672.851563	-5.98	-124.56	1.00
19675.781250	-6.00	-124.57	1.00
19678.710938	-6.02	-124.58	1.00
19681.640625	-6.03	-124.59	1.00
19684.570313	-6.05	-124.59	1.00
19687.500000	-6.07	-124.60	1.00
19690.429688	-6.09	-124.61	1.00
19693.359375	-6.10	-124.62	1.00
19696.289063	-6.12	-124.63	1.00
19699.218750	-6.14	-124.64	1.00
19702.148438	-6.16	-124.64	1.00
19705.078125	-6.18	-124.65	1.00
19708.007813	-6.20	-124.66	1.00
19710.937500	-6.21	-124.67	1.00
19713.867188	-6.23	-124.68	1.00
19716.796875	-6.25	-124.69	1.00
19719.726563	-6.27	-124.70	1.00
19722.656250	-6.29	-124.71	1.00
19725.585938	-6.31	-124.71	1.00
19728.515625	-6.33	-124.72	1.00
19731.445313	-6.35	-124.73	1.00
19734.375000	-6.37	-124.74	1.00
19737.304688	-6.39	-124.75	1.00
19740.234375	-6.41	-124.76	1.00
19743.164063	-6.42	-124.76	1.00
19746.093750	-6.44	-124.77	1.00
19749.023438	-6.46	-124.78	1.00
19751.953125	-6.48	-124.79	1.00
19754.882813	-6.50	-124.80	1.00
19757.812500	-6.52	-124.80	1.00
19760.742188	-6.54	-124.81	1.00
19763.671875	-6.56	-124.82	1.00
19766.601563	-6.58	-124.83	1.00
19769.531250	-6.60	-124.83	1.00
19772.460938	-6.63	-124.84	1.00
19775.390625	-6.65	-124.85	1.00
19778.320313	-6.67	-124.86	1.00
19781.250000	-6.69	-124.87	1.00
19784.179688	-6.71	-124.87	1.00
19787.109375	-6.73	-124.88	1.00
19790.039063	-6.75	-124.89	1.00
19792.968750	-6.77	-124.90	1.00
19795.898438	-6.79	-124.91	1.00
19798.828125	-6.81	-124.91	1.00
19801.757813	-6.83	-124.92	1.00
19804.687500	-6.86	-124.93	1.00
19807.617188	-6.88	-124.94	1.00
19810.546875	-6.90	-124.95	1.00
19813.476563	-6.92	-124.96	1.00
19816.406250	-6.94	-124.96	1.00
19819.335938	-6.96	-124.97	1.00
19822.265625	-6.99	-124.98	1.00
19825.195313	-7.01	-124.99	1.00
19828.125000	-7.03	-125.00	1.00
19831.054688	-7.05	-125.01	1.00
19833.984375	-7.08	-125.02	1.00
19836.914063	-7.10	-125.02	1.00
19839.843750	-7.12	-125.03	1.00
19842.773438	-7.15	-125.04	1.00
19845.703125	-7.17	-125.05	1.00
19848.632813	-7.19	-125.06	1.00
19851.562500	-7.22	-125.07	1.00
19854.492188	-7.24	-125.07	1.00
19857.421875	-7.26	-125.08	1.00
19860.351563	-7.29	-125.09	1.00
19863.281250	-7.31	-125.10	1.00
19866.210938	-7.33	-125.10	1.00
19869.140625	-7.36	-125.11	1.00
19872.070313	-7.38	-125.12	1.00
19875.000000	-7.41	-125.12	1.00
19877.929688	-7.43	-125.13	1.00
19880.859375	-7.46	-125.14	1.00
19883.789063	-7.48	-125.14	1.00
19886.718750	-7.51	-125.15	1.00
19889.648438	-7.53	-125.16	1.00
19892.578125	-7.56	-125.16	1.00
19895.507813	-7.58	-125.17	1.00
19898.437500	-7.61	-125.17	1.00
19901.367188	-7.63	-125.18	1.00
19904.296875	-7.66	-125.19	1.00
19907.226563	-7.68	-125.19	1.00
19910.156250	-7.71	-125.20	1.00
19913.085938	-7.73	-125.20	1.00
19916.015625	-7.76	-125.21	1.00
19918.945313	-7.79	-125.21	1.00
19921.875000	-7.81	-125.22	1.00
19924.804688	-7.84	-125.22	1.00
19927.734375	-7.87	-125.23	1.00
19930.664063	-7.89	-125.23	1.00
19933.593750	-7.92	-125.24	1.00
19936.523438	-7.95	-125.24	1.00
19939.453125	-7.97	-125.25	1.00
19942.382813	-8.00	-125.25	1.00
19945.312500	-8.03	-125.25	1.00
19948.242188	-8.06	-125.26	1.00
19951.171875	-8.08	-125.26	1.00
19954.101563	-8.11	-125.26	1.00
19957.031250	-8.14	-125.26	1.00
19959.960938	-8.17	-125.27	1.00
19962.890625	-8.20	-125.27	1.00
19965.820313	-8.22	-125.27	1.00
19968.750000	-8.25	-125.28	1.00
19971.679688	-8.28	-125.28	1.00
19974.609375	-8.31	-125.28	1.00
19977.539063	-8.34	-125.28	1.00
19980.468750	-8.37	-125.28	1.00
19983.398438	-8.40	-125.28	1.00
19986.328125	-8.43	-125.29	1.00
19989.257813	-8.46	-125.29	1.00
19992.187500	-8.49	-125.29	1.00
19995.117188	-8.52	-125.29	1.00
19998.046875	-8.55	-125.29	1.00
20000.976563	-8.57	-125.29	1.00
20003.906250	-8.61	-125.29	1.00
20006.835938	-8.64	-125.29	1.00
20009.765625	-8.67	-125.30	0.99
20012.695313	-8.70	-125.30	0.99
20015.625000	-8.73	-125.30	0.99
20018.554688	-8.76	-125.30	0.99
20021.484375	-8.79	-125.30	0.99
20024.414063	-8.82	-125.30	0.99
20027.343750	-8.85	-125.31	0.80
20030.273438	-8.88	-125.31	0.92
20033.203125	-8.91	-125.31	0.78
20036.132813	-8.95	-125.31	0.87
20039.062500	-8.98	-125.32	0.89
20041.992188	-9.01	-125.32	0.80
20044.921875	-9.04	-125.32	0.72
20047.851563	-9.07	-125.32	0.59
20050.781250	-9.11	-125.33	0.59
20053.710938	-9.14	-125.33	0.89
20056.640625	-9.17	-125.34	0.54
20059.570313	-9.20	-125.34	0.85
20062.500000	-9.23	-125.35	0.35
20065.429688	-9.27	-125.35	0.89
20068.359375	-9.30	-125.36	0.26
20071.289063	-9.33	-125.36	0.54
20074.218750	-9.36	-125.37	0.88
20077.148438	-9.39	-125.37	0.27
20080.078125	-9.42	-125.38	0.72
20083.007813	-9.45	-125.39	0.38
20085.937500	-9.48	-125.39	0.52
20088.867188	-9.51	-125.40	0.88
20091.796875	-9.54	-125.40	0.95
20094.726563	-9.57	-125.41	0.96
20097.656250	-9.60	-125.42	0.70
20100.585938	-9.63	-125.42	0.68
20103.515625	-9.66	-125.43	0.97
20106.445313	-9.69	-125.44	0.88
20109.375000	-9.72	-125.44	0.62
20112.304688	-9.75	-125.45	0.86
20115.234375	-9.78	-125.46	0.93
20118.164063	-9.80	-125.47	0.90
20121.093750	-9.83	-125.48	0.76
20124.023438	-9.86	-125.49	0.40
20126.953125	-9.89	-125.50	0.53
20129.882813	-9.92	-125.51	0.62
20132.812500	-9.95	-125.52	0.89
20135.742188	-9.97	-125.53	0.89
20138.671875	-10.00	-125.54	0.78
20141.601563	-10.03	-125.55	0.77
20144.531250	-10.05	-125.56	0.81
20147.460938	-10.08	-125.57	0.74
20150.390625	-10.11	-125.58	0.18
20153.320313	-10.13	-125.59	0.37
20156.250000	-10.16	-125.60	0.68
20159.179688	-10.19	-125.62	0.55
20162.109375	-10.21	-125.63	0.89
20165.039063	-10.24	-125.64	0.51
20167.968750	-10.27	-125.65	0.77
20170.898438	-10.29	-125.67	0.80
20173.828125	-10.32	-125.68	0.77
20176.757813	-10.35	-125.70	0.93
20179.687500	-10.37	-125.71	0.68
20182.617188	-10.40	-125.73	0.31
20185.546875	-10.42	-125.74	0.59
20188.476563	-10.45	-125.76	0.82
20191.406250	-10.47	-125.77	0.56
20194.335938	-10.50	-125.79	0.42
20197.265625	-10.52	-125.80	0.71
20200.195313	-10.55	-125.82	0.81
20203.125000	-10.57	-125.83	0.75
20206.054688	-10.60	-125.85	0.87
20208.984375	-10.62	-125.86	0.42
20211.914063	-10.64	-125.88	0.84
20214.843750	-10.67	-125.90	0.60
20217.773438	-10.69	-125.91	0.64
20220.703125	-10.71	-125.93	0.80
20223.632813	-10.74	-125.94	0.42
20226.562500	-10.76	-125.95	0.73
20229.492188	-10.78	-125.97	0.21
20232.421875	-10.81	-125.98	0.75
20235.351563	-10.83	-126.00	0.74
20238.281250	-10.85	-126.01	0.75
20241.210938	-10.88	-126.03	0.85
20244.140625	-10.90	-126.04	0.71
20247.070313	-10.92	-126.05	0.92
20250.000000	-10.94	-126.07	0.97
20252.929688	-10.96	-126.08	0.61
20255.859375	-10.99	-126.10	0.44
20258.789063	-11.01	-126.11	0.43
20261.718750	-11.03	-126.13	0.96
20264.648438	-11.05	-126.14	0.40
20267.578125	-11.07	-126.15	0.85
20270.507813	-11.09	-126.17	0.37
20273.437500	-11.11	-126.18	0.55
20276.367188	-11.14	-126.19	0.78
20279.296875	-11.16	-126.21	0.81
20282.226563	-11.18	-126.23	0.96
20285.156250	-11.20	-126.24	0.19
20288.085938	-11.22	-126.26	0.68
20291.015625	-11.24	-126.28	0.59
20293.945313	-11.26	-126.29	0.67
20296.875000	-11.28	-126.31	0.48
20299.804688	-11.30	-126.33	0.84
20302.734375	-11.32	-126.35	0.73
20305.664063	-11.34	-126.37	0.61
20308.593750	-11.36	-126.38	0.48
20311.523438	-11.38	-126.40	0.99
20314.453125	-11.40	-126.42	0.45
20317.382813	-11.43	-126.43	0.88
20320.312500	-11.45	-126.45	0.36
20323.242188	-11.47	-126.47	0.43
20326.171875	-11.49	-126.49	0.49
20329.101563	-11.50	-126.50	0.89
20332.031250	-11.52	-126.52	0.09
20334.960938	-11.54	-126.54	0.81
20337.890625	-11.56	-126.56	0.99
20340.820313	-11.58	-126.58	0.55
20343.750000	-11.60	-126.60	0.86
20346.679688	-11.62	-126.62	0.73
20349.609375	-11.64	-126.64	0.20
20352.539063	-11.66	-126.66	0.84
20355.468750	-11.68	-126.68	0.59
20358.398438	-11.70	-126.71	0.52
20361.328125	-11.71	-126.73	0.86
20364.257813	-11.73	-126.75	0.38
20367.187500	-11.75	-126.77	0.81
20370.117188	-11.77	-126.79	0.68
20373.046875	-11.79	-126.81	0.33
20375.976563	-11.81	-126.83	0.77
20378.906250	-11.82	-126.85	0.66
20381.835938	-11.84	-126.87	0.39
20384.765625	-11.86	-126.89	0.67
20387.695313	-11.88	-126.92	0.48
20390.625000	-11.89	-126.94	0.62
20393.554688	-11.91	-126.96	0.68
20396.484375	-11.93	-126.99	0.91
20399.414063	-11.95	-127.01	0.54
20402.343750	-11.97	-127.04	0.42
20405.273438	-11.98	-127.06	0.83
20408.203125	-12.00	-127.09	0.94
20411.132813	-12.02	-127.12	0.63
20414.062500	-12.04	-127.15	0.71
20416.992188	-12.06	-127.17	0.88
20419.921875	-12.07	-127.20	0.35
20422.851563	-12.09	-127.23	0.54
20425.781250	-12.11	-127.26	0.60
20428.710938	-12.12	-127.29	0.78
20431.640625	-12.14	-127.32	0.86
20434.570313	-12.16	-127.34	0.81
20437.500000	-12.18	-127.37	0.62
20440.429688	-12.20	-127.39	0.50
20443.359375	-12.21	-127.42	0.76
20446.289063	-12.23	-127.44	0.82
20449.218750	-12.25	-127.46	0.61
20452.148438	-12.26	-127.48	0.80
20455.078125	-12.28	-127.50	0.85
20458.007813	-12.30	-127.52	0.50
20460.937500	-12.32	-127.54	0.56
20463.867188	-12.33	-127.56	0.69
20466.796875	-12.35	-127.58	0.95
20469.726563	-12.37	-127.60	0.94
20472.656250	-12.38	-127.63	0.98
20475.585938	-12.40	-127.65	0.48
20478.515625	-12.42	-127.68	0.31
20481.445313	-12.44	-127.71	0.96
20484.375000	-12.45	-127.73	0.72
20487.304688	-12.47	-127.76	0.46
20490.234375	-12.49	-127.79	0.94
20493.164063	-12.50	-127.81	0.96
20496.093750	-12.52	-127.84	0.64
20499.023438	-12.54	-127.87	0.51
20501.953125	-12.55	-127.89	0.98
20504.882813	-12.57	-127.92	0.75
20507.812500	-12.59	-127.94	0.87
20510.742188	-12.60	-127.97	0.32
20513.671875	-12.62	-127.99	0.48
20516.601563	-12.63	-128.02	0.40
20519.531250	-12.65	-128.05	0.41
20522.460938	-12.67	-128.08	0.61
20525.390625	-12.68	-128.11	0.41
20528.320313	-12.70	-128.14	0.24
20531.250000	-12.71	-128.16	0.88
20534.179688	-12.73	-128.19	0.13
20537.109375	-12.74	-128.22	0.48
20540.039063	-12.76	-128.25	0.90
20542.968750	-12.77	-128.28	0.68
20545.898438	-12.78	-128.31	0.96
20548.828125	-12.80	-128.34	0.77
20551.757813	-12.81	-128.37	0.51
20554.687500	-12.83	-128.40	0.76
20557.617188	-12.84	-128.43	0.41
20560.546875	-12.85	-128.47	0.53
20563.476563	-12.87	-128.50	0.71
20566.406250	-12.88	-128.53	0.61
20569.335938	-12.90	-128.57	0.96
20572.265625	-12.91	-128.60	0.40
20575.195313	-12.92	-128.64	0.80
20578.125000	-12.94	-128.67	0.43
20581.054688	-12.95	-128.71	0.60
20583.984375	-12.96	-128.74	0.42
20586.914063	-12.98	-128.78	0.72
20589.843750	-12.99	-128.81	0.80
20592.773438	-13.00	-128.85	0.38
20595.703125	-13.02	-128.88	0.71
20598.632813	-13.03	-128.92	0.39
20601.562500	-13.04	-128.96	0.72
20604.492188	-13.06	-128.99	0.72
20607.421875	-13.07	-129.03	0.64
20610.351563	-13.08	-129.06	0.83
20613.281250	-13.09	-129.10	0.47
20616.210938	-13.11	-129.14	0.52
20619.140625	-13.12	-129.17	0.81
20622.070313	-13.13	-129.20	0.96
20625.000000	-13.15	-129.24	0.65
20627.929688	-13.16	-129.27	0.84
20630.859375	-13.17	-129.31	0.80
20633.789063	-13.18	-129.35	0.31
20636.718750	-13.20	-129.38	0.89
20639.648438	-13.21	-129.42	0.54
20642.578125	-13.22	-129.46	0.88
20645.507813	-13.23	-129.50	0.60
20648.437500	-13.25	-129.54	0.36
20651.367188	-13.26	-129.58	0.26
20654.296875	-13.27	-129.62	0.18
20657.226563	-13.28	-129.66	0.57
20660.156250	-13.29	-129.70	0.78
20663.085938	-13.31	-129.74	0.58
20666.015625	-13.32	-129.78	0.69
20668.945313	-13.33	-129.82	0.54
20671.875000	-13.34	-129.86	0.83
20674.804688	-13.35	-129.90	0.92
20677.734375	-13.37	-129.95	0.55
20680.664063	-13.38	-129.99	0.64
20683.593750	-13.39	-130.03	0.53
20686.523438	-13.40	-130.07	0.91
20689.453125	-13.41	-130.12	0.91
20692.382813	-13.42	-130.16	0.88
20695.312500	-13.44	-130.20	0.48
20698.242188	-13.45	-130.24	0.39
20701.171875	-13.46	-130.28	0.80
20704.101563	-13.47	-130.32	0.84
20707.031250	-13.48	-130.37	0.78
20709.960938	-13.49	-130.41	0.16
20712.890625	-13.50	-130.45	0.86
20715.820313	-13.51	-130.50	0.98
20718.750000	-13.53	-130.54	0.91
20721.679688	-13.54	-130.58	0.96
20724.609375	-13.55	-130.63	0.94
20727.539063	-13.56	-130.67	0.11
20730.468750	-13.57	-130.71	0.43
20733.398438	-13.58	-130.76	0.74
20736.328125	-13.59	-130.80	0.76
20739.257813	-13.61	-130.84	0.36
20742.187500	-13.62	-130.88	0.69
20745.117188	-13.63	-130.92	0.51
20748.046875	-13.64	-130.96	0.51
20750.976563	-13.65	-131.00	0.86
20753.906250	-13.66	-131.05	0.97
20756.835938	-13.67	-131.09	0.75
20759.765625	-13.69	-131.14	0.82
20762.695313	-13.70	-131.19	0.31
20765.625000	-13.71	-131.24	0.39
20768.554688	-13.72	-131.29	0.30
20771.484375	-13.73	-131.34	0.98
20774.414063	-13.74	-131.39	0.80
20777.343750	-13.75	-131.44	0.82
20780.273438	-13.76	-131.49	0.25
20783.203125	-13.77	-131.54	0.51
20786.132813	-13.78	-131.59	0.92
20789.062500	-13.79	-131.64	0.90
20791.992188	-13.80	-131.69	0.93
20794.921875	-13.81	-131.74	0.77
20797.851563	-13.82	-131.78	0.81
20800.781250	-13.83	-131.83	0.96
20803.710938	-13.84	-131.87	0.76
20806.640625	-13.85	-131.92	0.55
20809.570313	-13.86	-131.96	0.81
20812.500000	-13.87	-132.01	0.42
20815.429688	-13.88	-132.06	0.91
20818.359375	-13.89	-132.10	0.52
20821.289063	-13.90	-132.15	0.52
20824.218750	-13.91	-132.19	0.96
20827.148438	-13.92	-132.24	0.82
20830.078125	-13.93	-132.29	0.04
20833.007813	-13.94	-132.34	0.86
20835.937500	-13.95	-132.38	0.86
20838.867188	-13.96	-132.43	0.39
20841.796875	-13.97	-132.48	0.80
20844.726563	-13.98	-132.52	0.74
20847.656250	-13.99	-132.57	0.96
20850.585938	-14.00	-132.61	0.87
20853.515625	-14.01	-132.65	0.72
20856.445313	-14.02	-132.69	0.99
20859.375000	-14.03	-132.73	0.89
20862.304688	-14.03	-132.77	0.81
20865.234375	-14.04	-132.82	0.61
20868.164063	-14.05	-132.86	0.51
20871.093750	-14.06	-132.90	0.52
20874.023438	-14.07	-132.94	0.22
20876.953125	-14.08	-132.99	0.41
20879.882813	-14.09	-133.03	0.46
20882.812500	-14.10	-133.07	0.67
20885.742188	-14.11	-133.12	0.57
20888.671875	-14.12	-133.16	0.73
20891.601563	-14.13	-133.21	0.90
20894.531250	-14.14	-133.26	0.89
20897.460938	-14.15	-133.31	0.77
20900.390625	-14.16	-133.35	0.80
20903.320313	-14.17	-133.40	0.89
20906.250000	-14.17	-133.44	0.85
20909.179688	-14.18	-133.49	0.65
20912.109375	-14.19	-133.53	0.25
20915.039063	-14.20	-133.58	0.80
20917.968750	-14.21	-133.62	0.98
20920.898438	-14.22	-133.67	0.89
20923.828125	-14.23	-133.71	0.73
20926.757813	-14.24	-133.75	0.27
20929.687500	-14.25	-133.79	0.62
20932.617188	-14.26	-133.84	0.68
20935.546875	-14.27	-133.88	0.50
20938.476563	-14.28	-133.92	0.72
20941.406250	-14.29	-133.96	0.55
20944.335938	-14.30	-134.00	0.24
20947.265625	-14.31	-134.05	0.38
20950.195313	-14.32	-134.09	0.34
20953.125000	-14.33	-134.13	0.88
20956.054688	-14.34	-134.18	0.81
20958.984375	-14.35	-134.22	0.78
20961.914063	-14.36	-134.26	0.85
20964.843750	-14.37	-134.30	0.83
20967.773438	-14.37	-134.35	0.86
20970.703125	-14.38	-134.39	0.82
20973.632813	-14.39	-134.44	0.35
20976.562500	-14.40	-134.49	0.75
20979.492188	-14.41	-134.54	0.66
20982.421875	-14.42	-134.58	0.22
20985.351563	-14.43	-134.62	0.85
20988.281250	-14.44	-134.67	0.87
20991.210938	-14.45	-134.72	0.90
20994.140625	-14.46	-134.77	0.97
20997.070313	-14.47	-134.83	0.90
21000.000000	-14.48	-134.88	0.84
21002.929688	-14.49	-134.94	0.41
21005.859375	-14.50	-134.99	0.79
21008.789063	-14.51	-135.05	0.85
21011.718750	-14.52	-135.10	0.67
21014.648438	-14.53	-135.15	0.82
21017.578125	-14.54	-135.20	0.63
21020.507813	-14.55	-135.25	0.94
21023.437500	-14.56	-135.30	0.82
21026.367188	-14.57	-135.35	0.95
21029.296875	-14.58	-135.40	0.30
21032.226563	-14.59	-135.45	0.83
21035.156250	-14.60	-135.50	0.85
21038.085938	-14.60	-135.54	0.79
21041.015625	-14.61	-135.59	0.97
21043.945313	-14.62	-135.64	0.99
21046.875000	-14.63	-135.68	0.99
21049.804688	-14.64	-135.73	0.74
21052.734375	-14.65	-135.77	0.53
21055.664063	-14.66	-135.81	0.46
21058.593750	-14.67	-135.86	0.86
21061.523438	-14.67	-135.90	0.69
21064.453125	-14.68	-135.94	0.42
21067.382813	-14.69	-135.99	0.87
21070.312500	-14.70	-136.03	0.41
21073.242188	-14.71	-136.08	0.80
21076.171875	-14.72	-136.13	0.84
21079.101563	-14.72	-136.17	0.54
21082.031250	-14.73	-136.22	0.46
21084.960938	-14.74	-136.27	0.53
21087.890625	-14.75	-136.32	0.08
21090.820313	-14.76	-136.36	0.55
21093.750000	-14.76	-136.41	0.73
21096.679688	-14.77	-136.45	0.47
21099.609375	-14.78	-136.50	0.47
21102.539063	-14.79	-136.54	0.73
21105.468750	-14.80	-136.58	0.52
21108.398438	-14.80	-136.62	0.75
21111.328125	-14.81	-136.66	0.22
21114.257813	-14.82	-136.70	0.39
21117.187500	-14.83	-136.73	0.42
21120.117188	-14.83	-136.77	0.56
21123.046875	-14.84	-136.80	0.77
21125.976563	-14.85	-136.84	0.94
21128.906250	-14.86	-136.88	0.68
21131.835938	-14.86	-136.91	0.31
21134.765625	-14.87	-136.95	0.31
21137.695313	-14.88	-136.99	0.81
21140.625000	-14.89	-137.03	0.89
21143.554688	-14.89	-137.06	0.48
21146.484375	-14.90	-137.09	0.45
21149.414063	-14.91	-137.13	0.71
21152.343750	-14.92	-137.17	0.72
21155.273438	-14.92	-137.20	0.92
21158.203125	-14.93	-137.25	0.44
21161.132813	-14.94	-137.29	0.50
21164.062500	-14.95	-137.33	0.41
21166.992188	-14.95	-137.38	0.46
21169.921875	-14.96	-137.42	0.67
21172.851563	-14.97	-137.46	0.50
21175.781250	-14.98	-137.51	0.74
21178.710938	-14.98	-137.55	0.60
21181.640625	-14.99	-137.59	0.86
21184.570313	-15.00	-137.64	0.66
21187.500000	-15.00	-137.68	0.91
21190.429688	-15.01	-137.73	0.78
21193.359375	-15.02	-137.77	0.33
21196.289063	-15.02	-137.82	0.80
21199.218750	-15.03	-137.86	0.74
21202.148438	-15.04	-137.91	0.44
21205.078125	-15.04	-137.96	0.55
21208.007813	-15.05	-138.00	0.63
21210.937500	-15.06	-138.05	0.46
21213.867188	-15.06	-138.09	0.78
21216.796875	-15.07	-138.13	0.45
21219.726563	-15.08	-138.18	0.69
21222.656250	-15.08	-138.23	0.72
21225.585938	-15.09	-138.28	0.90
21228.515625	-15.09	-138.32	0.75
21231.445313	-15.10	-138.37	0.91
21234.375000	-15.11	-138.43	0.28
21237.304688	-15.11	-138.48	0.75
21240.234375	-15.12	-138.53	0.32
21243.164063	-15.13	-138.58	0.84
21246.093750	-15.13	-138.63	0.78
21249.023438	-15.14	-138.67	0.82
21251.953125	-15.14	-138.72	0.84
21254.882813	-15.15	-138.76	0.80
21257.812500	-15.16	-138.80	0.75
21260.742188	-15.16	-138.85	0.56
21263.671875	-15.17	-138.89	0.46
21266.601563	-15.18	-138.94	0.97
21269.531250	-15.18	-138.98	0.90
21272.460938	-15.19	-139.02	0.12
21275.390625	-15.20	-139.06	0.61
21278.320313	-15.21	-139.10	0.25
21281.250000	-15.21	-139.14	0.81
21284.179688	-15.22	-139.18	0.80
21287.109375	-15.23	-139.22	0.72
21290.039063	-15.23	-139.27	0.12
21292.968750	-15.24	-139.31	0.40
21295.898438	-15.25	-139.35	0.76
21298.828125	-15.25	-139.40	0.95
21301.757813	-15.26	-139.44	0.11
21304.687500	-15.26	-139.48	0.78
21307.617188	-15.27	-139.53	0.34
21310.546875	-15.28	-139.57	0.84
21313.476563	-15.29	-139.62	0.51
21316.406250	-15.29	-139.66	0.61
21319.335938	-15.30	-139.70	0.68
21322.265625	-15.31	-139.75	0.47
21325.195313	-15.31	-139.79	0.66
21328.125000	-15.32	-139.84	0.65
21331.054688	-15.33	-139.89	0.55
21333.984375	-15.33	-139.93	0.30
21336.914063	-15.34	-139.98	0.72
21339.843750	-15.35	-140.02	0.83
21342.773438	-15.36	-140.06	0.83
21345.703125	-15.36	-140.11	0.68
21348.632813	-15.37	-140.15	0.71
21351.562500	-15.38	-140.19	0.34
21354.492188	-15.38	-140.23	0.90
21357.421875	-15.39	-140.28	0.83
21360.351563	-15.40	-140.32	0.94
21363.281250	-15.40	-140.36	0.68
21366.210938	-15.41	-140.40	0.85
21369.140625	-15.42	-140.44	0.75
21372.070313	-15.42	-140.47	0.80
21375.000000	-15.43	-140.51	0.91
21377.929688	-15.44	-140.54	0.79
21380.859375	-15.44	-140.58	0.70
21383.789063	-15.45	-140.61	0.68
21386.718750	-15.46	-140.65	0.57
21389.648438	-15.46	-140.68	0.43
21392.578125	-15.47	-140.72	0.66
21395.507813	-15.48	-140.76	0.28
21398.437500	-15.48	-140.80	0.57
21401.367188	-15.49	-140.83	0.65
21404.296875	-15.50	-140.87	0.64
21407.226563	-15.50	-140.91	0.92
21410.156250	-15.51	-140.96	0.58
21413.085938	-15.52	-141.00	0.54
21416.015625	-15.52	-141.05	0.98
21418.945313	-15.53	-141.09	0.58
21421.875000	-15.54	-141.14	0.36
21424.804688	-15.55	-141.18	0.29
21427.734375	-15.55	-141.23	0.27
21430.664063	-15.56	-141.28	0.27
21433.593750	-15.57	-141.32	0.56
21436.523438	-15.57	-141.37	0.67
21439.453125	-15.58	-141.42	0.38
21442.382813	-15.59	-141.47	0.96
21445.312500	-15.59	-141.51	0.97
21448.242188	-15.60	-141.56	0.21
21451.171875	-15.61	-141.61	0.59
21454.101563	-15.61	-141.66	0.90
21457.031250	-15.62	-141.70	0.58
21459.960938	-15.62	-141.75	0.38
21462.890625	-15.63	-141.80	0.72
21465.820313	-15.64	-141.85	0.70
21468.750000	-15.64	-141.90	0.52
21471.679688	-15.65	-141.94	0.51
21474.609375	-15.65	-141.99	0.04
21477.539063	-15.66	-142.03	0.48
21480.468750	-15.66	-142.08	0.55
21483.398438	-15.67	-142.12	0.91
21486.328125	-15.67	-142.17	0.79
21489.257813	-15.68	-142.21	0.46
21492.187500	-15.69	-142.26	0.47
